size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,scenario_id,milp_status,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
M,1,50,25,2,2,1,medium,alns_pinn_full,M50_P25_seed1_medium,not_milp,116.812938,614.423226,2594.250278,0.0,0.0,61317.102405,0.833333,0,0.006905,2580.0411094120004,0.0,
M,2,75,35,3,3,0,medium,greedy_nearest,M75_P35_seed0_medium,not_milp,87.743294,1115.956211,4060.654013,0.026667,0.026667,62152.413815,0.222222,81.5885,0.002083,2426.124382488801,0.0,
M,2,75,35,3,3,0,medium,ga,M75_P35_seed0_medium,not_milp,87.743294,1115.956211,4060.654013,0.026667,0.026667,62152.413815,0.222222,81.5885,0.002227,2426.124382488801,0.0,
M,2,75,35,3,3,0,medium,aco,M75_P35_seed0_medium,not_milp,87.743294,1115.956211,4060.654013,0.026667,0.026667,62152.413815,0.222222,81.5885,0.002367,2426.124382488801,0.0,
M,2,75,35,3,3,0,medium,alns_fixed,M75_P35_seed0_medium,not_milp,87.743294,1115.956211,4060.654013,0.026667,0.026667,62152.413815,0.222222,81.5885,0.002681,2426.124382488801,0.0,
M,2,75,35,3,3,0,medium,alns_pinn,M75_P35_seed0_medium,not_milp,80.919263,1227.057956,4060.525845,0.026667,0.026667,41244.857814,0.888889,81.5885,0.010224,2742.5592553287997,0.0,
M,2,75,35,3,3,0,medium,alns_pinn_uq,M75_P35_seed0_medium,not_milp,81.177721,1259.561679,4063.072837,0.013333,0.013333,41275.847132,0.888889,81.5885,0.011117,2746.6584414088,0.0,
M,2,75,35,3,3,0,medium,alns_pinn_full,M75_P35_seed0_medium,not_milp,81.560102,1281.602802,4063.072837,0.013333,0.013333,41166.089531,0.944444,81.5885,0.010288,2752.7232004088,0.0,
M,2,75,35,3,3,1,medium,greedy_nearest,M75_P35_seed1_medium,not_milp,97.465261,1173.489255,4398.336407,0.053333,0.053333,93213.6955,0.333333,41.0945,0.001873,2489.4257237904003,0.0,
M,2,75,35,3,3,1,medium,ga,M75_P35_seed1_medium,not_milp,97.465261,1173.489255,4398.336407,0.053333,0.053333,93213.6955,0.333333,41.0945,0.002174,2489.4257237904003,0.0,
M,2,75,35,3,3,1,medium,aco,M75_P35_seed1_medium,not_milp,97.465261,1173.489255,4398.336407,0.053333,0.053333,93213.6955,0.333333,41.0945,0.002174,2489.4257237904003,0.0,
M,2,75,35,3,3,1,medium,alns_fixed,M75_P35_seed1_medium,not_milp,97.465261,1173.489255,4398.336407,0.053333,0.053333,93213.6955,0.333333,41.0945,0.002497,2489.4257237904003,0.0,
M,2,75,35,3,3,1,medium,alns_pinn,M75_P35_seed1_medium,not_milp,85.126698,1228.979328,4394.523776,0.053333,0.053333,57941.624802,0.888889,41.0945,0.010546,2820.892614510401,0.0,
M,2,75,35,3,3,1,medium,alns_pinn_uq,M75_P35_seed1_medium,not_milp,85.672583,1122.411486,4401.405793,0.013333,0.013333,58272.374586,0.888889,41.0945,0.011153,2838.8717475903995,0.0,
M,2,75,35,3,3,1,medium,alns_pinn_full,M75_P35_seed1_medium,not_milp,86.80277,1252.049697,4401.405793,0.013333,0.013333,58172.224922,0.888889,41.0945,0.011008,2847.627112590399,0.0,
M,3,100,50,3,3,0,medium,greedy_nearest,M100_P50_seed0_medium,not_milp,108.544091,2176.798857,5486.634399,0.01,0.01,165484.245643,0.24,0,0.005127,4287.380451868801,0.0,
M,3,100,50,3,3,0,medium,ga,M100_P50_seed0_medium,not_milp,108.544091,2176.798857,5486.634399,0.01,0.01,165484.245643,0.24,0,0.003681,4287.380451868801,0.0,
M,3,100,50,3,3,0,medium,aco,M100_P50_seed0_medium,not_milp,108.544091,2176.798857,5486.634399,0.01,0.01,165484.245643,0.24,0,0.003997,4287.380451868801,0.0,
M,3,100,50,3,3,0,medium,alns_fixed,M100_P50_seed0_medium,not_milp,108.544091,2176.798857,5486.634399,0.01,0.01,165484.245643,0.24,0,0.0041,4287.380451868801,0.0,
M,3,100,50,3,3,0,medium,alns_pinn,M100_P50_seed0_medium,not_milp,106.590608,2173.931533,5486.219349,0.01,0.01,108534.979851,0.88,0,0.020935,4847.535365548798,0.0,
M,3,100,50,3,3,0,medium,alns_pinn_uq,M100_P50_seed0_medium,not_milp,106.590608,2162.684757,5488.497124,0.0,0.0,108551.389316,0.88,0,0.019961,4848.7000384287985,0.0,
M,3,100,50,3,3,0,medium,alns_pinn_full,M100_P50_seed0_medium,not_milp,106.026309,2291.876819,5488.497124,0.0,0.0,108003.520698,0.92,0,0.02011,4851.356051428799,0.0,
M,3,100,50,3,3,1,medium,greedy_nearest,M100_P50_seed1_medium,not_milp,109.592548,2105.861666,5288.214194,0.01,0.01,141867.43196,0.28,0,0.003257,4366.634939264,0.0,
M,3,100,50,3,3,1,medium,ga,M100_P50_seed1_medium,not_milp,109.592548,2105.861666,5288.214194,0.01,0.01,141867.43196,0.28,0,0.003768,4366.634939264,0.0,
M,3,100,50,3,3,1,medium,aco,M100_P50_seed1_medium,not_milp,109.592548,2105.861666,5288.214194,0.01,0.01,141867.43196,0.28,0,0.003702,4366.634939264,0.0,
M,3,100,50,3,3,1,medium,alns_fixed,M100_P50_seed1_medium,not_milp,109.592548,2105.861666,5288.214194,0.01,0.01,141867.43196,0.28,0,0.00407,4366.634939264,0.0,
M,3,100,50,3,3,1,medium,alns_pinn,M100_P50_seed1_medium,not_milp,101.498248,2104.085849,5288.214194,0.01,0.01,93028.705538,0.92,0,0.024177,4852.348728263999,0.0,
M,3,100,50,3,3,1,medium,alns_pinn_uq,M100_P50_seed1_medium,not_milp,101.166877,1928.167844,5290.662134,0.0,0.0,93188.93773,0.92,0,0.025828,4861.378322504,0.0,
M,3,100,50,3,3,1,medium,alns_pinn_full,M100_P50_seed1_medium,not_milp,101.380629,2141.656533,5290.662134,0.0,0.0,92636.770464,0.96,0,0.023293,4861.413738504,0.0,
L,0,150,75,3,2,0,medium,greedy_nearest,L150_P75_seed0_medium,not_milp,227.719006,3925.548978,8239.672513,0.006667,0.006667,510524.897388,0.297297,0,0.01032,14871.805974224797,0.0,
L,0,150,75,3,2,0,medium,ga,L150_P75_seed0_medium,not_milp,227.719006,3925.548978,8239.672513,0.006667,0.006667,510524.897388,0.297297,0,0.009374,14871.805974224797,0.0,
L,0,150,75,3,2,0,medium,aco,L150_P75_seed0_medium,not_milp,227.719006,3925.548978,8239.672513,0.006667,0.006667,510524.897388,0.297297,0,0.007476,14871.805974224797,0.0,
L,0,150,75,3,2,0,medium,alns_fixed,L150_P75_seed0_medium,not_milp,227.719006,3925.548978,8239.672513,0.006667,0.006667,510524.897388,0.297297,0,0.009719,14871.805974224797,0.0,
L,0,150,75,3,2,0,medium,alns_pinn,L150_P75_seed0_medium,not_milp,226.604329,3706.835696,8232.342711,0.006667,0.006667,318425.929727,0.891892,0,0.045547,16445.214517224802,0.0,
L,0,150,75,3,2,0,medium,alns_pinn_uq,L150_P75_seed0_medium,not_milp,226.366033,3740.093989,8234.621716,0.0,0.0,318428.994492,0.891892,0,0.048821,16454.298734144802,0.0,
L,0,150,75,3,2,0,medium,alns_pinn_full,L150_P75_seed0_medium,not_milp,226.694965,4016.702951,8234.621716,0.0,0.0,317111.808822,0.918919,0,0.046777,16458.580374144803,0.0,
L,0,150,75,3,2,1,medium,greedy_nearest,L150_P75_seed1_medium,not_milp,222.446221,3811.79288,7961.869688,0.006667,0.006667,477971.019769,0.405405,0,0.007397,14452.204835773593,0.0,
L,0,150,75,3,2,1,medium,ga,L150_P75_seed1_medium,not_milp,222.446221,3811.79288,7961.869688,0.006667,0.006667,477971.019769,0.405405,0,0.007161,14452.204835773593,0.0,
L,0,150,75,3,2,1,medium,aco,L150_P75_seed1_medium,not_milp,222.446221,3811.79288,7961.869688,0.006667,0.006667,477971.019769,0.405405,0,0.008213,14452.204835773593,0.0,
L,0,150,75,3,2,1,medium,alns_fixed,L150_P75_seed1_medium,not_milp,222.446221,3811.79288,7961.869688,0.006667,0.006667,477971.019769,0.405405,0,0.007461,14452.204835773593,0.0,
L,0,150,75,3,2,1,medium,alns_pinn,L150_P75_seed1_medium,not_milp,219.927502,3575.965673,7958.154965,0.006667,0.006667,318195.002977,0.864865,0,0.042634,15815.197040813608,0.0,
L,0,150,75,3,2,1,medium,alns_pinn_uq,L150_P75_seed1_medium,not_milp,219.783349,3655.062698,7960.488063,0.0,0.0,318363.873364,0.837838,0,0.04306,15818.9605367336,0.0,
L,0,150,75,3,2,1,medium,alns_pinn_full,L150_P75_seed1_medium,not_milp,219.484364,3595.872194,7960.488063,0.0,0.0,315687.752645,0.864865,0,0.04294,15813.6834277336,0.0,
L,1,200,100,4,3,0,medium,greedy_nearest,L200_P100_seed0_medium,not_milp,149.944058,6624.985868,9754.455183,0.0,0.0,385292.283447,0.2,0,0.011576,13152.280228402393,0.0,
L,1,200,100,4,3,0,medium,ga,L200_P100_seed0_medium,not_milp,149.944058,6624.985868,9754.455183,0.0,0.0,385292.283447,0.2,0,0.012633,13152.280228402393,0.0,
L,1,200,100,4,3,0,medium,aco,L200_P100_seed0_medium,not_milp,149.944058,6624.985868,9754.455183,0.0,0.0,385292.283447,0.2,0,0.013149,13152.280228402393,0.0,
L,1,200,100,4,3,0,medium,alns_fixed,L200_P100_seed0_medium,not_milp,149.944058,6624.985868,9754.455183,0.0,0.0,385292.283447,0.2,0,0.014822,13152.280228402393,0.0,
L,1,200,100,4,3,0,medium,alns_pinn,L200_P100_seed0_medium,not_milp,151.675346,6714.439273,9754.393247,0.0,0.0,244396.694668,0.88,0,0.077961,14286.409797202396,0.0,
