size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,scenario_id,milp_status,milp_reference_scope,milp_optimizes_rwct,milp_completion_time_scope,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_adaptive_enabled,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,alns_portfolio_candidate_count,alns_selected_portfolio_candidate,alns_selected_portfolio_infeasible_count,alns_selected_portfolio_rwct,alns_selected_portfolio_makespan,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,sortie_count,avg_towers_per_sortie,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
M,0,30,15,2,2,1,medium,alns_fixed,kmeans,3,M30_P15_seed1_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,88.0,23.0,12.0,17.0,101.0,30.0,500.0,0.0,,0.0,0.0,0.0,32.0,23.0,15.0,22.0,8.0,28.0,29.0,25.0,18.0,252.084662,312.6455,1301.857374,0.0,0.0,101.601559,0.285714,0.285714,30,1.0,0,0.04611,3234.411257217699,0.0,0.0
M,0,30,15,2,2,1,medium,alns_pinn,kmeans,3,M30_P15_seed1_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.84113,263.595698,1301.56269,0.0,0.0,50.782012,1.0,1.0,30,1.0,0,0.010658,3250.668436057699,0.0,0.0
M,0,30,15,2,2,1,medium,alns_pinn_uq,kmeans,3,M30_P15_seed1_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.84113,263.595698,1301.56269,0.0,0.0,50.782012,1.0,1.0,30,1.0,0,0.011052,3250.668436057699,0.0,0.0
M,0,30,15,2,2,1,medium,alns_pinn_full,kmeans,3,M30_P15_seed1_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,24.0,23.0,4.0,101.0,30.0,500.0,3.0,point_local,0.0,50.782012,210.78106,28.0,22.0,19.0,12.0,19.0,30.0,34.0,10.0,26.0,218.84113,263.595698,1301.56269,0.0,0.0,50.782012,1.0,1.0,30,1.0,0,0.067978,3250.668436057699,0.0,0.0
M,0,30,15,2,2,2,medium,greedy_nearest,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.125358,234.723705,1329.217222,0.0,0.0,122.64182,0.142857,0.142857,30,1.0,0,0.002432,3055.8681731986576,0.0,0.0
M,0,30,15,2,2,2,medium,ga,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,59,genetic_order_search,998.0,50.0,30.0,0.0,2446.764552,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,225.893182,267.396704,1329.217222,0.0,0.0,59.337553,1.0,1.0,30,1.0,0,0.029742,3246.9151101986577,0.0,0.0
M,0,30,15,2,2,2,medium,aco,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,59,ant_colony_order_search,1200.0,50.0,0.0,24.0,2085.4089,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.606645,255.293716,1329.217222,0.0,0.0,59.102041,0.857143,0.857143,30,1.0,0,0.059246,3176.7056131986583,0.0,0.0
M,0,30,15,2,2,2,medium,alns_fixed,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,91.0,19.0,9.0,16.0,101.0,30.0,500.0,0.0,,0.0,0.0,0.0,26.0,16.0,22.0,15.0,21.0,33.0,26.0,28.0,13.0,251.926965,307.811575,1329.217222,0.0,0.0,148.121942,0.142857,0.142857,30,1.0,0,0.03818,3708.359799198658,0.0,0.0
M,0,30,15,2,2,2,medium,alns_pinn,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.01699,271.307936,1329.217222,0.0,0.0,59.425722,1.0,1.0,30,1.0,0,0.008182,3257.8534141986574,0.0,0.0
M,0,30,15,2,2,2,medium,alns_pinn_uq,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.01699,271.307936,1329.217222,0.0,0.0,59.425722,1.0,1.0,30,1.0,0,0.006483,3257.8534141986574,0.0,0.0
M,0,30,15,2,2,2,medium,alns_pinn_full,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,16.0,22.0,5.0,101.0,30.0,500.0,3.0,risk_value_order,0.0,59.327411,222.736208,29.0,21.0,12.0,17.0,21.0,37.0,38.0,11.0,14.0,232.40063,271.000813,1329.217222,0.0,0.0,59.327411,1.0,1.0,30,1.0,0,0.060897,3276.9018541986575,0.0,0.0
M,0,30,15,2,2,3,medium,greedy_nearest,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.817135,225.368047,1363.673456,0.0,0.0,88.416354,0.285714,0.285714,30,1.0,0,0.002534,2871.474116704628,0.0,0.0
M,0,30,15,2,2,3,medium,ga,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,52,genetic_order_search,980.0,50.0,30.0,0.0,2394.274578,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.327611,281.935912,1363.673456,0.0,0.0,57.051303,1.0,1.0,30,1.0,0,0.034662,3308.391674704628,0.0,0.0
M,0,30,15,2,2,3,medium,aco,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,52,ant_colony_order_search,1200.0,50.0,0.0,24.0,2039.715366,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.327611,281.935912,1363.673456,0.0,0.0,57.051303,1.0,1.0,30,1.0,0,0.062776,3308.391674704628,0.0,0.0
M,0,30,15,2,2,3,medium,alns_fixed,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,91.0,13.0,9.0,10.0,101.0,30.0,500.0,0.0,,0.0,0.0,0.0,23.0,14.0,22.0,17.0,24.0,20.0,34.0,35.0,11.0,182.023673,214.780741,1363.673456,0.0,0.0,77.303315,0.428571,0.428571,30,1.0,0,0.035594,2644.577881704628,0.0,0.0
M,0,30,15,2,2,3,medium,alns_pinn,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.327611,281.935912,1363.673456,0.0,0.0,57.051303,1.0,1.0,30,1.0,0,0.011172,3308.391674704628,0.0,0.0
M,0,30,15,2,2,3,medium,alns_pinn_uq,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.327611,281.935912,1363.673456,0.0,0.0,57.051303,1.0,1.0,30,1.0,0,0.012429,3308.391674704628,0.0,0.0
M,0,30,15,2,2,3,medium,alns_pinn_full,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,15.0,23.0,1.0,101.0,30.0,500.0,3.0,risk_value_order,0.0,56.995207,209.694019,19.0,12.0,30.0,21.0,18.0,35.0,36.0,17.0,12.0,217.989859,248.947743,1363.673456,0.0,0.0,56.995207,1.0,1.0,30,1.0,0,0.076293,3253.2736187046285,0.0,0.0
M,0,30,15,2,2,4,medium,greedy_nearest,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.304138,190.77279,1371.112413,0.0,0.0,76.52278,0.142857,0.142857,30,1.0,0,0.001496,2173.0688199264437,0.0,0.0
M,0,30,15,2,2,4,medium,ga,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,55,genetic_order_search,960.0,50.0,30.0,0.0,2953.715801,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.15033,296.563229,1371.112413,0.0,0.0,75.893201,0.857143,0.857143,30,1.0,0,0.041621,3493.962755926443,0.0,0.0
M,0,30,15,2,2,4,medium,aco,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,55,ant_colony_order_search,1200.0,50.0,0.0,24.0,2506.683549,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.439202,299.445057,1371.112413,0.0,0.0,76.397533,0.857143,0.857143,30,1.0,0,0.073094,3527.063533926444,0.0,0.0
M,0,30,15,2,2,4,medium,alns_fixed,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,93.0,18.0,7.0,11.0,101.0,30.0,500.0,0.0,,0.0,0.0,0.0,30.0,17.0,15.0,16.0,22.0,24.0,43.0,22.0,11.0,198.111029,234.509502,1371.112413,0.0,0.0,90.43048,0.0,0.0,30,1.0,0,0.050003,2635.5124959264444,0.0,0.0
M,0,30,15,2,2,4,medium,alns_pinn,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229.013181,284.67655,1371.112413,0.0,0.0,75.487224,0.857143,0.857143,30,1.0,0,0.016114,3448.4264249264425,0.0,0.0
M,0,30,15,2,2,4,medium,alns_pinn_uq,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.650421,275.672353,1371.112413,0.0,0.0,75.357363,0.857143,0.857143,30,1.0,0,0.011798,3415.497054926443,0.0,0.0
M,0,30,15,2,2,4,medium,alns_pinn_full,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,75.0,9.0,25.0,3.0,101.0,30.0,500.0,4.0,uq_local,0.0,75.357363,213.477192,19.0,25.0,14.0,13.0,29.0,33.0,39.0,13.0,15.0,226.650421,275.672353,1371.112413,0.0,0.0,75.357363,0.857143,0.857143,30,1.0,0,0.083213,3415.497054926443,0.0,0.0
M,0,30,15,2,2,5,medium,greedy_nearest,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.000097,198.311022,1431.500703,0.0,0.0,73.973059,0.142857,0.142857,30,1.0,0,0.001978,2291.295423327404,0.0,0.0
M,0,30,15,2,2,5,medium,ga,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,51,genetic_order_search,938.0,50.0,30.0,0.0,2251.970797,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.494597,230.498091,1431.500703,0.0,0.0,35.479605,1.0,1.0,30,1.0,0,0.040201,2616.6403433274036,0.0,0.0
M,0,30,15,2,2,5,medium,aco,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,51,ant_colony_order_search,1200.0,50.0,0.0,24.0,1921.930271,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.959906,210.980678,1431.500703,0.0,0.0,35.479309,1.0,1.0,30,1.0,0,0.06483,2590.3448993274037,0.0,0.0
M,0,30,15,2,2,5,medium,alns_fixed,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,91.0,21.0,9.0,19.0,101.0,30.0,500.0,0.0,,0.0,0.0,0.0,24.0,17.0,20.0,22.0,17.0,23.0,29.0,36.0,12.0,184.618671,221.095506,1431.500703,0.0,0.0,85.95719,0.142857,0.142857,30,1.0,0,0.042567,2545.1390703274037,0.0,0.0
M,0,30,15,2,2,5,medium,alns_pinn,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.8687,209.653381,1431.500703,0.0,0.0,35.428843,1.0,1.0,30,1.0,0,0.014725,2551.081219327404,0.0,0.0
M,0,30,15,2,2,5,medium,alns_pinn_uq,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.8687,209.653381,1431.500703,0.0,0.0,35.428843,1.0,1.0,30,1.0,0,0.019513,2551.081219327404,0.0,0.0
M,0,30,15,2,2,5,medium,alns_pinn_full,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,72.0,14.0,28.0,4.0,101.0,30.0,500.0,3.0,point_local,0.0,35.428843,180.897635,12.0,15.0,31.0,22.0,20.0,48.0,22.0,17.0,13.0,199.8687,209.653381,1431.500703,0.0,0.0,35.428843,1.0,1.0,30,1.0,0,0.088677,2551.081219327404,0.0,0.0
M,0,30,15,2,2,6,medium,greedy_nearest,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.912784,237.651342,1425.249423,0.0,0.0,78.45791,0.285714,0.285714,30,1.0,0,0.005618,2738.1008675191997,0.0,0.0
M,0,30,15,2,2,6,medium,ga,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,53,genetic_order_search,972.0,50.0,30.0,0.0,2615.85118,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.885703,248.842697,1425.249423,0.0,0.0,54.598206,0.857143,0.857143,30,1.0,0,0.037674,2998.9946015192004,0.0,0.0
M,0,30,15,2,2,6,medium,aco,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,53,ant_colony_order_search,1200.0,50.0,0.0,24.0,2223.093829,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219.885703,248.842697,1425.249423,0.0,0.0,54.598206,0.857143,0.857143,30,1.0,0,0.057528,2998.9946015192004,0.0,0.0
M,0,30,15,2,2,6,medium,alns_fixed,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,81.0,23.0,19.0,12.0,101.0,30.0,500.0,0.0,,0.0,0.0,0.0,17.0,28.0,24.0,15.0,16.0,16.0,22.0,33.0,29.0,226.392649,272.637114,1425.249423,0.0,0.0,84.953519,0.285714,0.285714,30,1.0,0,0.045121,3048.3898345191997,0.0,0.0
M,0,30,15,2,2,6,medium,alns_pinn,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.391805,260.320597,1425.249423,0.0,0.0,60.113627,1.0,1.0,30,1.0,0,0.011815,3229.1395225192,0.0,0.0
M,0,30,15,2,2,6,medium,alns_pinn_uq,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.391805,260.320597,1425.249423,0.0,0.0,60.113627,1.0,1.0,30,1.0,0,0.012453,3229.1395225192,0.0,0.0
M,0,30,15,2,2,6,medium,alns_pinn_full,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,not_milp,False,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,20.0,22.0,5.0,101.0,30.0,500.0,3.0,alns_search,0.0,52.725387,202.349707,26.0,20.0,19.0,13.0,22.0,26.0,47.0,10.0,17.0,209.209766,248.26031,1425.249423,0.0,0.0,52.725387,0.857143,0.857143,30,1.0,0,0.082193,2858.9367435192003,0.0,0.0
