size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,scenario_id,milp_status,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
M,0,30,15,2,2,2,medium,alns_fixed,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,False,0.0,91.0,19.0,9.0,16.0,101.0,30.0,500.0,26.0,16.0,22.0,15.0,21.0,33.0,26.0,28.0,13.0,64.912804,261.645026,1329.217222,0.0,0.0,30853.320501,0.285714,0,0.027956,710.9156961295998,0.0,0.0
M,0,30,15,2,2,2,medium,alns_pinn,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.966593,239.425101,1329.217222,0.0,0.0,19694.064952,1.0,0,0.00687,874.0103401296001,0.0,0.0
M,0,30,15,2,2,2,medium,alns_pinn_uq,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.041695,226.872128,1329.217222,0.0,0.0,19704.28271,1.0,0,0.004752,874.0854421296,0.0,0.0
M,0,30,15,2,2,2,medium,alns_pinn_full,kmeans,3,M30_P15_seed2_medium_kmeans15,not_milp,450,90,0.8,59,,0.0,0.0,0.0,0.0,0.0,True,0.25,82.0,29.0,18.0,4.0,101.0,30.0,500.0,25.0,18.0,24.0,11.0,22.0,38.0,37.0,10.0,15.0,62.679065,301.24297,1329.217222,0.0,0.0,19402.05766,1.0,0,0.023385,863.8229421296,0.0,0.0
M,0,30,15,2,2,3,medium,greedy_nearest,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.688862,286.825299,1363.673456,0.0,0.0,27053.568656,0.428571,0,0.00069,760.9018189648,0.0,0.0
M,0,30,15,2,2,3,medium,ga,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,450,90,0.8,52,genetic_order_search,989.0,50.0,30.0,0.0,4232.129607,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.826643,223.922099,1363.673456,0.0,0.0,17586.918671,0.857143,0,0.020292,804.2891669648,0.0,0.0
M,0,30,15,2,2,3,medium,aco,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,450,90,0.8,52,ant_colony_order_search,1200.0,50.0,0.0,24.0,3571.222864,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.826643,223.922099,1363.673456,0.0,0.0,17586.918671,0.857143,0,0.037376,804.2891669648,0.0,0.0
M,0,30,15,2,2,3,medium,alns_fixed,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,False,0.0,94.0,22.0,6.0,12.0,101.0,30.0,500.0,25.0,16.0,25.0,13.0,21.0,25.0,36.0,28.0,11.0,67.220991,213.175067,1363.673456,0.0,0.0,26040.083182,0.428571,0,0.021343,745.4083969648001,0.0,0.0
M,0,30,15,2,2,3,medium,alns_pinn,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.195461,230.974125,1363.673456,0.0,0.0,17596.333005,0.857143,0,0.006734,805.0594719648,0.0,0.0
M,0,30,15,2,2,3,medium,alns_pinn_uq,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.195461,231.990854,1363.673456,0.0,0.0,17595.91414,0.857143,0,0.008743,805.0594719648,0.0,0.0
M,0,30,15,2,2,3,medium,alns_pinn_full,kmeans,3,M30_P15_seed3_medium_kmeans15,not_milp,450,90,0.8,52,,0.0,0.0,0.0,0.0,0.0,True,0.25,77.0,13.0,23.0,1.0,101.0,30.0,500.0,18.0,14.0,21.0,22.0,25.0,38.0,35.0,14.0,13.0,64.794147,260.244448,1363.673456,0.0,0.0,17506.206883,1.0,0,0.022649,806.5219819647998,0.0,0.0
M,0,30,15,2,2,4,medium,greedy_nearest,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.443133,205.570785,1371.112413,0.0,0.0,29064.20003,0.142857,0,0.00074,630.2167244336001,0.0,0.0
M,0,30,15,2,2,4,medium,ga,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,450,90,0.8,55,genetic_order_search,952.0,50.0,30.0,0.0,4832.449745,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.745414,266.25328,1371.112413,0.0,0.0,22115.909527,0.571429,0,0.021019,776.0473764335998,0.0,0.0
M,0,30,15,2,2,4,medium,aco,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,450,90,0.8,55,ant_colony_order_search,1200.0,50.0,0.0,24.0,4071.680526,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.745414,266.25328,1371.112413,0.0,0.0,22115.909527,0.571429,0,0.040458,776.0473764335998,0.0,0.0
M,0,30,15,2,2,4,medium,alns_fixed,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,False,0.0,91.0,16.0,9.0,12.0,101.0,30.0,500.0,33.0,17.0,15.0,17.0,18.0,28.0,38.0,24.0,10.0,65.956924,259.513815,1371.112413,0.0,0.0,28955.0699,0.0,0,0.019881,620.7990144336001,0.0,0.0
M,0,30,15,2,2,4,medium,alns_pinn,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.479847,281.33244,1371.112413,0.0,0.0,22164.996406,0.571429,0,0.005519,779.7414194336001,0.0,0.0
M,0,30,15,2,2,4,medium,alns_pinn_uq,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.479847,281.33244,1371.112413,0.0,0.0,22164.996406,0.571429,0,0.005643,779.7414194336001,0.0,0.0
M,0,30,15,2,2,4,medium,alns_pinn_full,kmeans,3,M30_P15_seed4_medium_kmeans15,not_milp,450,90,0.8,55,,0.0,0.0,0.0,0.0,0.0,True,0.25,78.0,9.0,22.0,2.0,101.0,30.0,500.0,18.0,28.0,13.0,16.0,25.0,42.0,32.0,11.0,15.0,65.295907,244.619965,1371.112413,0.0,0.0,22212.942014,0.714286,0,0.024098,787.2399734336002,0.0,0.0
M,0,30,15,2,2,5,medium,greedy_nearest,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.155593,206.070959,1431.500703,0.0,0.0,38041.099926,0.142857,0,0.001192,653.5663923311998,0.0,0.0
M,0,30,15,2,2,5,medium,ga,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,450,90,0.8,51,genetic_order_search,942.0,50.0,30.0,0.0,4772.977212,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.95307,243.631052,1431.500703,0.0,0.0,23742.494289,0.857143,0,0.023316,741.1669113311998,0.0,0.0
M,0,30,15,2,2,5,medium,aco,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,450,90,0.8,51,ant_colony_order_search,1200.0,50.0,0.0,24.0,4023.181973,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.95307,243.631052,1431.500703,0.0,0.0,23742.494289,0.857143,0,0.042256,741.1669113311998,0.0,0.0
M,0,30,15,2,2,5,medium,alns_fixed,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,False,0.0,92.0,23.0,8.0,22.0,101.0,30.0,500.0,28.0,9.0,23.0,22.0,18.0,25.0,30.0,36.0,9.0,64.178066,210.198787,1431.500703,0.0,0.0,36896.656298,0.142857,0,0.01654,647.8466003312,0.0,0.0
M,0,30,15,2,2,5,medium,alns_pinn,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.018816,228.800551,1431.500703,0.0,0.0,23898.201646,0.857143,0,0.005575,748.0729563311999,0.0,0.0
M,0,30,15,2,2,5,medium,alns_pinn_uq,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.544551,223.616753,1431.500703,0.0,0.0,23896.128269,0.857143,0,0.004813,748.3497573312001,0.0,0.0
M,0,30,15,2,2,5,medium,alns_pinn_full,kmeans,3,M30_P15_seed5_medium_kmeans15,not_milp,450,90,0.8,51,,0.0,0.0,0.0,0.0,0.0,True,0.25,78.0,13.0,22.0,5.0,101.0,30.0,500.0,16.0,23.0,18.0,19.0,24.0,45.0,25.0,10.0,20.0,66.9916,236.778663,1431.500703,0.0,0.0,23720.495828,0.857143,0,0.021324,740.6034933312,0.0,0.0
M,0,30,15,2,2,6,medium,greedy_nearest,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.698197,236.676846,1425.249423,0.0,0.0,22870.430854,0.285714,0,0.0008,683.9974752039999,0.0,0.0
M,0,30,15,2,2,6,medium,ga,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,450,90,0.8,53,genetic_order_search,939.0,50.0,30.0,0.0,4412.160641,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.716508,256.915824,1425.249423,0.0,0.0,17439.10993,0.714286,0,0.016995,763.6715682039999,0.0,0.0
M,0,30,15,2,2,6,medium,aco,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,450,90,0.8,53,ant_colony_order_search,1200.0,50.0,0.0,24.0,3719.855904,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.716508,256.915824,1425.249423,0.0,0.0,17439.10993,0.714286,0,0.033727,763.6715682039999,0.0,0.0
M,0,30,15,2,2,6,medium,alns_fixed,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,False,0.0,92.0,15.0,8.0,13.0,101.0,30.0,500.0,24.0,20.0,23.0,13.0,20.0,24.0,26.0,39.0,11.0,65.265154,265.6669,1425.249423,0.0,0.0,22077.90494,0.285714,0,0.017768,674.7760772039999,0.0,0.0
M,0,30,15,2,2,6,medium,alns_pinn,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.168815,291.641536,1425.249423,0.0,0.0,17435.88593,0.714286,0,0.005921,764.184220204,0.0,0.0
M,0,30,15,2,2,6,medium,alns_pinn_uq,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.797855,298.514954,1425.249423,0.0,0.0,17436.469317,0.714286,0,0.005747,764.184220204,0.0,0.0
M,0,30,15,2,2,6,medium,alns_pinn_full,kmeans,3,M30_P15_seed6_medium_kmeans15,not_milp,450,90,0.8,53,,0.0,0.0,0.0,0.0,0.0,True,0.25,74.0,18.0,26.0,6.0,101.0,30.0,500.0,26.0,24.0,20.0,11.0,19.0,31.0,35.0,10.0,24.0,65.420463,292.775319,1425.249423,0.0,0.0,17346.721232,0.714286,0,0.023355,762.310461204,0.0,0.0
M,0,30,15,2,2,7,medium,greedy_nearest,kmeans,3,M30_P15_seed7_medium_kmeans15,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.665434,248.404154,1260.355041,0.0,0.0,32662.680777,0.142857,0,0.000775,695.7472119024,0.0,0.0
M,0,30,15,2,2,7,medium,ga,kmeans,3,M30_P15_seed7_medium_kmeans15,not_milp,450,90,0.8,63,genetic_order_search,924.0,50.0,30.0,0.0,4253.247676,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.40535,270.986978,1260.061344,0.0,0.0,17837.89601,0.857143,0,0.017052,750.3785283023999,0.0,0.0
M,0,30,15,2,2,7,medium,aco,kmeans,3,M30_P15_seed7_medium_kmeans15,not_milp,450,90,0.8,63,ant_colony_order_search,1200.0,50.0,0.0,24.0,3591.008456,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.833747,271.964414,1260.061344,0.0,0.0,17837.903125,0.857143,0,0.033309,749.8069253024,0.0,0.0
M,0,30,15,2,2,7,medium,alns_fixed,kmeans,3,M30_P15_seed7_medium_kmeans15,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,False,0.0,91.0,14.0,9.0,11.0,101.0,30.0,500.0,29.0,18.0,14.0,13.0,26.0,36.0,27.0,26.0,11.0,63.863777,254.885235,1260.355041,0.0,0.0,29780.757693,0.142857,0,0.017579,680.5924799023999,0.0,0.0
M,0,30,15,2,2,7,medium,alns_pinn,kmeans,3,M30_P15_seed7_medium_kmeans15,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.395441,249.26155,1260.061344,0.0,0.0,17950.117345,0.857143,0,0.007099,758.2338363023999,0.0,0.0
M,0,30,15,2,2,7,medium,alns_pinn_uq,kmeans,3,M30_P15_seed7_medium_kmeans15,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.395441,265.676872,1260.061344,0.0,0.0,17959.050292,0.857143,0,0.005979,761.0398243024,0.0,0.0
M,0,30,15,2,2,7,medium,alns_pinn_full,kmeans,3,M30_P15_seed7_medium_kmeans15,not_milp,450,90,0.8,63,,0.0,0.0,0.0,0.0,0.0,True,0.25,79.0,26.0,21.0,3.0,101.0,30.0,500.0,26.0,21.0,22.0,16.0,15.0,36.0,34.0,12.0,18.0,62.428631,275.510878,1260.061344,0.0,0.0,17831.225601,0.857143,0,0.020169,750.4018093023999,0.0,0.0
M,0,30,15,2,2,8,medium,greedy_nearest,kmeans,3,M30_P15_seed8_medium_kmeans15,not_milp,450,90,0.8,49,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.609827,247.534618,1383.477172,0.0,0.0,22244.334999,0.285714,0,0.000817,628.0085628824,0.0,0.0
M,0,30,15,2,2,8,medium,ga,kmeans,3,M30_P15_seed8_medium_kmeans15,not_milp,450,90,0.8,49,genetic_order_search,958.0,50.0,30.0,0.0,4450.351596,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.644567,237.709555,1383.477172,0.0,0.0,17322.933003,0.857143,0,0.016092,747.6221788824001,0.0,0.0
M,0,30,15,2,2,8,medium,aco,kmeans,3,M30_P15_seed8_medium_kmeans15,not_milp,450,90,0.8,49,ant_colony_order_search,1200.0,50.0,0.0,24.0,3752.701967,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.533045,260.58936,1383.477172,0.0,0.0,17300.889083,0.857143,0,0.033527,743.3419428824001,0.0,0.0
M,0,30,15,2,2,8,medium,alns_fixed,kmeans,3,M30_P15_seed8_medium_kmeans15,not_milp,450,90,0.8,49,,0.0,0.0,0.0,0.0,0.0,False,0.0,93.0,16.0,7.0,11.0,101.0,30.0,500.0,14.0,25.0,20.0,20.0,21.0,28.0,24.0,33.0,15.0,62.84761,260.797628,1383.477172,0.0,0.0,22393.874885,0.285714,0,0.016926,626.2481348824,0.0,0.0
