method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd
alns_pinn_full,dbscan,M,30,15,medium,2,225.383476,20.207817,137.684989,41.776045,3416.341706,92.863361,0.323563,0.127604,0.323563,0.127604,52.726056,5.263609,0.642857,0.101015,0.5,0.101016,29.5,0.707107,1.017241,0.024383,725.46015,372.810242,0.012731,0.001706,2916.216338,289.943806,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,56.0,2.828427,0.377778,0.031427,13.0,1.414214,76.5,2.12132,14.0,1.414214,23.5,2.12132,12.0,0.0,101.0,0.0,30.0,0.0,500.0,0.0,24.5,2.12132,20.0,1.414214,18.0,4.242641,14.0,8.485281,23.5,9.192388,38.0,1.414214,36.0,1.414214,11.5,2.12132,14.5,2.12132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,dbscan,M,50,25,medium,2,516.193253,0.499403,207.591855,10.052071,8824.250597,198.428038,0.606123,0.008659,0.606123,0.008659,126.809641,6.425888,0.625,0.294627,0.375,0.176777,49.5,0.707107,1.010204,0.014431,2269.23165,112.888396,0.020255,0.000709,10716.282072,621.982595,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,75.0,1.414214,0.5,0.009429,12.5,0.707107,74.0,5.656854,17.0,4.242641,26.0,5.656854,12.5,2.12132,101.0,0.0,50.0,0.0,900.0,0.0,29.0,7.071068,13.0,2.828427,17.5,0.707107,14.0,4.242641,26.5,0.707107,38.5,4.949747,33.0,2.828427,13.5,3.535534,15.0,4.242641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,direct,M,30,15,medium,2,249.776964,14.530687,269.987761,25.266313,1531.276599,120.544847,0.0,0.0,0.0,0.0,63.174347,9.865339,1.0,0.0,1.0,0.0,28.0,1.414214,1.072797,0.054184,0.0,0.0,0.029726,0.002393,3585.790754,81.992722,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,0.0,0.0,60.5,2.12132,76.5,2.12132,12.0,2.828427,23.5,2.12132,3.0,0.0,101.0,0.0,30.0,0.0,500.0,0.0,20.5,0.707107,23.5,3.535534,18.0,4.242641,19.0,1.414214,19.0,8.485281,35.0,2.828427,35.0,4.242641,11.0,1.414214,19.0,2.828427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,direct,M,50,25,medium,2,501.646491,2.025374,633.509465,20.272242,2575.910273,8.390018,0.0,0.0,0.0,0.0,144.449302,10.058384,1.0,0.0,1.0,0.0,49.5,0.707107,1.010204,0.014431,0.0,0.0,0.070894,0.001347,12044.655365,692.549197,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0,0.0,0.0,0.0,101.0,2.828427,75.5,4.949747,15.5,4.949747,24.5,4.949747,7.0,1.414214,101.0,0.0,50.0,0.0,900.0,0.0,20.5,6.363961,20.0,4.242641,21.5,3.535534,15.0,2.828427,23.0,8.485281,35.5,10.606602,32.5,7.778175,12.5,6.363961,19.5,9.192388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,30,15,medium,2,208.852396,37.241192,245.609624,40.522936,1308.507362,9.821249,0.0,0.0,0.0,0.0,55.918019,5.920908,1.0,0.0,1.0,0.0,29.5,0.707107,1.017241,0.024383,0.0,0.0,0.027195,0.000837,3109.996289,327.125137,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,58.5,6.363961,76.0,1.414214,19.5,6.363961,24.0,1.414214,4.5,0.707107,101.0,0.0,30.0,0.0,500.0,0.0,28.0,0.0,17.5,6.363961,18.0,1.414214,15.5,4.949747,21.0,2.828427,36.0,8.485281,31.5,3.535534,12.0,2.828427,20.5,7.778175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,50,25,medium,2,459.863116,13.068153,615.095667,3.263451,2209.768523,0.437517,0.0,0.0,0.0,0.0,131.499418,0.082424,0.916667,0.0,0.916667,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.067645,0.00129,11013.809154,24.345937,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,150.0,0.0,0.88,0.0,103.5,4.949747,77.0,0.0,12.5,4.949747,23.0,0.0,3.5,3.535534,101.0,0.0,50.0,0.0,900.0,0.0,22.5,0.707107,17.5,3.535534,20.5,0.707107,13.0,1.414214,26.5,4.949747,38.5,0.707107,34.0,1.414214,12.5,3.535534,15.0,5.656854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
