size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,scenario_id,milp_status,milp_reference_scope,milp_optimizes_rwct,milp_completion_time_scope,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_adaptive_enabled,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,alns_portfolio_candidate_count,alns_selected_portfolio_candidate,alns_selected_portfolio_infeasible_count,alns_selected_portfolio_rwct,alns_selected_portfolio_makespan,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,sortie_count,avg_towers_per_sortie,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
S,0,10,5,1,1,3,medium,alns_pinn,direct,3,S10_P5_seed3_medium,not_milp,not_milp,False,not_milp,50,50,0.0,17,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.38267,64.864771,545.946586,0.0,0.0,34.612599,1.0,1.0,10,1.0,0,0.001987,627.6648154276285,0.0,23.682909552070033
S,0,10,5,1,1,3,medium,alns_pinn_full,direct,3,S10_P5_seed3_medium,not_milp,not_milp,False,not_milp,50,50,0.0,17,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,59.0,3.0,21.0,0.0,81.0,10.0,160.0,1.0,alns_search,0.0,34.612599,140.575871,11.0,23.0,16.0,11.0,19.0,23.0,24.0,12.0,21.0,147.38267,64.864771,545.946586,0.0,0.0,34.612599,1.0,1.0,10,1.0,0,0.010488,627.6648154276285,0.0,23.682909552070033
S,0,10,5,1,1,4,medium,milp_highs,direct,3,S10_P5_seed4_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,50,50,0.0,15,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.018371,26.894697,638.104288,0.0,0.0,36.204187,1.0,1.0,10,1.0,0,0.007599,1182.001151112976,0.018881368475602435,0.0
S,0,10,5,1,1,4,medium,alns_pinn,direct,3,S10_P5_seed4_medium,not_milp,not_milp,False,not_milp,50,50,0.0,15,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.175005,62.03078,592.943374,0.1,0.1,35.357341,1.0,1.0,10,1.0,0,0.00177,719.598431249947,0.0,17.15072832570317
S,0,10,5,1,1,4,medium,alns_pinn_full,direct,3,S10_P5_seed4_medium,not_milp,not_milp,False,not_milp,50,50,0.0,15,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,64.0,5.0,16.0,1.0,81.0,10.0,160.0,2.0,risk_value_order,0.0,35.340142,145.702689,18.0,16.0,11.0,12.0,23.0,33.0,25.0,9.0,13.0,149.407949,51.915982,572.119049,0.0,0.0,35.340142,1.0,1.0,9,1.111111,0,0.014413,710.1379480499469,0.0,10.65749637877056
S,0,10,5,1,1,5,medium,milp_highs,direct,3,S10_P5_seed5_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,50,50,0.0,15,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.232336,27.283696,681.006903,0.0,0.0,38.537685,1.0,1.0,10,1.0,0,0.013377,1172.3545322493026,0.012971340138306729,0.0
S,0,10,5,1,1,5,medium,alns_pinn,direct,3,S10_P5_seed5_medium,not_milp,not_milp,False,not_milp,50,50,0.0,15,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.555905,57.708087,631.57905,0.1,0.1,42.636812,1.0,1.0,10,1.0,0,0.003365,747.1332675535607,0.0,15.973587877848908
S,0,10,5,1,1,5,medium,alns_pinn_full,direct,3,S10_P5_seed5_medium,not_milp,not_milp,False,not_milp,50,50,0.0,15,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,65.0,11.0,15.0,6.0,81.0,10.0,160.0,2.0,alns_search,0.0,44.299041,148.78835,22.0,13.0,11.0,12.0,22.0,25.0,33.0,8.0,14.0,156.762371,67.112428,633.708997,0.0,0.0,44.299041,1.0,1.0,10,1.0,0,0.017545,741.0684207935608,0.0,23.20953613553083
S,0,10,5,1,1,6,medium,milp_highs,direct,3,S10_P5_seed6_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,50,50,0.0,16,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.266256,42.502392,608.806097,0.0,0.0,39.308564,0.5,0.5,10,1.0,0,0.009477,1166.9956950359021,0.0070609571996587865,0.0
S,0,10,5,1,1,6,medium,alns_pinn,direct,3,S10_P5_seed6_medium,not_milp,not_milp,False,not_milp,50,50,0.0,16,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.968815,31.118783,606.38014,0.1,0.1,18.303211,1.0,1.0,10,1.0,0,0.002642,584.3087604139076,0.0,0.0
S,0,10,5,1,1,6,medium,alns_pinn_full,direct,3,S10_P5_seed6_medium,not_milp,not_milp,False,not_milp,50,50,0.0,16,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,64.0,11.0,16.0,3.0,81.0,10.0,160.0,2.0,alns_search,0.0,18.648265,119.251701,15.0,17.0,18.0,21.0,9.0,27.0,27.0,12.0,14.0,127.57235,34.221722,562.92715,0.0,0.0,18.648265,1.0,1.0,8,1.25,0,0.021986,528.3143645739076,0.0,0.0
S,0,10,5,1,1,7,medium,milp_highs,direct,3,S10_P5_seed7_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,50,50,0.0,13,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.984226,26.754216,668.725078,0.1,0.1,46.333609,0.5,0.5,10,1.0,43.8956,0.007304,2169.541104574317,0.005527542106459108,0.0
S,0,10,5,1,1,7,medium,alns_pinn,direct,3,S10_P5_seed7_medium,not_milp,not_milp,False,not_milp,50,50,0.0,13,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.980615,55.510349,655.80284,0.2,0.2,23.303102,1.0,1.0,10,1.0,43.8956,0.002716,677.3878926531798,0.0,17.186796910425503
S,0,10,5,1,1,7,medium,alns_pinn_full,direct,3,S10_P5_seed7_medium,not_milp,not_milp,False,not_milp,50,50,0.0,13,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,63.0,5.0,17.0,2.0,81.0,10.0,160.0,3.0,risk_value_order,1.0,23.322787,144.41209,19.0,18.0,15.0,13.0,15.0,31.0,23.0,13.0,13.0,151.057646,55.510349,657.835177,0.1,0.1,23.322787,1.0,1.0,10,1.0,43.8956,0.017427,682.7860656931798,0.0,18.028331085113567
S,0,10,5,1,1,8,medium,milp_highs,direct,3,S10_P5_seed8_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,50,50,0.0,16,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.898923,34.749975,541.896105,0.0,0.0,54.771193,0.0,0.0,10,1.0,0,0.026436,144.88909612090697,0.019189852232593455,0.0
S,0,10,5,1,1,8,medium,alns_pinn,direct,3,S10_P5_seed8_medium,not_milp,not_milp,False,not_milp,50,50,0.0,16,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.716886,52.037597,541.896105,0.0,0.0,45.661064,1.0,1.0,10,1.0,0,0.00588,668.6494194508014,0.0,12.46265535979665
S,0,10,5,1,1,8,medium,alns_pinn_full,direct,3,S10_P5_seed8_medium,not_milp,not_milp,False,not_milp,50,50,0.0,16,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,7.0,13.0,0.0,81.0,10.0,160.0,1.0,alns_search,0.0,44.414264,130.743853,12.0,20.0,11.0,20.0,17.0,30.0,28.0,7.0,15.0,130.743853,52.037597,494.06076,0.0,0.0,44.414264,1.0,1.0,8,1.25,0,0.01177,646.7791468108014,0.0,9.962184434589037
S,0,10,5,1,1,9,medium,milp_highs,direct,3,S10_P5_seed9_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,50,50,0.0,19,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.978009,35.803809,519.896589,0.0,0.0,88.816315,0.0,0.0,10,1.0,0,0.102467,142.88284491771032,0.016532807389384892,0.0
S,0,10,5,1,1,9,medium,alns_pinn,direct,3,S10_P5_seed9_medium,not_milp,not_milp,False,not_milp,50,50,0.0,19,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.083163,45.259822,519.896589,0.0,0.0,22.761793,1.0,1.0,10,1.0,0,0.002298,556.7797381436524,0.0,6.928784366641083
S,0,10,5,1,1,9,medium,alns_pinn_full,direct,3,S10_P5_seed9_medium,not_milp,not_milp,False,not_milp,50,50,0.0,19,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,63.0,8.0,17.0,2.0,81.0,10.0,160.0,3.0,alns_search,0.0,22.55975,113.448326,19.0,7.0,22.0,18.0,14.0,29.0,28.0,12.0,11.0,113.448326,32.631225,489.553891,0.0,0.0,22.55975,1.0,1.0,8,1.25,0,0.018549,534.1081616636523,0.0,0.0
S,1,15,8,1,2,0,medium,milp_highs,direct,3,S15_P8_seed0_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,120,120,0.0,28,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142.484472,68.936853,718.173235,0.0,0.0,66.387224,0.333333,0.333333,15,1.0,0,0.135008,142.7011001135329,0.0028169748277847993,0.0
S,1,15,8,1,2,0,medium,alns_pinn,direct,3,S15_P8_seed0_medium,not_milp,not_milp,False,not_milp,120,120,0.0,28,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.701044,112.683712,718.173235,0.0,0.0,48.044658,1.0,1.0,15,1.0,0,0.008681,1421.1855315049088,0.0,47.876495622624745
S,1,15,8,1,2,0,medium,alns_pinn_full,direct,3,S15_P8_seed0_medium,not_milp,not_milp,False,not_milp,120,120,0.0,28,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,58.0,8.0,22.0,1.0,81.0,15.0,240.0,2.0,point_local,0.0,48.044658,199.035125,21.0,10.0,10.0,15.0,24.0,21.0,32.0,15.0,12.0,210.701044,112.683712,718.173235,0.0,0.0,48.044658,1.0,1.0,15,1.0,0,0.027096,1421.1855315049088,0.0,47.876495622624745
S,1,15,8,1,2,1,medium,milp_highs,direct,3,S15_P8_seed1_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,120,120,0.0,25,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.37966,65.986417,798.521947,0.0,0.0,57.585729,0.0,0.0,15,1.0,0,0.096523,148.72722873883137,0.007085311979654748,0.0
S,1,15,8,1,2,1,medium,alns_pinn,direct,3,S15_P8_seed1_medium,not_milp,not_milp,False,not_milp,120,120,0.0,25,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.643991,115.33774,797.794587,0.0,0.0,49.845894,1.0,1.0,15,1.0,0,0.004297,1604.8422700281985,0.0,56.0343938801298
S,1,15,8,1,2,1,medium,alns_pinn_full,direct,3,S15_P8_seed1_medium,not_milp,not_milp,False,not_milp,120,120,0.0,25,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,58.0,4.0,22.0,1.0,81.0,15.0,240.0,2.0,point_local,0.0,49.845894,221.829346,19.0,21.0,13.0,12.0,15.0,29.0,26.0,12.0,13.0,234.643991,115.33774,797.794587,0.0,0.0,49.845894,1.0,1.0,15,1.0,0,0.023563,1604.8422700281985,0.0,56.0343938801298
S,1,15,8,1,2,2,medium,milp_highs,direct,3,S15_P8_seed2_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,120,120,0.0,31,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.197754,65.005782,665.945623,0.0,0.0,57.700435,0.333333,0.333333,15,1.0,0,0.218308,129.81497444205397,0.019857259951874998,0.0
S,1,15,8,1,2,2,medium,alns_pinn,direct,3,S15_P8_seed2_medium,not_milp,not_milp,False,not_milp,120,120,0.0,31,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188.180108,104.106692,665.945623,0.0,0.0,48.808216,1.0,1.0,15,1.0,0,0.003275,1303.7578742887015,0.0,49.11525921451818
S,1,15,8,1,2,2,medium,alns_pinn_full,direct,3,S15_P8_seed2_medium,not_milp,not_milp,False,not_milp,120,120,0.0,31,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,60.0,3.0,20.0,1.0,81.0,15.0,240.0,2.0,alns_search,0.0,48.808216,178.88493,18.0,13.0,15.0,16.0,18.0,32.0,25.0,9.0,14.0,188.180108,104.106692,665.945623,0.0,0.0,48.808216,1.0,1.0,15,1.0,0,0.020234,1303.7578742887015,0.0,49.11525921451818
S,1,15,8,1,2,3,medium,milp_highs,direct,3,S15_P8_seed3_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,120,120,0.0,33,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.100267,61.146726,720.239241,0.0,0.0,65.895395,0.333333,0.333333,15,1.0,0,0.2156,140.0415929770618,0.016807000066525413,0.0
S,1,15,8,1,2,3,medium,alns_pinn,direct,3,S15_P8_seed3_medium,not_milp,not_milp,False,not_milp,120,120,0.0,33,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233.34679,125.940371,720.239241,0.0,0.0,59.152146,1.0,1.0,15,1.0,0,0.003999,1720.9884307474779,0.0,76.64369293061307
S,1,15,8,1,2,3,medium,alns_pinn_full,direct,3,S15_P8_seed3_medium,not_milp,not_milp,False,not_milp,120,120,0.0,33,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,61.0,14.0,19.0,0.0,81.0,15.0,240.0,2.0,point_local,0.0,59.152146,226.18804,9.0,14.0,19.0,17.0,21.0,29.0,25.0,12.0,14.0,233.34679,125.940371,720.239241,0.0,0.0,59.152146,1.0,1.0,15,1.0,0,0.021389,1720.9884307474779,0.0,76.64369293061307
S,1,15,8,1,2,4,medium,milp_highs,direct,3,S15_P8_seed4_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,120,120,0.0,22,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.526118,61.567872,741.164939,0.0,0.0,51.642531,0.333333,0.333333,15,1.0,0,0.166824,145.6753270135155,0.0060419479315850675,0.0
S,1,15,8,1,2,4,medium,alns_pinn,direct,3,S15_P8_seed4_medium,not_milp,not_milp,False,not_milp,120,120,0.0,22,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.368372,99.650193,741.164939,0.0,0.0,42.440556,1.0,1.0,15,1.0,0,0.003822,1551.1346404972905,0.0,54.68183074693631
S,1,15,8,1,2,4,medium,alns_pinn_full,direct,3,S15_P8_seed4_medium,not_milp,not_milp,False,not_milp,120,120,0.0,22,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,61.0,13.0,19.0,2.0,81.0,15.0,240.0,3.0,point_local,0.0,42.440556,210.026744,20.0,23.0,10.0,13.0,14.0,34.0,20.0,10.0,16.0,217.368372,99.650193,741.164939,0.0,0.0,42.440556,1.0,1.0,15,1.0,0,0.023074,1551.1346404972905,0.0,54.68183074693631
S,1,15,8,1,2,5,medium,milp_highs,direct,3,S15_P8_seed5_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,120,120,0.0,31,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.981469,71.805303,770.488721,0.0,0.0,75.159904,0.333333,0.333333,15,1.0,0,0.094763,149.1704127294747,0.018868939317331516,0.0
S,1,15,8,1,2,5,medium,alns_pinn,direct,3,S15_P8_seed5_medium,not_milp,not_milp,False,not_milp,120,120,0.0,31,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.738695,111.380468,770.488721,0.0,0.0,59.533823,1.0,1.0,15,1.0,0,0.004364,1609.453543259886,0.0,45.11188221817152
S,1,15,8,1,2,5,medium,alns_pinn_full,direct,3,S15_P8_seed5_medium,not_milp,not_milp,False,not_milp,120,120,0.0,31,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,57.0,9.0,23.0,3.0,81.0,15.0,240.0,2.0,point_local,0.0,59.533823,206.995112,10.0,16.0,23.0,12.0,19.0,29.0,23.0,13.0,15.0,214.738695,111.380468,770.488721,0.0,0.0,59.533823,1.0,1.0,15,1.0,0,0.023877,1609.453543259886,0.0,45.11188221817152
S,1,15,8,1,2,6,medium,milp_highs,direct,3,S15_P8_seed6_medium,optimal,compact_makespan_energy_reference,False,post_hoc_schedule_evaluator,120,120,0.0,33,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.224192,76.179105,698.350944,0.0,0.0,72.558121,0.333333,0.333333,15,1.0,0,0.259913,140.8711656559353,0.017077257538152164,0.0
