experiment,size,seed,uncertainty,method,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime
E3_uncertainty_robustness,M,4,medium,alns_point,100.140679,760.279165,2741.489807,0.0,0.0,52894.876075,0.916667,0,0.037246
E3_uncertainty_robustness,M,4,medium,uq_alns,100.140679,760.279165,2741.489807,0.0,0.0,52894.876075,0.916667,0,0.044717
E3_uncertainty_robustness,M,4,medium,uq_rv_alns,98.45586,790.305696,2741.489807,0.0,0.0,52739.019434,1.0,0,0.006135
E3_uncertainty_robustness,M,4,high,alns_point,100.140679,760.279165,2741.489807,0.0,0.0,52894.876075,0.916667,0,0.045667
E3_uncertainty_robustness,M,4,high,uq_alns,100.140679,760.279165,2741.489807,0.0,0.0,52894.876075,0.916667,0,0.044362
E3_uncertainty_robustness,M,4,high,uq_rv_alns,98.45586,790.305696,2741.489807,0.0,0.0,52739.019434,1.0,0,0.006201
E3_uncertainty_robustness,M,5,low,alns_point,93.440744,754.251128,2625.020899,0.0,0.0,38368.19332,0.833333,0,0.038646
E3_uncertainty_robustness,M,5,low,uq_alns,93.440744,754.251128,2625.020899,0.0,0.0,38368.19332,0.833333,0,0.03813
E3_uncertainty_robustness,M,5,low,uq_rv_alns,93.026073,703.877551,2625.020899,0.0,0.0,38171.406836,0.916667,0,0.010449
E3_uncertainty_robustness,M,5,medium,alns_point,93.440744,754.251128,2625.020899,0.0,0.0,38368.19332,0.833333,0,0.039834
E3_uncertainty_robustness,M,5,medium,uq_alns,93.440744,754.251128,2625.020899,0.0,0.0,38368.19332,0.833333,0,0.039244
E3_uncertainty_robustness,M,5,medium,uq_rv_alns,93.026073,703.877551,2625.020899,0.0,0.0,38171.406836,0.916667,0,0.005257
E3_uncertainty_robustness,M,5,high,alns_point,93.440744,754.251128,2625.020899,0.0,0.0,38368.19332,0.833333,0,0.041068
E3_uncertainty_robustness,M,5,high,uq_alns,93.440744,754.251128,2625.020899,0.0,0.0,38368.19332,0.833333,0,0.038706
E3_uncertainty_robustness,M,5,high,uq_rv_alns,93.026073,703.877551,2625.020899,0.0,0.0,38171.406836,0.916667,0,0.004804
E3_uncertainty_robustness,M,6,low,alns_point,96.571009,732.598836,2877.676744,0.0,0.0,44038.810103,0.833333,0,0.038375
E3_uncertainty_robustness,M,6,low,uq_alns,96.571009,732.598836,2877.676744,0.0,0.0,44038.810103,0.833333,0,0.034287
E3_uncertainty_robustness,M,6,low,uq_rv_alns,97.492565,749.194622,2877.676744,0.0,0.0,43958.266308,0.833333,0,0.004797
E3_uncertainty_robustness,M,6,medium,alns_point,96.571009,732.598836,2877.676744,0.0,0.0,44038.810103,0.833333,0,0.037052
E3_uncertainty_robustness,M,6,medium,uq_alns,96.571009,732.598836,2877.676744,0.0,0.0,44038.810103,0.833333,0,0.032023
E3_uncertainty_robustness,M,6,medium,uq_rv_alns,97.492565,749.194622,2877.676744,0.0,0.0,43958.266308,0.833333,0,0.004678
E3_uncertainty_robustness,M,6,high,alns_point,96.571009,732.598836,2877.676744,0.0,0.0,44038.810103,0.833333,0,0.034881
E3_uncertainty_robustness,M,6,high,uq_alns,96.571009,732.598836,2877.676744,0.0,0.0,44038.810103,0.833333,0,0.035112
E3_uncertainty_robustness,M,6,high,uq_rv_alns,97.492565,749.194622,2877.676744,0.0,0.0,43958.266308,0.833333,0,0.006601
E3_uncertainty_robustness,M,7,low,alns_point,96.130382,728.683031,3017.001241,0.0,0.0,39147.907072,0.916667,0,0.035237
E3_uncertainty_robustness,M,7,low,uq_alns,95.772067,709.996792,3017.001241,0.0,0.0,39150.912948,0.916667,0,0.035916
E3_uncertainty_robustness,M,7,low,uq_rv_alns,97.353921,738.684543,3017.001241,0.0,0.0,39138.798799,0.916667,0,0.005983
E3_uncertainty_robustness,M,7,medium,alns_point,96.130382,728.683031,3017.001241,0.0,0.0,39147.907072,0.916667,0,0.03602
E3_uncertainty_robustness,M,7,medium,uq_alns,95.772067,709.996792,3017.001241,0.0,0.0,39150.912948,0.916667,0,0.035455
