case_id,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,iterations,scenario_id,objective_value,solver_runtime,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
dallas_fort_worth_public_full,2,alns_pinn_full,alns_full,60,30,3,6,80,dallas_fort_worth_public_full_seed2,2505.3349529039997,0.074449,113.769177,1318.700643,3807.500352,0.1,0.1,172877.519265,0.866667,638.6855,67.0,25.0,13.0,9.0
dallas_fort_worth_public_full,3,greedy_nearest,greedy_nearest,60,30,3,6,0,dallas_fort_worth_public_full_seed3,2060.550321624,0.001801,117.30994,1227.602285,3805.647912,0.116667,0.116667,178676.217886,0.0,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,3,ga,ga,60,30,3,6,50,dallas_fort_worth_public_full_seed3,2924.7700039839992,0.044136,107.217696,1407.422354,3805.233609,0.116667,0.116667,189611.61552,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,3,aco,aco,60,30,3,6,50,dallas_fort_worth_public_full_seed3,2913.690569984,0.072591,106.572565,1343.852061,3805.233609,0.116667,0.116667,188896.655467,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,3,alns_fixed,alns_fixed,60,30,3,6,80,dallas_fort_worth_public_full_seed3,2051.304247624,0.060155,116.469515,1343.277917,3805.647912,0.116667,0.116667,181359.039352,0.0,638.6855,73.0,14.0,7.0,14.0
dallas_fort_worth_public_full,3,alns_pinn,alns_point,60,30,3,6,80,dallas_fort_worth_public_full_seed3,2936.3822179840004,0.02007,106.944706,1314.511368,3805.233609,0.116667,0.116667,190267.204335,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,3,alns_pinn_uq,uq_alns,60,30,3,6,80,dallas_fort_worth_public_full_seed3,2943.5486019040004,0.01981,108.085928,1286.239045,3807.500352,0.1,0.1,190729.888444,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,3,alns_pinn_full,alns_full,60,30,3,6,80,dallas_fort_worth_public_full_seed3,2500.0287759039998,0.077826,113.116523,1497.940112,3807.500352,0.1,0.1,172689.513748,0.866667,638.6855,68.0,44.0,12.0,6.0
dallas_fort_worth_public_full,4,greedy_nearest,greedy_nearest,60,30,3,6,0,dallas_fort_worth_public_full_seed4,2060.550321624,0.001823,117.30994,1227.602285,3805.647912,0.116667,0.116667,178676.217886,0.0,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,4,ga,ga,60,30,3,6,50,dallas_fort_worth_public_full_seed4,2924.7700039839992,0.046703,107.217696,1407.422354,3805.233609,0.116667,0.116667,189611.61552,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,4,aco,aco,60,30,3,6,50,dallas_fort_worth_public_full_seed4,2913.690569984,0.073168,106.572565,1343.852061,3805.233609,0.116667,0.116667,188896.655467,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,4,alns_fixed,alns_fixed,60,30,3,6,80,dallas_fort_worth_public_full_seed4,2051.304247624,0.066358,116.469515,1343.277917,3805.647912,0.116667,0.116667,181359.039352,0.0,638.6855,73.0,20.0,7.0,12.0
dallas_fort_worth_public_full,4,alns_pinn,alns_point,60,30,3,6,80,dallas_fort_worth_public_full_seed4,2936.3822179840004,0.019838,106.944706,1314.511368,3805.233609,0.116667,0.116667,190267.204335,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,4,alns_pinn_uq,uq_alns,60,30,3,6,80,dallas_fort_worth_public_full_seed4,2943.5486019040004,0.020088,108.085928,1286.239045,3807.500352,0.1,0.1,190729.888444,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,4,alns_pinn_full,alns_full,60,30,3,6,80,dallas_fort_worth_public_full_seed4,2505.3349529039997,0.0807,113.769177,1318.700643,3807.500352,0.1,0.1,172877.519265,0.866667,638.6855,69.0,34.0,11.0,10.0
dallas_fort_worth_public_full,5,greedy_nearest,greedy_nearest,60,30,3,6,0,dallas_fort_worth_public_full_seed5,2060.550321624,0.001785,117.30994,1227.602285,3805.647912,0.116667,0.116667,178676.217886,0.0,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,5,ga,ga,60,30,3,6,50,dallas_fort_worth_public_full_seed5,2924.7700039839992,0.039937,107.217696,1407.422354,3805.233609,0.116667,0.116667,189611.61552,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,5,aco,aco,60,30,3,6,50,dallas_fort_worth_public_full_seed5,2913.690569984,0.06924,106.572565,1343.852061,3805.233609,0.116667,0.116667,188896.655467,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,5,alns_fixed,alns_fixed,60,30,3,6,80,dallas_fort_worth_public_full_seed5,2051.304247624,0.066157,116.469515,1343.277917,3805.647912,0.116667,0.116667,181359.039352,0.0,638.6855,75.0,16.0,5.0,11.0
dallas_fort_worth_public_full,5,alns_pinn,alns_point,60,30,3,6,80,dallas_fort_worth_public_full_seed5,2936.3822179840004,0.01781,106.944706,1314.511368,3805.233609,0.116667,0.116667,190267.204335,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,5,alns_pinn_uq,uq_alns,60,30,3,6,80,dallas_fort_worth_public_full_seed5,2943.5486019040004,0.01879,108.085928,1286.239045,3807.500352,0.1,0.1,190729.888444,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,5,alns_pinn_full,alns_full,60,30,3,6,80,dallas_fort_worth_public_full_seed5,2505.3349529039997,0.082605,113.769177,1318.700643,3807.500352,0.1,0.1,172877.519265,0.866667,638.6855,66.0,21.0,14.0,5.0
dallas_fort_worth_public_full,6,greedy_nearest,greedy_nearest,60,30,3,6,0,dallas_fort_worth_public_full_seed6,2060.550321624,0.001873,117.30994,1227.602285,3805.647912,0.116667,0.116667,178676.217886,0.0,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,6,ga,ga,60,30,3,6,50,dallas_fort_worth_public_full_seed6,2924.7700039839992,0.041908,107.217696,1407.422354,3805.233609,0.116667,0.116667,189611.61552,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,6,aco,aco,60,30,3,6,50,dallas_fort_worth_public_full_seed6,2913.690569984,0.072153,106.572565,1343.852061,3805.233609,0.116667,0.116667,188896.655467,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,6,alns_fixed,alns_fixed,60,30,3,6,80,dallas_fort_worth_public_full_seed6,2051.304247624,0.056096,116.469515,1343.277917,3805.647912,0.116667,0.116667,181359.039352,0.0,638.6855,69.0,21.0,11.0,14.0
dallas_fort_worth_public_full,6,alns_pinn,alns_point,60,30,3,6,80,dallas_fort_worth_public_full_seed6,2936.3822179840004,0.017833,106.944706,1314.511368,3805.233609,0.116667,0.116667,190267.204335,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,6,alns_pinn_uq,uq_alns,60,30,3,6,80,dallas_fort_worth_public_full_seed6,2943.5486019040004,0.018545,108.085928,1286.239045,3807.500352,0.1,0.1,190729.888444,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,6,alns_pinn_full,alns_full,60,30,3,6,80,dallas_fort_worth_public_full_seed6,2505.3349529039997,0.080072,113.769177,1318.700643,3807.500352,0.1,0.1,172877.519265,0.866667,638.6855,63.0,22.0,17.0,10.0
dallas_fort_worth_public_full,7,greedy_nearest,greedy_nearest,60,30,3,6,0,dallas_fort_worth_public_full_seed7,2060.550321624,0.001879,117.30994,1227.602285,3805.647912,0.116667,0.116667,178676.217886,0.0,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,7,ga,ga,60,30,3,6,50,dallas_fort_worth_public_full_seed7,2924.7700039839992,0.040385,107.217696,1407.422354,3805.233609,0.116667,0.116667,189611.61552,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,7,aco,aco,60,30,3,6,50,dallas_fort_worth_public_full_seed7,2913.690569984,0.070551,106.572565,1343.852061,3805.233609,0.116667,0.116667,188896.655467,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,7,alns_fixed,alns_fixed,60,30,3,6,80,dallas_fort_worth_public_full_seed7,2051.304247624,0.061224,116.469515,1343.277917,3805.647912,0.116667,0.116667,181359.039352,0.0,638.6855,74.0,19.0,6.0,14.0
dallas_fort_worth_public_full,7,alns_pinn,alns_point,60,30,3,6,80,dallas_fort_worth_public_full_seed7,2936.3822179840004,0.022779,106.944706,1314.511368,3805.233609,0.116667,0.116667,190267.204335,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,7,alns_pinn_uq,uq_alns,60,30,3,6,80,dallas_fort_worth_public_full_seed7,2943.5486019040004,0.018368,108.085928,1286.239045,3807.500352,0.1,0.1,190729.888444,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,7,alns_pinn_full,alns_full,60,30,3,6,80,dallas_fort_worth_public_full_seed7,2505.3349529039997,0.094873,113.769177,1318.700643,3807.500352,0.1,0.1,172877.519265,0.866667,638.6855,64.0,25.0,16.0,7.0
dallas_fort_worth_public_full,8,greedy_nearest,greedy_nearest,60,30,3,6,0,dallas_fort_worth_public_full_seed8,2060.550321624,0.001899,117.30994,1227.602285,3805.647912,0.116667,0.116667,178676.217886,0.0,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,8,ga,ga,60,30,3,6,50,dallas_fort_worth_public_full_seed8,2924.7700039839992,0.042994,107.217696,1407.422354,3805.233609,0.116667,0.116667,189611.61552,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,8,aco,aco,60,30,3,6,50,dallas_fort_worth_public_full_seed8,2913.690569984,0.077339,106.572565,1343.852061,3805.233609,0.116667,0.116667,188896.655467,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,8,alns_fixed,alns_fixed,60,30,3,6,80,dallas_fort_worth_public_full_seed8,2051.304247624,0.070065,116.469515,1343.277917,3805.647912,0.116667,0.116667,181359.039352,0.0,638.6855,71.0,13.0,9.0,10.0
dallas_fort_worth_public_full,8,alns_pinn,alns_point,60,30,3,6,80,dallas_fort_worth_public_full_seed8,2936.3822179840004,0.022088,106.944706,1314.511368,3805.233609,0.116667,0.116667,190267.204335,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,8,alns_pinn_uq,uq_alns,60,30,3,6,80,dallas_fort_worth_public_full_seed8,2943.5486019040004,0.022559,108.085928,1286.239045,3807.500352,0.1,0.1,190729.888444,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,8,alns_pinn_full,alns_full,60,30,3,6,80,dallas_fort_worth_public_full_seed8,2495.112053904,0.1012,113.231127,1382.998801,3807.500352,0.1,0.1,172770.144077,0.866667,638.6855,69.0,35.0,11.0,10.0
dallas_fort_worth_public_full,9,greedy_nearest,greedy_nearest,60,30,3,6,0,dallas_fort_worth_public_full_seed9,2060.550321624,0.0031,117.30994,1227.602285,3805.647912,0.116667,0.116667,178676.217886,0.0,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,9,ga,ga,60,30,3,6,50,dallas_fort_worth_public_full_seed9,2924.7700039839992,0.048597,107.217696,1407.422354,3805.233609,0.116667,0.116667,189611.61552,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,9,aco,aco,60,30,3,6,50,dallas_fort_worth_public_full_seed9,2913.690569984,0.077429,106.572565,1343.852061,3805.233609,0.116667,0.116667,188896.655467,0.866667,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,9,alns_fixed,alns_fixed,60,30,3,6,80,dallas_fort_worth_public_full_seed9,2051.304247624,0.08516,116.469515,1343.277917,3805.647912,0.116667,0.116667,181359.039352,0.0,638.6855,72.0,18.0,8.0,13.0
dallas_fort_worth_public_full,9,alns_pinn,alns_point,60,30,3,6,80,dallas_fort_worth_public_full_seed9,2936.3822179840004,0.023894,106.944706,1314.511368,3805.233609,0.116667,0.116667,190267.204335,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,9,alns_pinn_uq,uq_alns,60,30,3,6,80,dallas_fort_worth_public_full_seed9,2943.5486019040004,0.02312,108.085928,1286.239045,3807.500352,0.1,0.1,190729.888444,0.933333,638.6855,0.0,0.0,0.0,0.0
dallas_fort_worth_public_full,9,alns_pinn_full,alns_full,60,30,3,6,80,dallas_fort_worth_public_full_seed9,2505.3349529039997,0.112021,113.769177,1318.700643,3807.500352,0.1,0.1,172877.519265,0.866667,638.6855,64.0,29.0,16.0,8.0
