case_id,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,iterations,scenario_id,objective_value,solver_runtime,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
public_los_angeles_inland_full,3,alns_fixed,alns_fixed,60,30,3,6,80,public_los_angeles_inland_full_seed3,11416.242987617108,0.103018,423.163689,834.531288,2898.264739,0.0,0.0,211.175608,0.133333,0.133333,0,74.0,20.0,6.0,11.0
public_los_angeles_inland_full,3,alns_pinn,alns_point,60,30,3,6,80,public_los_angeles_inland_full_seed3,12003.592964617108,0.033608,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,3,alns_pinn_uq,uq_alns,60,30,3,6,80,public_los_angeles_inland_full_seed3,12003.592964617108,0.031812,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,3,alns_pinn_full,alns_full,60,30,3,6,80,public_los_angeles_inland_full_seed3,11986.68008561711,0.126112,430.26937,851.14674,2898.264739,0.0,0.0,142.416214,0.933333,0.933333,0,64.0,20.0,16.0,4.0
public_los_angeles_inland_full,4,greedy_nearest,greedy_nearest,60,30,3,6,0,public_los_angeles_inland_full_seed4,13044.176993617108,0.002988,461.809674,874.11622,2898.264739,0.0,0.0,231.179296,0.2,0.2,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,4,ga,ga,60,30,3,6,50,public_los_angeles_inland_full_seed4,11953.116875617106,0.063535,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,4,aco,aco,60,30,3,6,50,public_los_angeles_inland_full_seed4,11953.116875617106,0.103984,427.067658,831.203139,2898.264739,0.0,0.0,142.809177,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,4,alns_fixed,alns_fixed,60,30,3,6,80,public_los_angeles_inland_full_seed4,11416.242987617108,0.102533,423.163689,834.531288,2898.264739,0.0,0.0,211.175608,0.133333,0.133333,0,73.0,18.0,7.0,9.0
public_los_angeles_inland_full,4,alns_pinn,alns_point,60,30,3,6,80,public_los_angeles_inland_full_seed4,12003.592964617108,0.049864,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_los_angeles_inland_full,4,alns_pinn_uq,uq_alns,60,30,3,6,80,public_los_angeles_inland_full_seed4,12003.592964617108,0.047331,428.78937,839.031464,2898.264739,0.0,0.0,143.335322,0.933333,0.933333,0,0.0,0.0,0.0,0.0
