case_id,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,iterations,scenario_id,objective_value,solver_runtime,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
los_angeles_inland_public_full,4,alns_pinn_full,alns_full,60,30,3,6,80,los_angeles_inland_public_full_seed4,2271.5390930159997,0.088247,93.090665,875.773447,2898.264739,0.0,0.0,157337.593729,0.933333,0,66.0,32.0,14.0,4.0
los_angeles_inland_public_full,5,greedy_nearest,greedy_nearest,60,30,3,6,0,los_angeles_inland_public_full_seed5,1836.325452016,0.001802,91.886828,858.647962,2898.264739,0.0,0.0,164184.480305,0.133333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,5,ga,ga,60,30,3,6,50,los_angeles_inland_public_full_seed5,2283.641410016,0.040125,93.067843,837.257019,2898.264739,0.0,0.0,158086.831185,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,5,aco,aco,60,30,3,6,50,los_angeles_inland_public_full_seed5,2283.4597530160004,0.069688,93.120462,796.030454,2898.264739,0.0,0.0,158074.23348,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,5,alns_fixed,alns_fixed,60,30,3,6,80,los_angeles_inland_public_full_seed5,1825.4964690160002,0.064687,92.092046,844.1778,2898.264739,0.0,0.0,167532.086792,0.133333,0,73.0,17.0,7.0,11.0
los_angeles_inland_public_full,5,alns_pinn,alns_point,60,30,3,6,80,los_angeles_inland_public_full_seed5,2289.333584016,0.019219,92.911065,864.731578,2898.264739,0.0,0.0,158458.335975,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,5,alns_pinn_uq,uq_alns,60,30,3,6,80,los_angeles_inland_public_full_seed5,2292.0767180160005,0.025288,92.738158,858.323781,2898.264739,0.0,0.0,158542.390637,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,5,alns_pinn_full,alns_full,60,30,3,6,80,los_angeles_inland_public_full_seed5,2271.5390930159997,0.084723,93.090665,875.773447,2898.264739,0.0,0.0,157337.593729,0.933333,0,64.0,23.0,16.0,6.0
los_angeles_inland_public_full,6,greedy_nearest,greedy_nearest,60,30,3,6,0,los_angeles_inland_public_full_seed6,1836.325452016,0.001806,91.886828,858.647962,2898.264739,0.0,0.0,164184.480305,0.133333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,6,ga,ga,60,30,3,6,50,los_angeles_inland_public_full_seed6,2283.641410016,0.043304,93.067843,837.257019,2898.264739,0.0,0.0,158086.831185,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,6,aco,aco,60,30,3,6,50,los_angeles_inland_public_full_seed6,2283.4597530160004,0.082012,93.120462,796.030454,2898.264739,0.0,0.0,158074.23348,0.933333,0,0.0,0.0,0.0,0.0
los_angeles_inland_public_full,6,alns_fixed,alns_fixed,60,30,3,6,80,los_angeles_inland_public_full_seed6,1825.4964690160002,0.061242,92.092046,844.1778,2898.264739,0.0,0.0,167532.086792,0.133333,0,71.0,21.0,9.0,12.0
