case_id,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,iterations,scenario_id,objective_value,solver_runtime,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
public_bay_area_full,6,alns_pinn,alns_point,60,30,3,6,80,public_bay_area_full_seed6,8773.55945033759,0.023001,312.553435,515.447517,2520.255932,0.0,0.0,108.814764,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_bay_area_full,6,alns_pinn_uq,uq_alns,60,30,3,6,80,public_bay_area_full_seed6,8741.460011337591,0.027642,306.194875,493.751105,2520.255932,0.0,0.0,108.598676,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_bay_area_full,6,alns_pinn_full,alns_full,60,30,3,6,80,public_bay_area_full_seed6,8442.485199337589,0.136459,297.615272,452.307036,2520.255932,0.0,0.0,105.533307,1.0,1.0,0,62.0,19.0,18.0,6.0
public_bay_area_full,7,greedy_nearest,greedy_nearest,60,30,3,6,0,public_bay_area_full_seed7,8549.560731337588,0.004613,323.252792,510.155072,2520.255932,0.0,0.0,141.917247,0.4,0.4,0,0.0,0.0,0.0,0.0
public_bay_area_full,7,ga,ga,60,30,3,6,50,public_bay_area_full_seed7,8654.17455133759,0.0662,304.349957,474.633741,2520.255932,0.0,0.0,108.099737,1.0,1.0,0,0.0,0.0,0.0,0.0
public_bay_area_full,7,aco,aco,60,30,3,6,50,public_bay_area_full_seed7,8434.89060033759,0.116592,299.285345,463.503723,2520.255932,0.0,0.0,105.479344,1.0,1.0,0,0.0,0.0,0.0,0.0
public_bay_area_full,7,alns_fixed,alns_fixed,60,30,3,6,80,public_bay_area_full_seed7,8338.49066933759,0.114662,329.548812,528.871214,2520.255932,0.0,0.0,148.785481,0.2,0.2,0,75.0,31.0,5.0,14.0
public_bay_area_full,7,alns_pinn,alns_point,60,30,3,6,80,public_bay_area_full_seed7,8773.55945033759,0.040013,312.553435,515.447517,2520.255932,0.0,0.0,108.814764,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_bay_area_full,7,alns_pinn_uq,uq_alns,60,30,3,6,80,public_bay_area_full_seed7,8741.460011337591,0.03727,306.194875,493.751105,2520.255932,0.0,0.0,108.598676,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_bay_area_full,7,alns_pinn_full,alns_full,60,30,3,6,80,public_bay_area_full_seed7,8442.485199337589,0.162805,297.615272,452.307036,2520.255932,0.0,0.0,105.533307,1.0,1.0,0,60.0,21.0,20.0,2.0
public_bay_area_full,8,greedy_nearest,greedy_nearest,60,30,3,6,0,public_bay_area_full_seed8,8549.560731337588,0.004482,323.252792,510.155072,2520.255932,0.0,0.0,141.917247,0.4,0.4,0,0.0,0.0,0.0,0.0
public_bay_area_full,8,ga,ga,60,30,3,6,50,public_bay_area_full_seed8,8654.17455133759,0.080125,304.349957,474.633741,2520.255932,0.0,0.0,108.099737,1.0,1.0,0,0.0,0.0,0.0,0.0
public_bay_area_full,8,aco,aco,60,30,3,6,50,public_bay_area_full_seed8,8434.89060033759,0.136334,299.285345,463.503723,2520.255932,0.0,0.0,105.479344,1.0,1.0,0,0.0,0.0,0.0,0.0
public_bay_area_full,8,alns_fixed,alns_fixed,60,30,3,6,80,public_bay_area_full_seed8,8338.49066933759,0.122696,329.548812,528.871214,2520.255932,0.0,0.0,148.785481,0.2,0.2,0,75.0,25.0,5.0,16.0
public_bay_area_full,8,alns_pinn,alns_point,60,30,3,6,80,public_bay_area_full_seed8,8773.55945033759,0.035756,312.553435,515.447517,2520.255932,0.0,0.0,108.814764,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_bay_area_full,8,alns_pinn_uq,uq_alns,60,30,3,6,80,public_bay_area_full_seed8,8741.460011337591,0.037415,306.194875,493.751105,2520.255932,0.0,0.0,108.598676,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_bay_area_full,8,alns_pinn_full,alns_full,60,30,3,6,80,public_bay_area_full_seed8,8442.485199337589,0.148433,297.615272,452.307036,2520.255932,0.0,0.0,105.533307,1.0,1.0,0,67.0,22.0,13.0,1.0
public_bay_area_full,9,greedy_nearest,greedy_nearest,60,30,3,6,0,public_bay_area_full_seed9,8549.560731337588,0.004786,323.252792,510.155072,2520.255932,0.0,0.0,141.917247,0.4,0.4,0,0.0,0.0,0.0,0.0
public_bay_area_full,9,ga,ga,60,30,3,6,50,public_bay_area_full_seed9,8654.17455133759,0.069869,304.349957,474.633741,2520.255932,0.0,0.0,108.099737,1.0,1.0,0,0.0,0.0,0.0,0.0
public_bay_area_full,9,aco,aco,60,30,3,6,50,public_bay_area_full_seed9,8434.89060033759,0.126887,299.285345,463.503723,2520.255932,0.0,0.0,105.479344,1.0,1.0,0,0.0,0.0,0.0,0.0
public_bay_area_full,9,alns_fixed,alns_fixed,60,30,3,6,80,public_bay_area_full_seed9,8338.49066933759,0.111798,329.548812,528.871214,2520.255932,0.0,0.0,148.785481,0.2,0.2,0,75.0,16.0,5.0,8.0
public_bay_area_full,9,alns_pinn,alns_point,60,30,3,6,80,public_bay_area_full_seed9,8773.55945033759,0.031984,312.553435,515.447517,2520.255932,0.0,0.0,108.814764,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_bay_area_full,9,alns_pinn_uq,uq_alns,60,30,3,6,80,public_bay_area_full_seed9,8741.460011337591,0.03437,306.194875,493.751105,2520.255932,0.0,0.0,108.598676,0.933333,0.933333,0,0.0,0.0,0.0,0.0
public_bay_area_full,9,alns_pinn_full,alns_full,60,30,3,6,80,public_bay_area_full_seed9,8442.485199337589,0.151845,297.615272,452.307036,2520.255932,0.0,0.0,105.533307,1.0,1.0,0,61.0,22.0,19.0,6.0
