size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,scenario_id,milp_status,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
CASE,0,200,100,4,3,0,high,alns_fixed,kmeans,3,CASE200_P100_seed0_high_kmeans100,not_milp,20000,600,0.97,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.717551,5654.827349,8461.907349,0.0,0.0,335187.183408,0.18,0,0.014251,10919.257176122406,0.0,0.0
CASE,0,200,100,4,3,0,high,alns_pinn,kmeans,3,CASE200_P100_seed0_high_kmeans100,not_milp,20000,600,0.97,389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.696093,6491.334547,8461.907349,0.0,0.0,222864.604585,0.88,0,0.183597,12942.062340122395,0.0,0.0
CASE,0,200,100,4,3,0,high,alns_pinn_full,kmeans,3,CASE200_P100_seed0_high_kmeans100,not_milp,20000,600,0.97,389,80.0,17.0,0.0,17.0,81.0,200.0,2880.0,22.0,11.0,14.0,15.0,18.0,39.0,41.0,136.878578,6546.968981,8461.907349,0.0,0.0,219860.735679,0.88,0,0.406188,12867.284690122402,0.0,0.0
CASE,0,200,100,4,3,1,high,alns_fixed,kmeans,3,CASE200_P100_seed1_high_kmeans100,not_milp,20000,598,0.9701,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.963538,5304.001816,8709.585291,0.005,0.005,368937.311104,0.22,0,0.016351,10446.5583507856,0.0,0.0
CASE,0,200,100,4,3,1,high,alns_pinn,kmeans,3,CASE200_P100_seed1_high_kmeans100,not_milp,20000,598,0.9701,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.871383,6104.41019,8709.585291,0.005,0.005,232315.202173,0.94,0,0.187188,12406.094385785604,0.0,0.0
CASE,0,200,100,4,3,1,high,alns_pinn_full,kmeans,3,CASE200_P100_seed1_high_kmeans100,not_milp,20000,598,0.9701,299,80.0,13.0,0.0,6.0,81.0,200.0,2880.0,23.0,12.0,15.0,17.0,13.0,33.0,47.0,130.865577,6820.340294,8711.447608,0.0,0.0,230381.688721,0.92,0,0.456594,12304.0918355056,0.0,0.0
