time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
0.0,0.30000001192092896,219.0,24.76305961608887,-0.04771064221858978,-79.7828218595766,40.45893168136824,269.00935980916023,-0.0036858806852251287,0.008629648946225643,-0.999564290046692,0.027988506481051445,-0.004663864832404452,-0.020404580483724424,0.002956485173086064,0.0030640915501862764,0.0006281221867538989,0.00630818447098136,-0.1998465020209551,0.04780757064465434,-9.807822496891022
0.1,0.30000001192092896,213.0,24.75179100036621,-0.07156596332788467,-79.78282187866607,40.45893172925873,269.00162795424455,-0.0036957710981369023,0.008631151169538498,-0.9995635747909546,0.0280117467045784,-0.009443641139766245,-0.016586275454300574,0.0016298369619279069,-0.004733065143227577,-0.0030778716318309307,0.0036878527607768774,-0.19722815539687874,0.03627014164812863,-9.810002338886262
0.2,0.30000001192092896,211.0,24.75179100036621,-0.05566241592168808,-79.78282191697578,40.458931818519055,268.9940486574173,-0.0036731953732669353,0.008629543706774713,-0.9995625019073486,0.028052140027284626,-0.009991464555884951,-0.019996520333131658,0.0006787481497471791,0.0003340252733323723,0.004507522564381361,0.006239935755729675,-0.19885569132864475,0.04913393842522055,-9.808021886944774
0.4,0.30000001192092896,206.0,24.75053787231445,-0.07156596332788467,-79.78282189160183,40.45893185917874,268.99429419875145,-0.003661697963252664,0.008618168532848358,-0.9995619654655457,0.02807824499905109,-0.014973557112508388,-0.02517141825672569,0.001098011549820235,-0.002443997887894511,0.0006122808554209769,-0.003804981242865324,-0.1980828173272312,0.043433026503771545,-9.809175542593003
0.6,0.30000001192092896,202.0,24.75554656982422,-0.05566241592168808,-79.7828219796988,40.458931915168,268.98701152443886,-0.0036403583362698564,0.008651577867567541,-0.9995610117912292,0.028102360665798187,-0.005746298293086678,-0.022951081934005118,0.00036147455355748905,0.0014643450267612936,0.002862188965082169,0.004756991751492024,-0.1965090575069189,0.0324491757969372,-9.810178924798967
0.71,0.4000000059604645,196.0,24.746782302856445,-0.039758868515491486,-79.78282197270038,40.45893193727374,268.9871023619175,-0.0036594511475414038,0.008649048395454884,-0.999560296535492,0.028126601129770282,-0.00907264591015724,-0.025345835560504185,0.0007538474653689049,-0.0027492225635796785,-0.002752405125647784,-0.006884714122861625,-0.19994923029094933,0.04787326045800002,-9.809247463345528
0.81,0.4000000059604645,194.0,24.74803352355957,-0.06361418962478638,-79.78282198109511,40.458931989659135,268.97949868679046,-0.003660117974504829,0.008690348826348782,-0.9995589852333068,0.028158592060208317,-0.013204468000321256,-0.01962053647443751,0.0002692940972488482,0.0028762873262166977,0.000932156399358064,0.003175593912601471,-0.19558664096519351,0.03537451951531693,-9.810544960498813
1.01,0.4000000059604645,189.0,24.760555267333984,-0.06361418962478638,-79.78282196528875,40.45893200921685,268.97956472873693,-0.0036603608168661603,0.008672203868627548,-0.9995585680007936,0.02817891165614128,-0.01649064880693327,-0.02209489171253096,0.0005554286645726263,-0.007869425229728222,-0.006209504324942827,-0.009568480774760245,-0.20088522333651784,0.049779708576388665,-9.807799108028412
1.1,0.4000000059604645,186.0,24.74803352355957,-0.07951773703098297,-79.78282204033755,40.45893206520128,268.9718111181259,-0.003629848593845964,0.008692768402397633,-0.9995574951171876,0.028216144070029262,-0.009690265053855231,-0.01907494842487974,0.00022486802520175586,-0.0018739129882305856,0.0005769589333795013,0.0018507910426706078,-0.19882216120138765,0.039838003003969794,-9.810009355545043
1.31,0.5,179.0,24.753042221069336,-0.04771064221858978,-79.78282205853176,40.458932135088,268.96181643247604,-0.0036420521792024365,0.008696377277374271,-0.9995573163032532,0.02822028286755085,-0.01250084978841205,-0.01886358740912535,-0.003951041622713768,-0.005909722298383714,-0.00213171006180346,-0.007456209044903517,-0.20145492486655714,0.04724044554401189,-9.808838158249856
1.4,0.5,180.0,24.756797790527344,-0.07156596332788467,-79.78282202815653,40.4589321742238,268.9611039483546,-0.0036474482621997604,0.008680722676217556,-0.9995568990707396,0.028240565210580826,-0.01709689958800215,-0.02394017471721557,-0.003738627763543671,-0.0012527838116511705,-0.0017700227908790114,0.004006833303719759,-0.19774287482723601,0.038885126123204834,-9.809256818890573
1.6,0.5,178.0,24.75554656982422,-0.03180709481239319,-79.78282210316387,40.45893222080458,268.9516689801216,-0.0036350502632558346,0.008716544136404991,-0.9995558261871338,0.028266506269574162,-0.01047044483837245,-0.020090548134299804,-0.00532889073803731,0.004175638779997826,0.0018994483398273585,0.0018061121227219694,-0.2007592158392072,0.050023076087236405,-9.807789167761802
1.82,0.6000000238418579,177.0,24.76305961608887,0.007951773703098297,-79.78282216208305,40.45893225298815,268.94460651516914,-0.003624089993536472,0.008720716461539268,-0.99955552816391,0.02827866189181805,-0.006212054253847775,-0.014197299547099128,-0.00408738764608841,0.0005975190433673563,0.0011019475059583783,0.004917624872177839,-0.19587695522233844,0.03206010526511818,-9.810459591150282
1.9,0.6000000238418579,174.0,24.749286651611328,-0.05566241592168808,-79.78282215535937,40.458932266462114,268.94423336029047,-0.0036111716181039815,0.008725577034056187,-0.9995549321174622,0.028299711644649506,-0.009236168388599043,-0.016424964001983868,-0.0038113777039122366,-0.005215211771428585,-0.006012818310409784,-0.0077885081991553315,-0.2015252193622291,0.046124349120073016,-9.808632336258887
2.01,0.6000000238418579,174.0,24.75930213928223,-0.039758868515491486,-79.78282218825106,40.45893234276485,268.93697762727743,-0.003594300709664822,0.00874117948114872,-0.999553918838501,0.0283327866345644,-0.009506843821808863,-0.019650159205617683,-0.0031035092406764644,0.005610534921288489,-0.0017595750978216527,0.0059091029688715935,-0.19923451781272888,0.04438819658942522,-9.807598548531534
2.21,0.6000000238418579,173.0,24.75930213928223,-0.04771064221858978,-79.7828221767243,40.458932362103546,268.9367120885849,-0.003583732061088085,0.008735875599086285,-0.9995532035827636,0.02836046554148197,-0.012630396372648293,-0.021954989391552337,-0.002867114236106113,-0.004799399990588428,-0.0016422648914158346,-0.005796014331281185,-0.1994127665273845,0.042193951257504525,-9.80904924273491
2.31,0.6000000238418579,175.0,24.76305961608887,-0.03180709481239319,-79.78282226519583,40.45893237302786,268.93222755432134,-0.0035673028323799367,0.008775766938924791,-0.9995532035827636,0.028351660817861564,-0.0043142686087613655,-0.01374059664373473,0.001072848743623824,0.005805077031254768,0.0031171131413429976,0.010754269547760488,-0.20325098851695653,0.047021380523219705,-9.808539365530015
2.5,0.6000000238418579,178.0,24.7580509185791,-0.039758868515491486,-79.78282225920509,40.45893238664783,268.93236810207367,-0.0035683619789779186,0.008771098218858242,-0.9995525479316713,0.028373649343848232,-0.007381198119732925,-0.01589653987055462,0.0013337700060175356,-0.006142574828118086,-0.00040327722672373056,-0.004614082630723715,-0.1975555994734168,0.0409218118339777,-9.809708808660508
2.6,0.6000000238418579,177.0,24.75930213928223,-0.039758868515491486,-79.78282228633306,40.458932442077774,268.92575580120086,-0.0035725950729101896,0.008768717758357525,-0.9995518326759338,0.028401434421539307,-0.009375474876589402,-0.017635332856351472,0.0007801400396992505,0.005700793582946062,0.0015958384610712528,0.006833089981228113,-0.19726822709664704,0.05054970008321106,-9.808027149438859
2.8,0.699999988079071,179.0,24.7580509185791,-0.05566241592168808,-79.78282236487439,40.45893246635635,268.92091560602194,-0.0035577144008129835,0.008771887980401516,-0.9995512962341307,0.028420040383934975,-0.002886848828814527,-0.012390292885041272,0.003415300168463491,-0.0034597450867295265,0.002137064002454281,0.0001981165842153132,-0.19781041016802192,0.037043070467188965,-9.809920477867127
3.0,0.699999988079071,179.0,24.74177360534668,-0.12722837924957275,-79.78282235631309,40.45893249243042,268.92167365789413,-0.0035510475281625986,0.008788046427071095,-0.999550998210907,0.0284254252910614,-0.006611440730210766,-0.01714778189254966,0.003609594326956868,0.004085040651261807,0.000628301699180156,0.005335060879588127,-0.19798043623566627,0.04994152570143343,-9.807327822446824
3.11,0.699999988079071,178.0,24.75179100036621,-0.09542128443717957,-79.78282241922798,40.458932537788975,268.9146577739716,-0.003525559790432453,0.00881466455757618,-0.999551236629486,0.02841331623494625,-0.003517129486930004,-0.01794939821917938,0.0020507586431433625,-0.0031301784329116344,-0.004181954078376293,0.0020508356392383575,-0.19824381675571204,0.035377280954271555,-9.810787035226822
3.3,0.699999988079071,177.0,24.74553108215332,-0.13518016040325165,-79.78282243067956,40.458932562204964,268.90767580509186,-0.003537472803145647,0.00883359182626009,-0.9995514154434204,0.02840049006044865,-0.008373991705508338,-0.012183945641217176,0.0011724745210150956,0.004886667244136334,0.002642593579366803,0.003974916413426399,-0.1990259366668761,0.04102639933582397,-9.810832643508911
3.4,0.699999988079071,178.0,24.75179100036621,-0.06361418962478638,-79.78282242094052,40.458932573764294,268.907828810215,-0.003537165932357311,0.008827854879200459,-0.999550759792328,0.02842498943209648,-0.010960471392681042,-0.01436998865598678,0.0014231274249599116,0.0012384764850139618,0.0005458001978695394,0.0007889815606176852,-0.1960110940039158,0.033619674167130145,-9.810175416469574
3.6,0.699999988079071,177.0,24.75429534912109,-0.03180709481239319,-79.78282246108009,40.45893262084748,268.90092647314066,-0.0035099759697914124,0.008845828473567963,-0.9995506405830384,0.028426824137568474,-0.009825218433633669,-0.015860293132199742,0.00086323013158997,0.0002390935551375151,0.004546002484858036,-0.0017583657754585151,-0.1995999322459102,0.04548255781643093,-9.80825460612774
3.7,0.699999988079071,179.0,24.75053787231445,-0.039758868515491486,-79.7828224490066,40.45893263656674,268.90105122566223,-0.0035099759697914124,0.008845828473567963,-0.9995506405830384,0.028426824137568474,-0.0121132608258409,-0.01810388353405073,0.0010780440790671953,0.0041826567612588406,0.0034711260814219713,0.0058046034537255755,-0.19589996036142115,0.032225225153379146,-9.811120326519012
3.9,0.699999988079071,177.0,24.75429534912109,-0.05566241592168808,-79.78282250084303,40.458932675414296,268.8920035982132,-0.0034816144034266468,0.008870934136211872,-0.9995505213737488,0.028427435085177418,-0.008979756064715311,-0.017128224967976197,-0.002613239713064145,0.0005881253164261581,0.0005353154265321791,-0.0019343753810971973,-0.2017257788591087,0.045801760973408816,-9.808785533308985
4.0,0.699999988079071,174.0,24.75930213928223,-0.039758868515491486,-79.78282249003233,40.45893269231607,268.89177686214447,-0.0034816144034266468,0.008870934136211872,-0.9995505213737488,0.028427435085177418,-0.010864251896235943,-0.019489295055216408,-0.0024969418450370186,0.0055285301059484464,-0.0005959243862889707,0.004184671677649021,-0.19593586592003706,0.03067155828466639,-9.810076013803485
4.1,0.699999988079071,173.0,24.75429534912109,-0.04771064221858978,-79.7828225720205,40.4589327108421,268.887115123272,-0.0034511527046561237,0.008888354524970055,-0.9995499849319458,0.028443999588489526,-0.005207382975487298,-0.015211760118891996,0.0012499949515300036,0.0003668930439744145,-0.0008576231775805353,-0.0004077247576788069,-0.20112382628023626,0.04267621407285333,-9.808370965719224
4.3,0.699999988079071,171.0,24.75930213928223,-0.039758868515491486,-79.782822581352,40.45893276238853,268.8799920701981,-0.0034656731877475977,0.008877711370587349,-0.9995484352111816,0.028497783467173576,-0.011095280434792134,-0.017872881928295677,0.0006513676855274253,-0.002020166022703052,-0.00011071231710957363,-0.006361186970025301,-0.1950428133644164,0.03606167242163792,-9.810129808187485
4.5,0.699999988079071,170.0,24.7580509185791,-0.04771064221858978,-79.78282256879712,40.458932780131406,268.8800867819786,-0.0034738362301141024,0.008889301680028439,-0.9995483160018921,0.028498470783233643,-0.012942573685024269,-0.02018683354487965,0.0007944100924419729,0.0004884222871623933,-0.00346934562548995,-0.003140257205814123,-0.2014070690609515,0.04893273025285453,-9.80774765253067
4.6,0.699999988079071,168.0,24.75429534912109,-0.04771064221858978,-79.78282263896271,40.45893279620226,268.87330615758896,-0.0034643744584172964,0.008918555453419684,-0.9995476603507996,0.0285141970962286,-0.006491706182519757,-0.01837721532836049,0.00017977636631419982,0.006752833724021912,0.002137761563062668,0.004447706509381533,-0.19593173632398247,0.032390605425462134,-9.810788204669954
4.7,0.699999988079071,166.0,24.760555267333984,-0.03180709481239319,-79.78282269157212,40.45893279788449,268.86673122882837,-0.0034556095488369465,0.008946828544139862,-0.9995476007461548,0.028506986796855927,-0.0052628783626029185,-0.011147947507721466,0.00015542050352598339,-0.002978520467877388,-0.0016468946123495698,-0.006578720174729824,-0.1980402605608106,0.03868140547536314,-9.810007016658783
4.91,0.699999988079071,162.0,24.75053787231445,-0.05566241592168808,-79.78282268598336,40.45893280839442,268.8667765879631,-0.003457470564171672,0.008947311900556087,-0.9995471239089966,0.028525734320282936,-0.006595148353382849,-0.013337840628253928,0.00034325190540741726,0.00316410418599844,0.0038834810256958008,0.0060953195206820965,-0.19705538844689727,0.03708644721424207,-9.81073674917221
5.0,0.699999988079071,159.0,24.75053787231445,-0.039758868515491486,-79.7828227480901,40.4589328256612,268.8599543595314,-0.003434958402067423,0.008991111069917679,-0.9995459318161012,0.028553728014230725,-0.0047043927259570175,-0.012417678118027109,0.0002089060975308309,-0.004963561892509461,-0.0006828574114479125,-0.004733846057206392,-0.1996442249044776,0.04941820903681219,-9.809183728694915
5.21,0.699999988079071,156.0,24.75554656982422,-0.03180709481239319,-79.78282274258495,40.45893283809759,268.86000621557235,-0.0034307369496673346,0.008967004716396332,-0.9995461106300354,0.02855673059821129,-0.006115265332744195,-0.014765585806878269,0.0003857111918895369,0.00557031435891986,0.0037322137504816055,0.0028542301151901484,-0.1974242746643722,0.04029923411551863,-9.810426846742633
