time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
0.0,1.600000023841858,189.0,24.10698509216309,-0.17493902146816254,-79.78282047667714,40.459065655947754,268.27649290561675,-0.008032428100705147,-0.0012847596080973744,-0.9964917898178101,0.08329463005065918,-0.04569909960083463,-0.013366895596719377,0.015641898642963666,-0.004710231442004442,0.00045566650805994885,-0.010700459592044352,0.0017713437468046323,0.09034993372857572,-9.809756171107294
0.2,1.7999999523162842,183.0,24.113245010375977,-0.198794350028038,-79.78282040029,40.459065659964935,268.2807771682739,-0.007968702353537083,-0.0012420492712408304,-0.9964898824691772,0.083324134349823,-0.03003975905221102,-0.006689938481442557,0.017144022952514056,0.005298756062984466,0.002322736894711852,0.008092937991023064,0.00444545390753774,0.0937125852238387,-9.809950298666958
0.3,1.7999999523162842,179.0,24.11199188232422,-0.22264966368675232,-79.78282031851809,40.45906568468581,268.2840824842453,-0.008005554787814617,-0.0012677046470344069,-0.9964894652366638,0.08332482725381851,-0.041580720305495936,-0.008965702603168063,0.017048177652861592,0.0028074802830815315,0.0012059808941558006,-0.0011905207065865395,-0.002389722633379279,0.10274051260203124,-9.808079774379733
0.5,1.8999999761581416,179.0,24.104480743408203,-0.21469789743423465,-79.78282020483154,40.45906572714206,268.2880808830261,-0.007974771782755852,-0.001269798376597464,-0.9964881539344788,0.08334338665008545,-0.03790827811151811,-0.01071599064315788,0.01792376572625944,0.004095022566616535,-0.0007322562742047013,0.005031822249293327,0.0016346293923561461,0.08940178030170501,-9.809348620176317
0.6,1.8999999761581416,178.0,24.117000579833984,-0.1908425688743592,-79.7828200407118,40.45906577458757,268.2931805372238,-0.007939528673887253,-0.0012857080437242985,-0.9964888095855712,0.083339624106884,-0.036782250151760135,-0.010048430994256678,0.018386457338472183,0.0059407246299088,0.004110700450837612,0.007086875848472118,-0.0035165937227429824,0.11372378543950618,-9.806753041148186
0.81,1.8999999761581416,181.0,24.105731964111328,-0.21469789743423465,-79.78281999569187,40.459065789953385,268.2949556827545,-0.007960338145494461,-0.001318474882282317,-0.9964871406555176,0.0833565816283226,-0.04363291845118606,-0.010920561256448148,0.018420070017148325,-0.006658333353698254,-0.001657704240642488,-0.004140266217291354,-0.0021639824220619627,0.101632245965302,-9.80663083434105
0.9,1.7999999523162842,182.0,24.117000579833984,-0.17493902146816254,-79.78281986134414,40.459065851267646,268.2997806787491,-0.007946382276713848,-0.0013247376773506405,-0.9964859485626221,0.08337240666151048,-0.03818060949619309,-0.013245103478770616,0.01906226811449524,-0.002425928600132465,-0.002084905281662941,0.008093215525150299,-0.0036087073548696936,0.10542507894337176,-9.807535983324053
1.1,1.7999999523162842,180.0,24.104480743408203,-0.17493902146816254,-79.78281981613746,40.45906586981997,268.30162556171416,-0.0079583078622818,-0.0013346894411370158,-0.9964873790740968,0.08335444331169127,-0.04410885661189539,-0.014508385257057154,0.01922396691152088,-0.0037811126094311476,0.00011874893243657424,-0.007665425073355436,-0.004908497713040561,0.11539489226415756,-9.807501484751702
1.2,1.7999999523162842,179.0,24.10823631286621,-0.15108370780944824,-79.78281972104395,40.459065926708604,268.3057164669037,-0.007916413247585297,-0.0013427078956738114,-0.9964845180511476,0.08339197188615799,-0.034812003736191366,-0.016105142192864706,0.019485241433527933,-0.008326688781380653,-0.0004980618832632898,-0.008200865238904953,0.0017591909314796795,0.0893992769625038,-9.80985732793808
1.4,1.7000000476837158,180.0,24.11074066162109,-0.18289080262184146,-79.78281968131942,40.459065947291,268.3075949668884,-0.007922107353806496,-0.0013461842900142074,-0.9964849948883056,0.08338640630245209,-0.03876027388182085,-0.01777279816729979,0.019285934778743498,0.006948449183255434,0.004054764751344918,0.005860207136720419,0.0006187605401646579,0.093149653673172,-9.80882412493229
1.5,1.7000000476837158,176.0,24.11199188232422,-0.17493902146816254,-79.7828195545917,40.45906599023489,268.3110008955002,-0.007896240800619125,-0.0013516441686078904,-0.9964839220046996,0.08340087532997131,-0.036338814771966,-0.016126153471430014,0.01927159657566357,0.002983213635161519,0.004210659302771092,0.003374401247128845,-0.002428179924900178,0.10454112611711026,-9.807023767232897
1.7,1.600000023841858,174.0,24.1144962310791,-0.17493902146816254,-79.78281943787023,40.459066011135036,268.3126089096069,-0.007855957373976706,-0.001332752639427781,-0.9964826703071594,0.08342039585113525,-0.031104468618031813,-0.009297693322623977,0.01940710057214201,-0.001073808642104268,-0.0023484607227146626,0.0024497779086232185,-0.00094172691431595,0.09315493443980813,-9.808937560915947
1.81,1.5,174.0,24.105731964111328,-0.1908425688743592,-79.78281935699131,40.4590660411066,268.31635506153106,-0.007877536118030548,-0.0013406014768406749,-0.9964821934700012,0.08342308551073074,-0.04105036715549495,-0.012097086047014349,0.019276417975872984,0.0062016858719289285,0.001753722783178091,0.009740334004163742,-0.004511985114659183,0.11236842826008796,-9.805898762941359
2.0,1.399999976158142,176.0,24.10823631286621,-0.15903547406196594,-79.78281925595908,40.45906606079929,268.31776864528655,-0.00781489908695221,-0.0013227638555690644,-0.9964828491210938,0.0834219828248024,-0.03363584819814877,-0.009227421090300343,0.019553312279506286,-0.006734017748385668,0.0027888533659279338,-0.006702783517539501,-0.004415310197509826,0.11462623008526862,-9.807175210118293
2.1,1.399999976158142,177.0,24.10823631286621,-0.1908425688743592,-79.78281914835092,40.45906610176144,268.3209064722061,-0.007759381551295519,-0.001313964487053454,-0.9964820146560668,0.08343632519245148,-0.024734946381130662,-0.008371265363304039,0.019633766178878014,-0.004085109103471041,-0.003679725807160139,-0.0033617622684687376,0.0009749199273210252,0.09484478889964522,-9.809084910750393
2.3,1.399999976158142,182.0,24.10823631286621,-0.198794350028038,-79.78281911884682,40.459066113986346,268.3228129863739,-0.007765492890030146,-0.0013277127873152494,-0.9964815974235536,0.08344103395938872,-0.028730782286341083,-0.010014054649101784,0.019452149372791563,0.0033447782043367624,0.0004431330889929086,0.0011869518784806132,-0.0018048299057409167,0.10227105427533388,-9.807728356719018
2.4,1.399999976158142,182.0,24.109487533569336,-0.15108370780944824,-79.78281895315052,40.459066176033296,268.32433409690856,-0.007777541410177945,-0.001332952524535358,-0.9964808225631714,0.08344941586256027,-0.034679343156294944,-0.012107259653984558,0.016695644628298072,0.0009305604035034776,0.00024250774004030973,-0.0011683893389999864,-0.002250043129606638,0.100479120220989,-9.808428268432618
