time,wind_speed,wind_angle,battery_voltage,battery_current,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,velocity_x,velocity_y,velocity_z,angular_x,angular_y,angular_z,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z
0.0,0.8000000119209291,120.0,24.657886505126953,-0.02385532110929489,-79.78283712323746,40.45889455370553,269.7426327342987,0.01908724382519722,0.017332475632429126,0.8864302635192871,0.4621435701847077,0.001523003581422488,0.008499002712326545,-4.9931305241481925e-05,-0.00444065872579813,-0.004239974077790976,-0.0030879327096045017,0.4746903056278825,0.16841530591249468,-9.793574586510658
0.1,0.8000000119209291,121.0,24.66665077209473,-0.007951773703098297,-79.78283713265957,40.45889455080752,269.742647277832,0.019087441265583042,0.0173324104398489,0.8864292502403259,0.4621455073356629,0.0023053236415712768,0.008293910475870839,-0.000577774267189658,0.0035332674160599717,0.002530454657971859,0.0029656169936060905,0.4732052955776454,0.1744631358794868,-9.793000974655152
0.29,0.8000000119209291,119.0,24.66039085388184,0.007951773703098297,-79.78283714210417,40.458894547984656,269.7426222438812,0.019087441265583042,0.0173324104398489,0.8864292502403259,0.4621455073356629,0.001981223338337225,0.008370640290992356,-0.0008254160931090626,0.0006793295033276081,0.0010964247630909083,-0.0003947243967559189,0.4720823743566871,0.1711655986122787,-9.793170543909074
0.39,0.8000000119209291,119.0,24.66665077209473,-0.007951773703098297,-79.78283727516768,40.45889443192026,269.75674556446074,0.01907433196902275,0.017330048605799675,0.8864250779151917,0.4621541500091553,0.011780021716060336,0.013627035246281827,-0.0013915292714640247,0.005077738780528307,-0.00015535402053501454,0.008890381082892418,0.4740501451492311,0.1676796348206699,-9.792626168131829
0.6,0.699999988079071,110.0,24.664146423339844,-0.03180709481239319,-79.7828373297735,40.45889428905714,269.7692189092636,0.019082069396972656,0.017327891662716866,0.8864246010780334,0.462154746055603,0.007911526833028558,0.012279330101388023,-0.004922641485539118,-0.0049158907495439035,-0.0041794865392148495,-0.003579063806682825,0.4728165653720498,0.1773029092513025,-9.791425150036813
0.69,0.699999988079071,108.0,24.6653995513916,-0.007951773703098297,-79.7828373652203,40.45889428862183,269.76828037452697,0.019103093072772026,0.017322596162557602,0.8864336609840393,0.4621367752552033,0.00845822895330179,0.01231141899790924,-0.005900121844814896,0.0019219998503103848,0.0012613126309588554,0.0015681249788030982,0.475582773461938,0.16918092571198942,-9.792546645998957
0.89,0.5,97.0,24.664146423339844,-0.007951773703098297,-79.78283740786576,40.45889412991787,269.7823853368759,0.01909162104129792,0.017298623919487,0.8864350318908691,0.46213552355766296,0.0012753059153694198,0.012854824482309473,-0.0045285972510341185,-0.00456622801721096,-0.0006056231795810162,-0.005185334943234921,0.4718860540911555,0.18103814715519548,-9.78980254769325
0.99,0.5,89.0,24.66915512084961,0.007951773703098297,-79.78283747956745,40.45889400162212,269.79484735679625,0.019094951450824738,0.017301781103014946,0.8864352703094482,0.4621348977088928,0.005487681733814094,0.009473208003920151,-0.006820111917889832,-0.004829202778637409,-0.0034622973762452602,0.0010515579488128424,0.4715244768932462,0.17280632732436066,-9.792948934435843
1.2,0.5,69.0,24.664146423339844,-0.007951773703098297,-79.78283749289952,40.45889400093506,269.79419599723815,0.01909785345196724,0.017298692837357518,0.8864263296127319,0.4621519148349762,0.005657379567388932,0.009357139228412671,-0.007307191763281416,0.0014490463072434068,9.537044388707729e-05,-0.0017433648463338616,0.4710465035587549,0.17935497131198647,-9.79162863314152
1.3,0.4000000059604645,60.0,24.667903900146484,0.0,-79.78283756536578,40.45889385837764,269.80867646884917,0.019110351800918586,0.017313480377197266,0.8864282369613647,0.4621472358703613,0.004677224401706151,0.00980500178209303,-0.004479134803219934,-0.0071777766570448875,-0.0015747264260426164,-0.006810008082538843,0.4714877490699291,0.17915344337001446,-9.791830362081528
