stress_case,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,battery_capacity,reserve_ratio,quantile_z,wind_speed,temperature,objective_value,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,solver_runtime,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
tight_battery,0,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5853.6471870368,248.056975,755.274337,10620.450163,0.466667,0.466667,191566.798498,0.277778,0.277778,2748.4295,0.106837,125.0,19.0,15.0,14.0
tight_battery,0,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5759.004280076801,245.927738,755.274337,10598.143939,0.72,0.72,187964.311532,0.277778,0.277778,2371.4732,0.090568,125.0,22.0,15.0,18.0
tight_battery,1,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,7015.5901157056,239.256125,898.699599,10250.103544,0.426667,0.426667,129771.69955,0.611111,0.388889,2422.7936,0.111393,106.0,23.0,34.0,14.0
tight_battery,1,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,7015.5901157056,239.256125,898.699599,10250.103544,0.426667,0.426667,129771.69955,0.611111,0.388889,2422.7936,0.097219,120.0,20.0,20.0,13.0
tight_battery,1,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,7015.5901157056,239.256125,898.699599,10250.103544,0.426667,0.426667,129771.69955,0.611111,0.388889,2422.7936,0.097818,119.0,20.0,21.0,15.0
tight_battery,1,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6853.517605905601,235.929195,809.540296,10221.26201,0.76,0.76,127774.3558,0.611111,0.277778,2170.6174,0.098731,106.0,16.0,34.0,12.0
tight_battery,1,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5870.669113705601,248.276414,759.826962,10250.103544,0.426667,0.426667,176985.408183,0.277778,0.277778,2422.7936,0.100861,125.0,30.0,15.0,21.0
tight_battery,1,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5737.8968823056,245.063177,730.932549,10225.826541,0.76,0.76,172559.848638,0.277778,0.277778,2170.6174,0.093386,126.0,28.0,14.0,16.0
tight_battery,2,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6740.7862404072,244.736493,873.043905,10036.020598,0.426667,0.426667,117689.566398,0.722222,0.611111,2284.9221,0.119907,115.0,17.0,25.0,10.0
tight_battery,2,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6740.7862404072,244.736493,873.043905,10036.020598,0.426667,0.426667,117689.566398,0.722222,0.611111,2284.9221,0.105787,124.0,15.0,16.0,14.0
tight_battery,2,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6740.7862404072,244.736493,873.043905,10036.020598,0.426667,0.426667,117689.566398,0.722222,0.611111,2284.9221,0.110192,123.0,11.0,17.0,11.0
tight_battery,2,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6620.449488847199,233.622179,820.264908,10010.695299,0.72,0.72,115627.907936,0.722222,0.333333,1998.7445,0.111567,114.0,17.0,26.0,6.0
tight_battery,2,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5739.251107407199,236.466134,876.410615,10036.020598,0.426667,0.426667,167500.035169,0.277778,0.277778,2284.9221,0.09978,128.0,11.0,12.0,10.0
tight_battery,2,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,5631.397351527201,234.139938,889.680709,10017.731776,0.72,0.72,163969.330456,0.277778,0.277778,2018.2694,0.088673,130.0,17.0,10.0,11.0
tight_battery,3,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,6572.463732811199,241.737203,824.712758,9957.150145,0.453333,0.453333,149118.468972,0.722222,0.722222,2468.0595,0.105689,118.0,22.0,22.0,19.0
