stress_case,seed,method,solver_method,tower_count,stop_count,vehicle_count,uav_count,battery_capacity,reserve_ratio,quantile_z,wind_speed,temperature,objective_value,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,solver_runtime,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates
sparse_high_wind,8,alns_pinn_full,alns_full,75,18,3,6,125.0,0.2,1.96,12.0,34.0,18941.581911879908,569.60907,523.464839,15858.846419,0.546667,0.546667,156.331169,0.611111,0.5,2835.3611,0.131302,105.0,15.0,35.0,13.0
sparse_high_wind,8,no_energy_repair,alns_full_no_energy_repair,75,18,3,6,125.0,0.2,1.96,12.0,34.0,18941.581911879908,569.60907,523.464839,15858.846419,0.546667,0.546667,156.331169,0.611111,0.5,2835.3611,0.14079,124.0,22.0,16.0,21.0
sparse_high_wind,8,no_sync_repair,alns_full_no_sync_repair,75,18,3,6,125.0,0.2,1.96,12.0,34.0,18941.581911879908,569.60907,523.464839,15858.846419,0.546667,0.546667,156.331169,0.611111,0.5,2835.3611,0.137354,123.0,11.0,17.0,11.0
sparse_high_wind,8,no_uq,alns_full_no_uq,75,18,3,6,125.0,0.2,1.96,12.0,34.0,19803.50492731991,620.115091,571.837531,15842.690186,0.706667,0.706667,148.926008,0.666667,0.333333,2556.3669,0.160221,108.0,18.0,32.0,14.0
sparse_high_wind,8,no_risk_value,alns_full_no_risk_value,75,18,3,6,125.0,0.2,1.96,12.0,34.0,16761.077811879917,517.970162,427.089148,15858.846419,0.546667,0.546667,203.195467,0.333333,0.333333,2835.3611,0.139282,130.0,22.0,10.0,18.0
sparse_high_wind,8,alns_fixed,alns_fixed,75,18,3,6,125.0,0.2,1.96,12.0,34.0,16735.58108151991,507.412769,427.089148,15853.404383,0.706667,0.706667,201.723108,0.333333,0.333333,2556.3669,0.11001,130.0,22.0,10.0,18.0
sparse_high_wind,9,alns_pinn_full,alns_full,75,18,3,6,125.0,0.2,1.96,12.0,34.0,20328.069817558102,609.58345,480.233219,16241.493564,0.546667,0.546667,171.817854,0.611111,0.388889,2842.8024,0.127749,110.0,13.0,30.0,13.0
sparse_high_wind,9,no_energy_repair,alns_full_no_energy_repair,75,18,3,6,125.0,0.2,1.96,12.0,34.0,20328.069817558102,609.58345,480.233219,16241.493564,0.546667,0.546667,171.817854,0.611111,0.388889,2842.8024,0.126396,122.0,17.0,18.0,17.0
sparse_high_wind,9,no_sync_repair,alns_full_no_sync_repair,75,18,3,6,125.0,0.2,1.96,12.0,34.0,20328.069817558102,609.58345,480.233219,16241.493564,0.546667,0.546667,171.817854,0.611111,0.388889,2842.8024,0.127245,122.0,17.0,18.0,17.0
sparse_high_wind,9,no_uq,alns_full_no_uq,75,18,3,6,125.0,0.2,1.96,12.0,34.0,20236.481101958103,614.823739,543.19842,16217.907681,0.786667,0.786667,167.367188,0.555556,0.333333,2615.6797,0.133975,114.0,31.0,26.0,15.0
sparse_high_wind,9,no_risk_value,alns_full_no_risk_value,75,18,3,6,125.0,0.2,1.96,12.0,34.0,15299.676574558098,503.286628,385.705471,16241.493564,0.546667,0.546667,186.163865,0.333333,0.333333,2842.8024,0.121637,127.0,18.0,13.0,12.0
sparse_high_wind,9,alns_fixed,alns_fixed,75,18,3,6,125.0,0.2,1.96,12.0,34.0,14984.7011294381,491.458478,353.975873,16264.772846,0.786667,0.786667,182.380339,0.333333,0.333333,2615.6797,0.101808,126.0,17.0,14.0,16.0
tight_battery,0,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18401.393351604707,552.079805,727.709182,10620.450163,0.466667,0.466667,147.898423,0.833333,0.611111,2748.4295,0.14981,112.0,15.0,28.0,12.0
tight_battery,0,no_energy_repair,alns_full_no_energy_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18401.393351604707,552.079805,727.709182,10620.450163,0.466667,0.466667,147.898423,0.833333,0.611111,2748.4295,0.151378,124.0,19.0,16.0,15.0
tight_battery,0,no_sync_repair,alns_full_no_sync_repair,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18401.393351604707,552.079805,727.709182,10620.450163,0.466667,0.466667,147.898423,0.833333,0.611111,2748.4295,0.185748,126.0,18.0,14.0,18.0
tight_battery,0,no_uq,alns_full_no_uq,75,24,3,6,108.0,0.22,1.96,9.5,32.0,18805.277333644714,534.227942,679.832235,10598.143939,0.72,0.72,148.965887,0.833333,0.333333,2371.4732,0.168197,108.0,22.0,32.0,12.0
tight_battery,0,no_risk_value,alns_full_no_risk_value,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16731.72662360471,479.897988,612.059618,10620.450163,0.466667,0.466667,221.760552,0.277778,0.277778,2748.4295,0.159986,125.0,25.0,15.0,17.0
tight_battery,0,alns_fixed,alns_fixed,75,24,3,6,108.0,0.22,1.96,9.5,32.0,16706.855119644715,488.708966,622.261869,10598.143939,0.72,0.72,220.363626,0.277778,0.277778,2371.4732,0.132686,123.0,25.0,17.0,20.0
tight_battery,1,alns_pinn_full,alns_full,75,24,3,6,108.0,0.22,1.96,9.5,32.0,17970.79523625796,533.187855,675.198778,10250.103544,0.426667,0.426667,157.407425,0.666667,0.388889,2422.7936,0.164867,98.0,18.0,42.0,17.0
