source,level_1,method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,alns_portfolio_candidate_count_mean,alns_portfolio_candidate_count_sd,alns_selected_portfolio_infeasible_count_mean,alns_selected_portfolio_infeasible_count_sd,alns_selected_portfolio_rwct_mean,alns_selected_portfolio_rwct_sd,alns_selected_portfolio_makespan_mean,alns_selected_portfolio_makespan_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd,baseline_method,proposed_method,metric,baseline_mean,proposed_mean,effect_abs,effect_pct,median_effect_abs,median_effect_pct,paired_diff_ci95_low,paired_diff_ci95_high,improvement_count,worsening_count,tie_count,rank_biserial_effect,p_value,lower_is_better,p_holm
P7,4,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,makespan,219.247517,214.179103,5.068414,2.311731,0.0,0.0,-0.712726,9.7724,4.0,2.0,4.0,0.619048,0.17295492,True,0.8647746
P7,5,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,makespan,217.818541,214.179103,3.639438,1.670858,0.0,0.0,-1.69182,8.903723,4.0,2.0,4.0,0.428571,0.34544753,True,1.0
P7,6,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,risk_weighted_completion_time,86.916336,53.218407,33.697929,38.770536,30.359262,34.929294,24.048066,49.961777,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,7,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,risk_weighted_completion_time,53.659571,53.218407,0.441165,0.822155,0.100547,0.187379,0.010142,1.002607,8.0,2.0,0.0,0.672727,0.06445312,True,0.19335936
P7,8,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,risk_weighted_completion_time,53.550976,53.218407,0.332569,0.621033,0.053281,0.099496,-0.22537,1.04017,6.0,4.0,0.0,0.236364,0.55664062,True,0.55664062
P7,9,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,risk_weighted_completion_time,98.732529,53.218407,45.514123,46.098407,50.673947,51.32447,23.902923,57.917621,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,10,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,risk_weighted_completion_time,54.018402,53.218407,0.799996,1.480969,0.077203,0.142921,0.0,0.152951,6.0,0.0,4.0,1.0,0.02770785,True,0.1108314
P7,11,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,risk_weighted_completion_time,53.843285,53.218407,0.624879,1.16055,0.028048,0.052092,0.0,0.174498,5.0,1.0,4.0,0.52381,0.24886387,True,0.49772774
P7,12,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,top_risk_coverage,0.214286,0.957143,0.742857,346.667133,0.714286,333.3338,0.642857,0.857143,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,13,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,top_risk_coverage,0.957143,0.957143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,False,1.0
P7,14,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,top_risk_coverage,0.942857,0.957143,0.014286,1.51515,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.31731051,False,1.0
P7,15,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,top_risk_coverage,0.228571,0.957143,0.728572,318.750438,0.714286,312.500438,0.571429,0.857143,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,16,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,top_risk_coverage,0.971429,0.957143,-0.014286,-1.470587,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-1.0,0.31731051,False,1.0
P7,17,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,top_risk_coverage,0.971429,0.957143,-0.014286,-1.470587,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-1.0,0.31731051,False,1.0
P7,18,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,19,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,20,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,21,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,22,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,23,,,,30,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,24,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,makespan,329.189428,445.924328,-116.7349,-35.461315,-116.213515,-35.302931,-143.868189,-87.791559,0.0,10.0,0.0,-1.0,0.00195312,True,0.01171872
P7,25,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,makespan,450.75162,445.924328,4.827292,1.070943,12.463987,2.765156,-9.846406,16.339183,7.0,3.0,0.0,0.454545,0.23242188,True,0.92968752
P7,26,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,makespan,447.010558,445.924328,1.08623,0.242999,1.332004,0.29798,-17.777617,21.027659,5.0,5.0,0.0,0.018182,1.0,True,1.0
P7,27,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,makespan,416.929265,445.924328,-28.995063,-6.954432,-21.855248,-5.241956,-69.331083,6.740467,3.0,7.0,0.0,-0.6,0.10546875,True,0.52734375
P7,28,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,makespan,452.607066,445.924328,6.682738,1.476499,4.067497,0.898682,-4.952939,20.135012,6.0,4.0,0.0,0.454545,0.23242188,True,0.92968752
P7,29,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,makespan,449.558189,445.924328,3.633861,0.808318,0.719175,0.159974,-4.923203,13.398695,5.0,2.0,3.0,0.428571,0.31049443,True,0.92968752
P7,30,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,risk_weighted_completion_time,153.678068,117.906843,35.771225,23.276727,33.703357,21.931143,24.825482,44.53597,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,31,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,risk_weighted_completion_time,120.900442,117.906843,2.993599,2.476086,2.956209,2.445159,-0.615377,4.607197,7.0,3.0,0.0,0.781818,0.02734375,True,0.0546875
P7,32,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,risk_weighted_completion_time,120.233838,117.906843,2.326995,1.935391,1.702853,1.416284,-1.345154,6.001567,5.0,5.0,0.0,0.418182,0.27539062,True,0.27539062
P7,33,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,risk_weighted_completion_time,197.971373,117.906843,80.06453,40.442479,74.671348,37.718255,62.732397,96.66067,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,34,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,risk_weighted_completion_time,121.243382,117.906843,3.336539,2.751935,2.739295,2.259336,0.626265,5.169854,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,35,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,risk_weighted_completion_time,121.327717,117.906843,3.420874,2.819532,3.269092,2.694431,0.027332,5.169854,8.0,0.0,2.0,1.0,0.01171869,True,0.03515607
P7,36,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,top_risk_coverage,0.266667,0.975,0.708333,265.624855,0.708333,265.62493,0.625,0.833333,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,37,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,top_risk_coverage,0.966667,0.975,0.008333,0.862065,0.0,0.0,-0.041666,0.083333,3.0,2.0,5.0,0.2,0.65472085,False,1.0
P7,38,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,top_risk_coverage,0.95,0.975,0.025,2.631568,0.0,0.0,0.0,0.083333,4.0,1.0,5.0,0.6,0.17971249,False,0.71884996
P7,39,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,top_risk_coverage,0.233333,0.975,0.741667,317.857066,0.75,321.42848,0.666667,0.833333,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,40,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,top_risk_coverage,0.958333,0.975,0.016667,1.739123,0.0,0.0,0.0,0.083333,3.0,1.0,6.0,0.5,0.31731051,False,0.95193153
P7,41,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,top_risk_coverage,0.975,0.975,0.0,0.0,0.0,0.0,-0.041666,0.041666,2.0,2.0,6.0,0.0,1.0,False,1.0
P7,42,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,infeasible_sortie_rate,0.008,0.0,0.008,100.0,0.0,0.0,0.0,0.02,3.0,0.0,7.0,1.0,0.10247043,True,0.61482258
P7,43,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,infeasible_sortie_rate,0.008,0.0,0.008,100.0,0.0,0.0,0.0,0.02,3.0,0.0,7.0,1.0,0.10247043,True,0.61482258
P7,44,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,infeasible_sortie_rate,0.008,0.0,0.008,100.0,0.0,0.0,0.0,0.02,3.0,0.0,7.0,1.0,0.10247043,True,0.61482258
P7,45,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,infeasible_sortie_rate,0.008,0.0,0.008,100.0,0.0,0.0,0.0,0.02,3.0,0.0,7.0,1.0,0.10247043,True,0.61482258
P7,46,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,infeasible_sortie_rate,0.008,0.0,0.008,100.0,0.0,0.0,0.0,0.02,3.0,0.0,7.0,1.0,0.10247043,True,0.61482258
P7,47,,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,infeasible_sortie_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,True,1.0
P7,48,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,makespan,384.991098,481.828555,-96.837457,-25.153168,-96.387458,-25.036282,-121.594645,-66.796331,0.0,10.0,0.0,-1.0,0.00195312,True,0.01171872
P7,49,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,makespan,482.148254,481.828555,0.319699,0.066307,-5.534064,-1.147793,-15.994293,24.793697,4.0,6.0,0.0,-0.090909,0.84570312,True,1.0
P7,50,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,makespan,481.96731,481.828555,0.138754,0.028789,-4.068688,-0.844183,-20.295254,19.857532,5.0,5.0,0.0,-0.018182,1.0,True,1.0
P7,51,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,makespan,464.737206,481.828555,-17.091349,-3.677637,-4.151931,-0.893393,-38.227816,10.312062,5.0,5.0,0.0,-0.345455,0.375,True,1.0
P7,52,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,makespan,477.457936,481.828555,-4.370619,-0.915394,-3.034555,-0.635565,-10.527786,0.0,1.0,5.0,4.0,-0.52381,0.24886387,True,1.0
P7,53,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,makespan,490.689823,481.828555,8.861268,1.80588,5.85834,1.193899,-3.899253,25.835981,5.0,2.0,3.0,0.5,0.23672357,True,1.0
P7,54,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,risk_weighted_completion_time,177.083202,119.641339,57.441863,32.437782,61.226577,34.575034,46.304698,65.878112,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,55,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,risk_weighted_completion_time,121.64683,119.641339,2.005491,1.648618,1.770262,1.455247,-0.921123,5.949947,7.0,3.0,0.0,0.490909,0.19335938,True,0.58007814
P7,56,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,risk_weighted_completion_time,122.008556,119.641339,2.367218,1.940206,1.43783,1.178467,-1.795912,6.236967,7.0,3.0,0.0,0.454545,0.23242188,True,0.58007814
P7,57,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,risk_weighted_completion_time,219.927155,119.641339,100.285816,45.599561,99.555617,45.267542,82.834426,116.429213,10.0,0.0,0.0,1.0,0.00195312,True,0.01171872
P7,58,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,risk_weighted_completion_time,119.962204,119.641339,0.320865,0.267472,0.011871,0.009896,0.0,2.091311,5.0,1.0,4.0,0.428571,0.34544753,True,0.58007814
P7,59,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,risk_weighted_completion_time,123.02214,119.641339,3.380801,2.748124,2.405829,1.955607,0.0,6.140575,7.0,0.0,3.0,1.0,0.01796048,True,0.07184192
P7,60,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,greedy_nearest,alns_pinn_full,top_risk_coverage,0.25,0.972222,0.722222,288.888956,0.722222,288.888916,0.666666,0.777778,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,61,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ga,alns_pinn_full,top_risk_coverage,0.972222,0.972222,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,0.0,1.0,False,1.0
P7,62,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aco,alns_pinn_full,top_risk_coverage,0.966666,0.972222,0.005556,0.574717,0.0,0.0,0.0,0.027778,2.0,1.0,7.0,0.333333,0.56370286,False,1.0
P7,63,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_fixed,alns_pinn_full,top_risk_coverage,0.25,0.972222,0.722222,288.888956,0.722222,288.888916,0.666666,0.777778,10.0,0.0,0.0,1.0,0.00195312,False,0.01171872
P7,64,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn,alns_pinn_full,top_risk_coverage,0.977778,0.972222,-0.005556,-0.568186,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-1.0,0.31731051,False,1.0
P7,65,,,,75,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alns_pinn_uq,alns_pinn_full,top_risk_coverage,0.977778,0.972222,-0.005556,-0.568186,0.0,0.0,0.0,0.0,0.0,1.0,9.0,-1.0,0.31731051,False,1.0
