method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd
alns_fixed,kmeans,CASE,200,100,high,5,1228.452152,82.137363,3860.706501,363.23523,8772.92407,329.46198,0.012,0.016808,0.012,0.016808,611.97931,18.163379,0.22,0.064807,0.22,0.064807,200.0,0.0,1.0,0.0,32.77814,73.294149,1.312924,0.183156,118004.463364,4606.611706,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,595.2,6.723095,0.97024,0.000336,348.8,34.600578,72.4,2.073644,22.4,7.797435,7.6,2.073644,16.6,6.8775,81.0,0.0,200.0,0.0,2880.0,0.0,20.4,2.607681,16.8,2.863564,15.2,3.271085,12.0,3.24037,15.6,2.880972,21.6,4.615192,20.8,5.357238,26.0,3.937004,11.6,2.50998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,CASE,200,100,high,5,1278.440356,12.106037,4019.66263,166.946768,8772.581122,329.571984,0.012,0.016808,0.012,0.016808,354.763145,23.97256,0.976,0.016733,0.964,0.029665,200.0,0.0,1.0,0.0,32.77814,73.294149,0.406858,0.063535,125558.692807,3610.944979,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,595.2,6.723095,0.97024,0.000336,348.8,34.600578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alns_pinn_full,kmeans,CASE,200,100,high,5,1278.970216,82.85417,4024.02842,420.766921,8770.287521,337.719423,0.001,0.002236,0.001,0.002236,355.080078,23.518524,0.968,0.017889,0.964,0.026077,199.6,0.547723,1.00201,0.002752,32.77814,73.294149,1.673881,0.111932,124624.75399,6917.180528,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,595.2,6.723095,0.97024,0.000336,348.8,34.600578,64.6,3.130495,24.2,6.016644,15.4,3.130495,10.6,2.880972,81.0,0.0,200.0,0.0,2880.0,0.0,18.6,4.929503,13.8,2.04939,17.4,4.560702,14.0,3.937004,16.2,3.63318,31.6,4.27785,30.6,4.560702,8.2,2.167948,9.6,0.547723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
