case_id,method,tower_count,stop_count,vehicle_count,uav_count,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd
public_dallas_fort_worth_full,aco,60,30,3,6,10,555.466734,0.0,1069.684178,0.0,3805.233609,0.0,0.116667,0.0,0.116667,0.0,155.515868,0.0,1.0,0.0,60.0,0.0,1.0,0.0,638.6855,0.0,0.071577,0.004155,14869.645267,0.0,0.0,0.0,0.0,0.0
public_dallas_fort_worth_full,alns_pinn_full,60,30,3,6,10,458.928771,68.701739,886.17284,166.750878,3706.352697,19.298347,0.108925,0.001975,0.108925,0.001975,145.559742,8.263441,0.846667,0.249543,55.1,0.994429,1.08925,0.019753,638.6855,0.0,1.797092,0.217963,12566.80777,1884.360625,47.3,6.000926,23.4,3.596294
public_dallas_fort_worth_full,ga,60,30,3,6,10,555.466734,0.0,1069.684178,0.0,3805.233609,0.0,0.116667,0.0,0.116667,0.0,155.515868,0.0,1.0,0.0,60.0,0.0,1.0,0.0,638.6855,0.0,0.042424,0.001572,14869.645267,0.0,0.0,0.0,0.0,0.0
public_dallas_fort_worth_full,greedy_nearest,60,30,3,6,10,599.581422,0.0,1277.026068,0.0,3805.647912,0.0,0.116667,0.0,0.116667,0.0,303.262491,0.0,0.066667,0.0,60.0,0.0,1.0,0.0,638.6855,0.0,0.002767,0.00052,16474.014422,0.0,0.0,0.0,0.0,0.0
public_dallas_fort_worth_full,hybrid_genetic_search,60,30,3,6,10,566.696791,0.0,1110.710035,0.0,3807.500352,0.0,0.1,0.0,0.1,0.0,156.64829,0.0,1.0,0.0,60.0,0.0,1.0,0.0,638.6855,0.0,0.135962,0.006909,15052.575197,0.0,0.0,0.0,0.0,0.0
public_dallas_fort_worth_full,simulated_annealing,60,30,3,6,10,566.696791,0.0,1110.710035,0.0,3807.500352,0.0,0.1,0.0,0.1,0.0,156.64829,0.0,1.0,0.0,60.0,0.0,1.0,0.0,638.6855,0.0,0.021232,0.001287,15052.575197,0.0,33.0,3.399346,0.0,0.0
public_dallas_fort_worth_full,tabu_search,60,30,3,6,10,566.696791,0.0,1110.710035,0.0,3807.500352,0.0,0.1,0.0,0.1,0.0,156.64829,0.0,1.0,0.0,60.0,0.0,1.0,0.0,638.6855,0.0,0.035096,0.000976,15052.575197,0.0,0.0,0.0,0.0,0.0
public_dallas_fort_worth_full,variable_neighborhood_search,60,30,3,6,10,566.696791,0.0,1110.710035,0.0,3807.500352,0.0,0.1,0.0,0.1,0.0,156.64829,0.0,1.0,0.0,60.0,0.0,1.0,0.0,638.6855,0.0,0.024663,0.002027,15052.575197,0.0,0.0,0.0,0.0,0.0
