method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd,source,sensitivity_factor,sensitivity_level
alns_pinn_full,dbscan,M,100,50.0,medium,10,687.001489,35.630444,201.426215,48.112785,33299.67009,2017.343232,0.809,0.021833,0.809,0.021833,158.817688,11.541295,0.688,0.064773,0.192,0.049171,100.0,0.0,1.0,0.0,6134.22218,374.650966,0.071415,0.013812,27835.720497,1365.288095,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,125.6,4.195235,0.581333,0.013984,12.8,2.097618,77.5,2.677063,16.1,4.771443,22.5,2.677063,14.9,3.414023,101.0,0.0,100.0,0.0,1800.0,0.0,20.9,7.992357,17.6,3.062316,21.7,6.650814,17.2,3.765339,22.6,5.891614,37.1,5.321863,40.2,5.613476,10.1,1.72884,12.6,2.366432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,direct,M,30,15.0,medium,10,251.040881,9.955117,279.323408,16.30748,1575.706422,64.896944,0.0,0.0,0.0,0.0,60.461036,12.479114,0.971429,0.060234,0.971429,0.060234,29.0,1.054093,1.035742,0.038503,0.0,0.0,0.055581,0.014189,3516.346145,227.685882,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,450.0,0.0,0.0,0.0,55.9,5.546771,75.8,3.735714,16.1,7.078135,24.2,3.735714,3.4,1.074968,101.0,0.0,30.0,0.0,500.0,0.0,21.5,5.147815,21.6,3.169297,22.8,4.962078,17.4,2.412928,16.7,4.137901,35.6,5.316641,33.5,6.059886,11.8,1.229273,19.1,3.95671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,direct,M,50,25.0,medium,10,495.780945,13.538854,633.790489,31.23861,2641.432089,95.125284,0.0,0.0,0.0,0.0,131.402052,12.889547,0.966667,0.043033,0.966667,0.043033,49.5,0.527046,1.010204,0.010756,0.0,0.0,0.146167,0.038704,11738.487507,688.789473,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0,0.0,0.0,0.0,96.5,7.245688,76.4,4.351245,17.0,7.659417,23.6,4.351245,5.7,2.057507,101.0,0.0,50.0,0.0,900.0,0.0,21.8,4.391912,20.1,3.478505,20.9,5.40473,16.3,2.907844,20.9,5.586691,34.9,5.486347,36.1,5.363457,11.5,2.635231,17.5,5.060742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,direct,M,75,35.0,medium,10,536.832637,32.682347,1039.753774,108.530256,4293.403528,172.142252,0.024181,0.010416,0.024181,0.010416,136.202483,16.226724,0.944444,0.026189,0.944444,0.026189,74.2,0.788811,1.010885,0.010785,97.70803,49.677478,0.219932,0.036166,18839.886896,1339.782821,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,2625.0,0.0,0.0,0.0,136.3,13.482911,77.8,2.097618,16.5,4.196559,22.2,2.097618,5.3,2.406011,101.0,0.0,75.0,0.0,1400.0,0.0,18.8,5.977736,21.4,4.857983,21.9,6.118279,17.6,6.113737,20.3,4.831609,38.8,4.491968,35.0,5.270463,12.4,1.646545,13.8,2.936362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,direct,M,100,50.0,medium,10,778.134878,44.067236,1645.096621,145.59356,5196.826336,197.080801,0.00201,0.004238,0.00201,0.004238,205.796721,15.534019,0.968,0.016865,0.968,0.016865,99.7,0.483046,1.00303,0.004879,7.99663,17.302429,0.361314,0.036138,37074.661568,2440.871922,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000.0,0.0,0.0,0.0,204.1,21.12634,79.3,4.137901,22.5,7.074995,20.7,4.137901,8.0,3.431877,101.0,0.0,100.0,0.0,1800.0,0.0,22.4,4.903513,19.1,4.840799,21.0,5.354126,15.9,2.558211,21.6,3.921451,36.5,5.441609,37.8,4.709329,10.2,2.20101,15.5,2.677063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,kmeans,M,30,15.0,medium,10,221.611794,20.412457,264.301066,27.324514,1348.459706,54.524708,0.0,0.0,0.0,0.0,54.098828,11.506076,0.957143,0.069006,0.957143,0.069006,29.7,0.483046,1.010345,0.016657,0.0,0.0,0.054648,0.014136,3094.830314,283.372201,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,77.0,2.494438,17.5,5.759051,23.0,2.494438,3.6,1.349897,101.0,0.0,30.0,0.0,500.0,0.0,21.6,6.275172,20.3,5.2079,20.8,6.663332,17.7,4.547282,19.6,4.857983,36.8,6.696599,33.8,7.083627,12.9,2.923088,16.5,4.377975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,kmeans,M,50,25.0,medium,10,446.845101,17.785755,589.205089,38.611417,2255.428975,83.76319,0.0,0.0,0.0,0.0,120.194977,8.780002,0.925,0.047304,0.925,0.047304,49.4,0.516398,1.012245,0.010539,0.0,0.0,0.148678,0.0329,10736.58206,358.475958,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,76.7,2.002776,19.6,6.586181,23.3,2.002776,5.0,2.788867,101.0,0.0,50.0,0.0,900.0,0.0,19.8,4.565572,18.4,3.806427,21.6,2.988868,17.8,4.184628,22.4,5.481281,36.8,4.939636,34.9,4.012481,12.3,1.702939,16.0,2.867442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,kmeans,M,75,35.0,medium,10,495.658256,36.416646,1017.397131,110.218983,3428.582402,109.959033,0.0,0.0,0.0,0.0,124.426305,15.871029,0.966666,0.028689,0.966666,0.028689,74.3,0.674949,1.009497,0.009201,0.0,0.0,0.213921,0.026364,17676.335369,1459.419132,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,78.8,2.347576,21.4,4.742245,21.2,2.347576,5.5,2.54951,101.0,0.0,75.0,0.0,1400.0,0.0,21.9,6.983313,20.5,2.798809,22.5,4.453463,15.1,3.900142,20.0,4.966555,37.8,5.652925,35.9,6.590397,10.3,1.159502,16.0,3.399346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,kmeans,M,100,50.0,medium,10,718.579177,34.117563,1592.470913,100.819907,4410.910571,138.508257,0.0,0.0,0.0,0.0,187.967782,12.521068,0.972,0.026998,0.972,0.026998,99.7,0.483046,1.00303,0.004879,0.0,0.0,0.35739,0.028556,34190.584078,1796.836739,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,77.1,3.95671,23.0,7.483315,22.9,3.95671,7.8,3.489667,101.0,0.0,100.0,0.0,1800.0,0.0,22.0,5.617433,18.2,2.740641,21.3,5.538752,16.0,3.231787,22.5,4.766783,37.4,7.662318,36.0,6.992059,12.3,2.710064,14.3,2.213594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P6,,
alns_pinn_full,dbscan,M,50,,high,10,492.384034,27.087873,204.70579,32.776722,9087.286662,383.170722,0.716857,0.035061,0.716857,0.035061,120.099837,12.096287,0.691667,0.130585,0.3,0.142725,49.8,0.421637,1.004082,0.008605,2756.12556,260.195678,0.028387,0.005727,10576.33592,724.336614,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,69.8,1.75119,0.534667,0.011675,9.9,0.875595,74.6,1.95505,14.5,2.368778,25.4,1.95505,12.0,3.299832,101.0,0.0,50.0,0.0,900.0,0.0,23.2,4.341019,18.9,4.175324,17.4,5.929212,17.3,3.772709,23.2,4.442222,37.1,5.108816,34.6,4.575296,12.2,1.398412,16.1,3.381321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,candidate_mode,dbscan
alns_pinn_full,direct,M,50,,high,10,491.815375,24.457553,629.914814,54.562643,2652.932396,88.230759,0.0,0.0,0.0,0.0,130.920135,13.916928,0.958333,0.04392,0.958333,0.04392,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.094415,0.015222,11698.917991,829.522487,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0,0.0,0.0,0.0,74.8,8.093893,75.9,3.28126,15.1,5.40473,24.1,3.28126,6.4,2.366432,101.0,0.0,50.0,0.0,900.0,0.0,21.5,5.720334,19.5,4.527693,21.3,4.44847,15.4,2.875181,22.3,5.165054,35.0,5.773503,36.4,5.440588,11.7,2.110819,16.9,2.282786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,candidate_mode,direct
alns_pinn_full,kmeans,M,50,,high,10,441.838155,14.218044,581.255752,32.299977,2266.519962,86.67505,0.0,0.0,0.0,0.0,117.289676,8.914754,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.102139,0.024609,10457.201111,392.282451,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,76.2,4.104198,17.4,4.623611,23.8,4.104198,5.8,3.489667,101.0,0.0,50.0,0.0,900.0,0.0,22.3,4.715224,19.3,3.368151,19.0,5.830952,19.2,4.467164,20.2,5.411921,37.7,4.595892,35.1,4.748099,12.0,1.763834,15.2,2.65832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,candidate_mode,kmeans
alns_pinn_full,kmeans,M,50,,high,10,441.838155,14.218044,581.255752,32.299977,2266.519962,86.67505,0.0,0.0,0.0,0.0,117.289676,8.914754,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.094588,0.01295,10457.201111,392.282451,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,76.2,4.104198,17.4,4.623611,23.8,4.104198,5.8,3.489667,101.0,0.0,50.0,0.0,900.0,0.0,22.3,4.715224,19.3,3.368151,19.0,5.830952,19.2,4.467164,20.2,5.411921,37.7,4.595892,35.1,4.748099,12.0,1.763834,15.2,2.65832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,iteration_budget,100
alns_pinn_full,kmeans,M,50,,high,10,441.838155,14.218044,581.255752,32.299977,2266.519962,86.67505,0.0,0.0,0.0,0.0,117.289676,8.914754,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.106553,0.030204,10457.201111,392.282451,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,128.0,6.036923,21.8,8.256984,32.0,6.036923,5.8,3.489667,161.0,0.0,50.0,0.0,1440.0,0.0,35.5,4.527693,31.6,6.131884,30.1,7.093816,31.8,7.814516,31.0,6.896054,62.3,5.96378,60.8,7.020605,16.2,2.740641,20.7,4.620005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,iteration_budget,160
alns_pinn_full,kmeans,M,50,,high,10,440.44443,12.922967,580.461605,32.531847,2266.519962,86.67505,0.0,0.0,0.0,0.0,117.407446,8.94836,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.084978,0.013049,10460.433712,394.311586,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,36.2,4.802777,12.4,3.238655,13.8,4.802777,5.3,2.58414,51.0,0.0,50.0,0.0,450.0,0.0,9.9,2.998148,9.2,2.394438,10.4,3.835507,9.4,2.75681,11.1,3.928528,18.9,3.510302,15.6,3.470511,6.8,2.485514,8.7,1.702939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,iteration_budget,50
alns_pinn_full,kmeans,M,50,,high,10,442.055421,18.40812,581.570398,30.126526,2261.367897,86.168522,0.0,0.0,0.0,0.0,118.341586,8.801401,0.925,0.047304,0.925,0.047304,49.6,0.516398,1.008163,0.010539,0.0,0.0,0.098541,0.018772,10544.884085,369.067088,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.0,1.414214,0.8808,0.001131,86.4,6.058969,76.1,2.378141,16.4,6.883152,23.9,2.378141,5.2,2.780887,101.0,0.0,50.0,0.0,900.0,0.0,19.8,4.417138,17.7,5.498485,21.4,3.306559,16.9,3.813718,24.2,5.996295,37.4,5.719363,34.6,4.993329,12.3,1.888562,15.7,2.983287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,quantile_z,1.28
alns_pinn_full,kmeans,M,50,,high,10,441.838155,14.218044,581.255752,32.299977,2266.519962,86.67505,0.0,0.0,0.0,0.0,117.289676,8.914754,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.106349,0.034419,10457.201111,392.282451,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,76.2,4.104198,17.4,4.623611,23.8,4.104198,5.8,3.489667,101.0,0.0,50.0,0.0,900.0,0.0,22.3,4.715224,19.3,3.368151,19.0,5.830952,19.2,4.467164,20.2,5.411921,37.7,4.595892,35.1,4.748099,12.0,1.763834,15.2,2.65832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,quantile_z,1.645
alns_pinn_full,kmeans,M,50,,high,10,442.679683,21.12161,580.49854,30.674069,2267.58275,87.213242,0.004,0.008433,0.004,0.008433,118.625762,8.777347,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,11.34873,23.926267,0.098886,0.02128,10494.259462,403.341566,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,146.4,2.951459,0.88288,0.002361,71.8,7.656515,77.8,3.359894,17.8,6.746192,22.2,3.359894,5.6,2.412928,101.0,0.0,50.0,0.0,900.0,0.0,22.5,4.377975,19.4,3.470511,18.7,5.186521,17.7,3.560587,21.7,4.98999,38.9,3.510302,34.9,3.754997,11.1,1.969207,15.1,1.37032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,quantile_z,1.96
alns_pinn_full,kmeans,M,50,,high,10,444.487524,18.189783,585.961078,36.695283,2261.556023,86.044566,0.0,0.0,0.0,0.0,117.942234,10.324965,0.933334,0.052705,0.933334,0.052705,49.6,0.516398,1.008163,0.010539,0.0,0.0,0.099698,0.013976,10523.829258,494.086519,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.8,1.398412,0.88096,0.001119,83.1,6.402257,76.8,2.149935,16.2,2.740641,23.2,2.149935,5.7,3.056868,101.0,0.0,50.0,0.0,900.0,0.0,21.5,3.979112,19.1,3.634709,19.2,5.028806,18.3,3.591657,21.9,5.724218,37.1,3.665151,35.7,3.743142,12.3,1.766981,14.9,2.601282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,reserve_ratio,0.08
alns_pinn_full,kmeans,M,50,,high,10,441.838155,14.218044,581.255752,32.299977,2266.519962,86.67505,0.0,0.0,0.0,0.0,117.289676,8.914754,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.0902,0.011379,10457.201111,392.282451,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,76.2,4.104198,17.4,4.623611,23.8,4.104198,5.8,3.489667,101.0,0.0,50.0,0.0,900.0,0.0,22.3,4.715224,19.3,3.368151,19.0,5.830952,19.2,4.467164,20.2,5.411921,37.7,4.595892,35.1,4.748099,12.0,1.763834,15.2,2.65832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,reserve_ratio,0.12
alns_pinn_full,kmeans,M,50,,high,10,442.789427,23.388959,585.585671,36.562067,2269.252286,87.106151,0.006,0.013499,0.006,0.013499,119.425895,9.175645,0.925,0.061489,0.925,0.061489,49.9,0.316228,1.002041,0.006454,16.99607,38.146205,0.092926,0.015215,10532.476962,425.980054,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,145.8,3.457681,0.88336,0.002766,68.2,6.762642,77.0,3.333333,19.6,6.669999,23.0,3.333333,5.2,2.820559,101.0,0.0,50.0,0.0,900.0,0.0,22.8,5.028806,19.0,3.771236,19.2,5.452828,16.5,3.62859,22.5,4.377975,38.7,3.020302,33.9,2.378141,12.1,3.107339,15.3,2.750757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,reserve_ratio,0.2
alns_pinn_full,kmeans,M,50,,high,10,466.690613,20.674889,603.86653,49.839342,2266.519962,86.67505,0.0,0.0,0.0,0.0,125.659614,11.129289,0.941667,0.040254,0.941667,0.040254,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.098218,0.027608,11163.036643,584.25428,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,76.2,4.104198,17.4,4.623611,23.8,4.104198,5.8,3.489667,101.0,0.0,50.0,0.0,900.0,0.0,22.3,4.715224,19.3,3.368151,19.0,5.830952,19.2,4.467164,20.2,5.411921,37.7,4.595892,35.1,4.748099,12.0,1.763834,15.2,2.65832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,uav_count,2
alns_pinn_full,kmeans,M,50,,high,10,441.838155,14.218044,581.255752,32.299977,2266.519962,86.67505,0.0,0.0,0.0,0.0,117.289676,8.914754,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.094653,0.014637,10457.201111,392.282451,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,76.2,4.104198,17.4,4.623611,23.8,4.104198,5.8,3.489667,101.0,0.0,50.0,0.0,900.0,0.0,22.3,4.715224,19.3,3.368151,19.0,5.830952,19.2,4.467164,20.2,5.411921,37.7,4.595892,35.1,4.748099,12.0,1.763834,15.2,2.65832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,uav_count,4
alns_pinn_full,kmeans,M,50,,high,10,441.838155,14.218044,581.255752,32.299977,2266.519962,86.67505,0.0,0.0,0.0,0.0,117.289676,8.914754,0.933334,0.052705,0.933334,0.052705,49.8,0.421637,1.004082,0.008605,0.0,0.0,0.096207,0.015813,10457.201111,392.282451,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.2,1.75119,0.88144,0.001401,78.8,7.345445,76.2,4.104198,17.4,4.623611,23.8,4.104198,5.8,3.489667,101.0,0.0,50.0,0.0,900.0,0.0,22.3,4.715224,19.3,3.368151,19.0,5.830952,19.2,4.467164,20.2,5.411921,37.7,4.595892,35.1,4.748099,12.0,1.763834,15.2,2.65832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0,P8,uav_count,6
