method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd
alns_pinn_full,kmeans,M,50,25,high,2,451.806081,15.005693,608.779297,25.666959,2211.658219,0.449448,0.0,0.0,0.0,0.0,127.282972,3.554927,0.916667,0.0,0.916667,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.066835,0.00023,10682.811356,9.223544,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.0,0.0,0.8816,0.0,84.0,4.242641,80.5,0.707107,21.0,9.899495,19.5,0.707107,4.5,0.707107,101.0,0.0,50.0,0.0,900.0,0.0,23.5,2.12132,22.0,4.242641,17.5,4.949747,14.5,0.707107,22.5,2.12132,41.5,4.949747,33.0,5.656854,11.0,0.0,14.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
no_adaptive,kmeans,M,50,25,high,2,448.945809,10.960659,603.266136,17.870172,2211.658219,0.449448,0.0,0.0,0.0,0.0,127.11149,3.79744,0.916667,0.0,0.916667,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.072996,0.002686,10651.76652,34.680484,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.0,0.0,0.8816,0.0,84.0,4.242641,60.0,2.828427,25.0,2.828427,40.0,2.828427,3.5,2.12132,101.0,0.0,50.0,0.0,900.0,0.0,19.0,4.242641,20.0,1.414214,17.0,4.242641,19.0,2.828427,25.0,4.242641,25.0,1.414214,24.0,1.414214,21.0,1.414214,30.0,1.414214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0
no_clustering,direct,M,50,25,high,2,490.673249,8.051917,622.485678,17.60861,2592.625713,12.719538,0.0,0.0,0.0,0.0,145.247516,8.543188,1.0,0.0,1.0,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.077022,0.000206,12191.527031,487.674231,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0,0.0,0.0,0.0,81.0,5.656854,76.5,4.949747,10.5,6.363961,23.5,4.949747,5.5,0.707107,101.0,0.0,50.0,0.0,900.0,0.0,22.0,4.242641,15.0,2.828427,22.0,4.242641,16.5,0.707107,24.5,6.363961,41.5,4.949747,32.0,5.656854,11.5,3.535534,15.0,2.828427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
no_energy_repair,kmeans,M,50,25,high,2,451.806081,15.005693,608.779297,25.666959,2211.658219,0.449448,0.0,0.0,0.0,0.0,127.282972,3.554927,0.916667,0.0,0.916667,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.075074,0.000617,10682.811356,9.223544,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.0,0.0,0.8816,0.0,84.0,4.242641,86.5,3.535534,18.5,3.535534,13.5,3.535534,4.0,0.0,101.0,0.0,50.0,0.0,900.0,0.0,20.0,0.0,23.5,4.949747,22.0,2.828427,12.0,0.0,22.5,2.12132,42.0,2.828427,37.0,0.0,0.0,0.0,21.0,2.828427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
no_pinn,kmeans,M,50,25,high,2,404.275694,19.019014,539.767183,41.305619,2210.640901,0.796211,0.02,0.0,0.02,0.0,202.914334,11.107927,0.208334,0.058925,0.208334,0.058925,50.0,0.0,1.0,0.0,0.0,0.0,0.061842,0.009011,9609.773499,297.066645,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.0,0.0,0.8816,0.0,84.0,4.242641,86.0,4.242641,18.5,0.707107,14.0,4.242641,10.5,0.707107,101.0,0.0,50.0,0.0,900.0,0.0,19.0,5.656854,24.5,0.707107,15.0,1.414214,14.5,0.707107,27.0,5.656854,30.5,6.363961,21.0,7.071068,25.0,4.242641,23.5,9.192388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
no_risk_value,kmeans,M,50,25,high,2,393.470889,35.513078,515.602038,84.136941,2211.658219,0.449448,0.0,0.0,0.0,0.0,199.358729,5.927039,0.208334,0.058925,0.208334,0.058925,50.0,0.0,1.0,0.0,0.0,0.0,0.078291,0.000876,9444.858219,547.618467,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.0,0.0,0.8816,0.0,84.0,4.242641,88.5,0.707107,21.0,2.828427,11.5,0.707107,11.0,0.0,101.0,0.0,50.0,0.0,900.0,0.0,21.5,2.12132,22.0,2.828427,15.0,1.414214,14.0,0.0,27.5,6.363961,30.0,7.071068,24.5,2.12132,26.5,6.363961,19.0,2.828427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
no_sync_repair,kmeans,M,50,25,high,2,451.806081,15.005693,608.779297,25.666959,2211.658219,0.449448,0.0,0.0,0.0,0.0,127.282972,3.554927,0.916667,0.0,0.916667,0.0,50.0,0.0,1.0,0.0,0.0,0.0,0.069827,0.000465,10682.811356,9.223544,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.0,0.0,0.8816,0.0,84.0,4.242641,78.0,4.242641,11.0,1.414214,22.0,4.242641,4.0,2.828427,101.0,0.0,50.0,0.0,900.0,0.0,22.5,2.12132,18.0,0.0,15.5,4.949747,20.5,4.949747,23.5,7.778175,45.5,9.192388,36.5,7.778175,18.0,1.414214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
no_uq,kmeans,M,50,25,high,2,471.259246,26.755038,634.979683,35.587054,2209.768523,0.437517,0.02,0.0,0.02,0.0,133.151424,0.696421,0.916667,0.0,0.875,0.058926,50.0,0.0,1.0,0.0,0.0,0.0,0.071701,0.003495,11231.882291,231.779159,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,148.0,0.0,0.8816,0.0,84.0,4.242641,79.5,2.12132,20.0,9.899495,20.5,2.12132,2.5,2.12132,101.0,0.0,50.0,0.0,900.0,0.0,24.5,2.12132,23.5,7.778175,17.5,0.707107,12.0,1.414214,22.5,6.363961,40.5,3.535534,32.5,2.12132,11.5,0.707107,15.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
