method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,service_graph_pattern_count_mean,service_graph_pattern_count_sd,service_graph_feasible_count_mean,service_graph_feasible_count_sd,selected_sortie_count_mean,selected_sortie_count_sd,missed_service_count_mean,missed_service_count_sd,duplicate_service_count_mean,duplicate_service_count_sd,objective_rwct_mean,objective_rwct_sd,objective_makespan_mean,objective_makespan_sd,objective_ground_travel_mean,objective_ground_travel_sd,objective_q95_energy_mean,objective_q95_energy_sd,objective_missed_penalty_mean,objective_missed_penalty_sd,objective_duplicate_penalty_mean,objective_duplicate_penalty_sd,objective_total_mean,objective_total_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,alns_portfolio_candidate_count_mean,alns_portfolio_candidate_count_sd,alns_selected_portfolio_infeasible_count_mean,alns_selected_portfolio_infeasible_count_sd,alns_selected_portfolio_rwct_mean,alns_selected_portfolio_rwct_sd,alns_selected_portfolio_makespan_mean,alns_selected_portfolio_makespan_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd
alns_fixed,kmeans,L,300,150,medium,2,1142.650216,74.530549,3580.624834,210.528912,12239.918834,295.232669,0.118441,0.003058,0.118441,0.003058,525.649133,47.05095,0.333333,0.056569,0.333333,0.056569,207.0,11.313708,1.451443,0.07933,0.0,0.0,3.806502,0.420049,2608.718013,140.310672,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.0,1.414214,0.980022,3.1e-05,623.5,41.7193,45879.0,2207.587371,4297.5,866.205807,207.0,11.313708,0.0,0.0,0.0,0.0,525.649133,47.05095,1142.650216,74.53055,3305.192155,194.33438,15240.196212,589.201737,0.0,0.0,0.0,0.0,2608.718013,140.310672,43.5,9.192388,19.5,2.12132,16.5,9.192388,10.5,4.949747,61.0,0.0,300.0,0.0,2869.0,82.024387,1.0,0.0,0.0,0.0,525.649133,47.05095,1142.650216,74.53055,6.5,3.535534,14.5,3.535534,18.0,1.414214,10.0,1.414214,11.0,2.828427,15.0,4.242641,14.0,0.0,11.5,3.535534,19.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_fixed,kmeans,L,500,250,medium,2,2569.089564,326.2556,8128.276249,132.08126,20839.874222,696.628383,0.204306,0.046255,0.204306,0.046255,1073.727098,113.182708,0.324,0.073539,0.324,0.073539,323.0,21.213203,1.551334,0.101885,0.0,0.0,6.544462,0.323272,5018.853059,113.634617,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1498.0,0.0,0.988016,0.0,973.0,67.882251,78556.0,1346.331311,6224.0,896.611399,323.0,21.213203,0.0,0.0,0.0,0.0,1073.727098,113.182708,2569.089564,326.2556,7503.02423,121.921163,26810.056266,1737.58322,0.0,0.0,0.0,0.0,5018.853059,113.634617,42.0,2.828427,23.0,0.0,18.0,2.828427,9.5,2.12132,61.0,0.0,500.0,0.0,4757.0,264.457936,1.0,0.0,0.0,0.0,1073.727098,113.182708,2569.089564,326.2556,7.0,0.0,17.0,2.828427,17.0,1.414214,9.0,2.828427,10.0,4.242641,19.5,10.606602,12.0,0.0,16.5,6.363961,12.0,4.242641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_fixed,kmeans,M,30,15,medium,2,175.751141,16.988242,154.79549,5.160304,1213.445418,35.302336,0.047619,0.067343,0.047619,0.067343,56.047961,5.401429,0.357143,0.101015,0.357143,0.101015,22.5,2.12132,1.339285,0.126269,0.0,0.0,0.999045,0.019932,254.503416,2.261183,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,58.5,6.363961,4703.0,299.813275,368.5,51.618795,22.5,2.12132,0.0,0.0,0.0,0.0,56.047961,5.401429,175.751142,16.988241,132.681849,4.423118,1500.370428,60.955827,0.0,0.0,0.0,0.0,254.503416,2.261183,60.5,6.363961,32.5,3.535534,39.5,6.363961,11.0,2.828427,101.0,0.0,30.0,0.0,500.0,0.0,1.0,0.0,0.0,0.0,56.047961,5.401429,175.751142,16.988241,24.5,2.12132,18.5,16.263456,10.5,2.12132,18.0,5.656854,28.5,17.67767,29.0,1.414214,22.5,2.12132,22.5,6.363961,26.0,7.071068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_fixed,kmeans,M,50,25,medium,2,288.515902,7.278524,259.505973,14.011716,2026.837731,59.517752,0.114846,0.128744,0.114846,0.128744,112.023331,16.184967,0.375,0.058926,0.375,0.058926,38.0,5.656854,1.330532,0.198069,0.0,0.0,1.754879,0.21941,445.714458,13.890946,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,150.0,0.0,0.88,0.0,103.5,4.949747,7859.5,4.949747,666.0,74.953319,38.0,5.656854,0.0,0.0,0.0,0.0,112.023331,16.184967,288.515902,7.278525,222.433692,12.010043,2537.445771,25.487218,0.0,0.0,0.0,0.0,445.714458,13.890946,58.0,12.727922,26.0,4.242641,42.0,12.727922,6.5,0.707107,101.0,0.0,50.0,0.0,900.0,0.0,1.0,0.0,0.0,0.0,112.023331,16.184967,288.515902,7.278525,19.5,7.778175,22.0,7.071068,20.0,9.899495,24.5,2.12132,14.0,7.071068,23.0,5.656854,28.5,9.192388,18.5,6.363961,30.0,8.485281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_fixed,kmeans,M,75,35,medium,2,362.285734,9.052162,546.964569,27.268509,3080.229278,369.69231,0.132525,0.002956,0.132525,0.002956,130.828297,13.176627,0.361111,0.353553,0.361111,0.353553,49.0,4.242641,1.536372,0.133026,0.0,0.0,1.081376,0.054232,638.339962,40.546974,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,225.0,0.0,0.914286,0.0,143.5,16.263456,11987.5,77.074639,948.0,263.043723,49.0,4.242641,0.0,0.0,0.0,0.0,130.828297,13.176627,362.285733,9.052161,468.826773,23.373007,3881.718412,542.504695,0.0,0.0,0.0,0.0,638.339962,40.546974,70.0,2.828427,34.5,2.12132,30.0,2.828427,8.0,2.828427,101.0,0.0,75.0,0.0,1266.0,33.941125,1.0,0.0,0.0,0.0,130.828297,13.176627,362.285733,9.052161,18.5,4.949747,17.5,12.020815,17.5,4.949747,22.5,4.949747,24.0,7.071068,26.0,2.828427,27.0,0.0,23.5,3.535534,23.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_fixed,kmeans,M,100,50,medium,2,496.009424,40.605717,783.656215,88.179651,4017.153395,61.100432,0.211118,0.020773,0.211118,0.020773,219.364633,13.469811,0.36,0.056569,0.36,0.056569,59.0,4.242641,1.699308,0.122196,0.0,0.0,1.539956,0.054656,904.966927,14.350396,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.0,1.414214,0.9402,0.000283,185.5,12.020815,15991.0,1250.164789,1116.5,140.714249,59.0,4.242641,0.0,0.0,0.0,0.0,219.364633,13.469811,496.009424,40.605717,671.705328,75.582558,5192.298764,121.408072,0.0,0.0,0.0,0.0,904.966927,14.350396,64.5,6.363961,34.5,2.12132,35.5,6.363961,10.0,2.828427,101.0,0.0,100.0,0.0,1671.5,51.618795,1.0,0.0,0.0,0.0,219.364633,13.469811,496.009424,40.605717,14.0,4.242641,23.5,2.12132,23.5,4.949747,21.5,12.020815,17.5,4.949747,28.0,14.142136,19.5,7.778175,32.0,7.071068,20.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,L,150,75,medium,2,823.450397,12.19596,1435.022303,91.762559,6153.977058,34.5228,0.126267,0.059615,0.126267,0.059615,357.303745,4.452856,0.337838,0.095555,0.337838,0.095555,101.0,8.485281,1.490408,0.125213,0.0,0.0,1.871207,0.102849,1450.376704,15.132594,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,450.0,0.0,0.96,0.0,281.5,2.12132,23687.0,195.161472,1772.0,5.656854,101.0,8.485281,0.0,0.0,0.0,0.0,357.303745,4.452856,823.450397,12.19596,1324.635972,84.703901,7959.192817,2.298446,0.0,0.0,0.0,0.0,1450.376704,15.132594,48.5,0.707107,29.0,2.828427,11.5,0.707107,10.5,4.949747,61.0,0.0,150.0,0.0,1583.5,9.192388,1.0,0.0,0.0,0.0,357.303745,4.452856,823.450397,12.19596,13.5,6.363961,8.0,1.414214,14.5,3.535534,8.5,3.535534,15.5,0.707107,14.5,4.949747,14.5,0.707107,16.5,0.707107,14.5,4.949747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,L,200,100,medium,2,910.091975,12.158998,2152.754365,57.46167,7675.46787,81.875323,0.200251,0.061132,0.200251,0.061132,390.306002,56.293636,0.32,0.141421,0.32,0.141421,118.0,4.242641,1.696012,0.060979,0.0,0.0,2.465624,0.067548,1736.835221,1.36166,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,600.0,0.0,0.97,0.0,410.0,63.63961,31865.5,341.532575,2966.0,753.775829,118.0,4.242641,0.0,0.0,0.0,0.0,390.306002,56.293636,910.091975,12.158998,1987.157875,53.041541,9657.950366,499.193434,0.0,0.0,0.0,0.0,1736.835221,1.36166,43.5,9.192388,24.0,5.656854,16.5,9.192388,7.5,3.535534,61.0,0.0,200.0,0.0,2024.5,57.275649,1.0,0.0,0.0,0.0,390.306002,56.293636,910.091975,12.158998,7.0,0.0,13.0,2.828427,16.0,7.071068,17.0,1.414214,7.0,2.828427,12.0,0.0,10.5,0.707107,19.0,2.828427,18.5,3.535534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,L,300,150,medium,2,1142.650216,74.530549,3580.624834,210.528912,12239.918834,295.232669,0.118441,0.003058,0.118441,0.003058,525.649133,47.05095,0.333333,0.056569,0.333333,0.056569,207.0,11.313708,1.451443,0.07933,0.0,0.0,3.795242,0.403917,2608.718013,140.310672,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.0,1.414214,0.980022,3.1e-05,623.5,41.7193,45879.0,2207.587371,4297.5,866.205807,207.0,11.313708,0.0,0.0,0.0,0.0,525.649133,47.05095,1142.650216,74.53055,3305.192155,194.33438,15240.196212,589.201737,0.0,0.0,0.0,0.0,2608.718013,140.310672,43.5,9.192388,19.5,2.12132,16.5,9.192388,10.5,4.949747,61.0,0.0,300.0,0.0,2869.0,82.024387,1.0,0.0,0.0,0.0,525.649133,47.05095,1142.650216,74.53055,6.5,3.535534,14.5,3.535534,18.0,1.414214,10.0,1.414214,11.0,2.828427,15.0,4.242641,14.0,0.0,11.5,3.535534,19.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,L,500,250,medium,2,2569.089564,326.2556,8128.276249,132.08126,20839.874222,696.628383,0.204306,0.046255,0.204306,0.046255,1073.727098,113.182708,0.324,0.073539,0.324,0.073539,323.0,21.213203,1.551334,0.101885,0.0,0.0,6.671183,0.409182,5018.853059,113.634617,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1498.0,0.0,0.988016,0.0,973.0,67.882251,78556.0,1346.331311,6224.0,896.611399,323.0,21.213203,0.0,0.0,0.0,0.0,1073.727098,113.182708,2569.089564,326.2556,7503.02423,121.921163,26810.056266,1737.58322,0.0,0.0,0.0,0.0,5018.853059,113.634617,42.0,2.828427,23.0,0.0,18.0,2.828427,9.5,2.12132,61.0,0.0,500.0,0.0,4757.0,264.457936,1.0,0.0,0.0,0.0,1073.727098,113.182708,2569.089564,326.2556,7.0,0.0,17.0,2.828427,17.0,1.414214,9.0,2.828427,10.0,4.242641,19.5,10.606602,12.0,0.0,16.5,6.363961,12.0,4.242641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,M,30,15,medium,2,175.751141,16.988242,154.79549,5.160304,1213.445418,35.302336,0.047619,0.067343,0.047619,0.067343,56.047961,5.401429,0.357143,0.101015,0.357143,0.101015,22.5,2.12132,1.339285,0.126269,0.0,0.0,1.067616,0.067942,254.503416,2.261183,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,58.5,6.363961,4703.0,299.813275,368.5,51.618795,22.5,2.12132,0.0,0.0,0.0,0.0,56.047961,5.401429,175.751142,16.988241,132.681849,4.423118,1500.370428,60.955827,0.0,0.0,0.0,0.0,254.503416,2.261183,60.5,6.363961,32.5,3.535534,39.5,6.363961,11.0,2.828427,101.0,0.0,30.0,0.0,500.0,0.0,1.0,0.0,0.0,0.0,56.047961,5.401429,175.751142,16.988241,24.5,2.12132,18.5,16.263456,10.5,2.12132,18.0,5.656854,28.5,17.67767,29.0,1.414214,22.5,2.12132,22.5,6.363961,26.0,7.071068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,M,50,25,medium,2,288.515902,7.278524,259.505973,14.011716,2026.837731,59.517752,0.114846,0.128744,0.114846,0.128744,112.023331,16.184967,0.375,0.058926,0.375,0.058926,38.0,5.656854,1.330532,0.198069,0.0,0.0,1.744009,0.21565,445.714458,13.890946,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,150.0,0.0,0.88,0.0,103.5,4.949747,7859.5,4.949747,666.0,74.953319,38.0,5.656854,0.0,0.0,0.0,0.0,112.023331,16.184967,288.515902,7.278525,222.433692,12.010043,2537.445771,25.487218,0.0,0.0,0.0,0.0,445.714458,13.890946,58.0,12.727922,26.0,4.242641,42.0,12.727922,6.5,0.707107,101.0,0.0,50.0,0.0,900.0,0.0,1.0,0.0,0.0,0.0,112.023331,16.184967,288.515902,7.278525,19.5,7.778175,22.0,7.071068,20.0,9.899495,24.5,2.12132,14.0,7.071068,23.0,5.656854,28.5,9.192388,18.5,6.363961,30.0,8.485281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,M,75,35,medium,2,362.285734,9.052162,546.964569,27.268509,3080.229278,369.69231,0.132525,0.002956,0.132525,0.002956,130.828297,13.176627,0.361111,0.353553,0.361111,0.353553,49.0,4.242641,1.536372,0.133026,0.0,0.0,1.08194,0.050009,638.339962,40.546974,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,225.0,0.0,0.914286,0.0,143.5,16.263456,11987.5,77.074639,948.0,263.043723,49.0,4.242641,0.0,0.0,0.0,0.0,130.828297,13.176627,362.285733,9.052161,468.826773,23.373007,3881.718412,542.504695,0.0,0.0,0.0,0.0,638.339962,40.546974,70.0,2.828427,34.5,2.12132,30.0,2.828427,8.0,2.828427,101.0,0.0,75.0,0.0,1266.0,33.941125,1.0,0.0,0.0,0.0,130.828297,13.176627,362.285733,9.052161,18.5,4.949747,17.5,12.020815,17.5,4.949747,22.5,4.949747,24.0,7.071068,26.0,2.828427,27.0,0.0,23.5,3.535534,23.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn,kmeans,M,100,50,medium,2,496.009424,40.605717,783.656215,88.179651,4017.153395,61.100432,0.211118,0.020773,0.211118,0.020773,219.364633,13.469811,0.36,0.056569,0.36,0.056569,59.0,4.242641,1.699308,0.122196,0.0,0.0,1.548401,0.038558,904.966927,14.350396,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.0,1.414214,0.9402,0.000283,185.5,12.020815,15991.0,1250.164789,1116.5,140.714249,59.0,4.242641,0.0,0.0,0.0,0.0,219.364633,13.469811,496.009424,40.605717,671.705328,75.582558,5192.298764,121.408072,0.0,0.0,0.0,0.0,904.966927,14.350396,64.5,6.363961,34.5,2.12132,35.5,6.363961,10.0,2.828427,101.0,0.0,100.0,0.0,1671.5,51.618795,1.0,0.0,0.0,0.0,219.364633,13.469811,496.009424,40.605717,14.0,4.242641,23.5,2.12132,23.5,4.949747,21.5,12.020815,17.5,4.949747,28.0,14.142136,19.5,7.778175,32.0,7.071068,20.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
alns_pinn_full,kmeans,L,150,75,medium,2,867.406589,190.589257,1485.435622,337.777691,6293.787664,11.019771,0.0,0.0,0.0,0.0,294.792637,13.75219,0.54054,0.152889,0.54054,0.152889,99.0,14.142136,1.53077,0.21867,0.0,0.0,2.015322,0.140695,1419.410326,49.318327,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,450.0,0.0,0.96,0.0,281.5,2.12132,23687.0,195.161472,645.0,11.313708,99.0,14.142136,0.0,0.0,0.0,0.0,294.792637,13.75219,867.406589,190.589256,1371.171344,311.794792,8140.192369,62.268129,0.0,0.0,0.0,0.0,1419.410326,49.318327,37.0,2.828427,17.5,3.535534,23.0,2.828427,1.5,2.12132,61.0,0.0,150.0,0.0,1595.5,16.263456,1.0,0.0,0.0,0.0,294.792637,13.75219,867.406589,190.589256,9.0,2.828427,15.5,2.12132,12.0,1.414214,11.0,2.828427,12.5,6.363961,14.5,0.707107,13.0,1.414214,17.0,5.656854,15.5,6.363961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,L,200,100,medium,2,841.017673,106.82526,1830.617262,122.160532,7917.838026,60.812768,0.0,0.0,0.0,0.0,339.280169,18.830023,0.34,0.056569,0.34,0.056569,139.5,7.778175,1.435923,0.080064,0.0,0.0,2.476892,0.184896,1672.694911,2.950716,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,600.0,0.0,0.97,0.0,410.0,63.63961,31865.5,341.532575,1200.0,434.163564,139.5,7.778175,0.0,0.0,0.0,0.0,339.280169,18.830023,841.017673,106.82526,1689.800549,112.763568,9962.311534,485.207158,0.0,0.0,0.0,0.0,1672.694911,2.950716,34.5,2.12132,16.5,2.12132,25.5,2.12132,5.0,5.656854,61.0,0.0,200.0,0.0,1966.5,81.31728,1.0,0.0,0.0,0.0,339.280169,18.830023,841.017673,106.82526,8.5,2.12132,15.5,4.949747,10.5,0.707107,15.5,0.707107,10.0,4.242641,13.5,10.606602,13.0,5.656854,16.5,9.192388,17.0,4.242641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,L,300,150,medium,2,1137.521811,48.885228,3586.053887,480.284629,12065.987686,474.223117,0.002841,0.004018,0.002841,0.004018,549.587225,41.627831,0.313334,0.009428,0.313334,0.009428,204.5,40.305087,1.49605,0.294857,22.4169,31.702284,3.693729,0.23602,2610.640887,176.626618,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.0,1.414214,0.980022,3.1e-05,623.5,41.7193,45879.0,2207.587371,1815.5,432.042243,204.5,40.305087,0.0,0.0,0.0,0.0,549.587225,41.627831,1137.521811,48.885228,3310.203588,443.339658,15025.28941,808.877749,0.0,0.0,0.0,0.0,2610.640887,176.626618,37.0,0.0,19.5,0.707107,23.0,0.0,5.5,0.707107,61.0,0.0,300.0,0.0,2857.0,207.889394,1.0,0.0,0.0,0.0,549.587225,41.627831,1137.521811,48.885228,8.0,0.0,12.5,0.707107,17.0,4.242641,11.0,9.899495,11.5,6.363961,16.0,1.414214,12.5,4.949747,18.5,7.778175,13.0,1.414214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,L,500,250,medium,2,2488.256818,409.939869,8570.950119,1674.121902,20773.447009,775.692972,0.0027,3.6e-05,0.0027,3.6e-05,1157.615356,116.047244,0.276,0.050912,0.276,0.050912,370.5,4.949747,1.349648,0.018031,57.83205,21.759302,7.032631,0.120259,5119.055433,168.913413,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1498.0,0.0,0.988016,0.0,973.0,67.882251,78556.0,1346.331311,2450.5,566.392532,370.5,4.949747,0.0,0.0,0.0,0.0,1157.615356,116.047244,2488.256818,409.939869,7911.646265,1545.343294,26726.240878,1836.561342,0.0,0.0,0.0,0.0,5119.055433,168.913413,39.0,1.414214,18.5,2.12132,21.0,1.414214,10.5,4.949747,61.0,0.0,500.0,0.0,4678.0,169.705627,1.0,0.0,0.0,0.0,1157.615356,116.047244,2488.256818,409.939869,6.0,0.0,13.5,2.12132,17.5,6.363961,12.0,5.656854,11.0,2.828427,10.5,4.949747,11.5,2.12132,19.0,1.414214,19.0,1.414214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,30,15,medium,2,177.120854,27.241251,150.643613,20.09006,1239.128801,86.980905,0.0,0.0,0.0,0.0,49.59037,0.104018,0.571429,0.202031,0.571429,0.202031,20.0,7.071068,1.6,0.565685,0.0,0.0,0.612954,0.096654,251.175862,5.246703,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,58.5,6.363961,4703.0,299.813275,168.5,28.991378,20.0,7.071068,0.0,0.0,0.0,0.0,49.59037,0.104018,177.120854,27.241251,129.123097,17.220052,1532.490114,125.209768,0.0,0.0,0.0,0.0,251.175862,5.246703,50.0,12.727922,18.0,5.656854,50.0,12.727922,1.5,2.12132,101.0,0.0,30.0,0.0,499.5,0.707107,1.0,0.0,0.0,0.0,49.59037,0.104018,177.120854,27.241251,17.0,5.656854,25.5,3.535534,21.5,3.535534,18.5,3.535534,17.5,2.12132,29.0,4.242641,23.0,0.0,25.5,0.707107,22.5,3.535534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,50,25,medium,2,293.157322,11.403037,277.422997,10.402034,2036.642067,22.057041,0.0,0.0,0.0,0.0,112.54149,13.749505,0.5,0.117851,0.5,0.117851,37.0,1.414214,1.352339,0.05169,0.0,0.0,1.383763,0.18716,450.02312,24.612156,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,150.0,0.0,0.88,0.0,103.5,4.949747,7859.5,4.949747,293.5,53.033009,37.0,1.414214,0.0,0.0,0.0,0.0,112.54149,13.749505,293.157322,11.403038,237.79114,8.91603,2550.71051,76.904409,0.0,0.0,0.0,0.0,450.02312,24.612156,54.5,16.263456,22.5,10.606602,45.5,16.263456,7.5,3.535534,101.0,0.0,50.0,0.0,900.0,0.0,1.0,0.0,0.0,0.0,112.54149,13.749505,293.157322,11.403038,11.5,3.535534,29.5,3.535534,21.0,1.414214,23.5,7.778175,14.5,0.707107,24.5,9.192388,19.5,2.12132,30.0,2.828427,26.0,4.242641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,75,35,medium,2,291.963324,14.427881,478.495672,19.278213,3118.941851,287.262602,0.0,0.0,0.0,0.0,108.8364,29.310885,0.527778,0.117851,0.527778,0.117851,55.5,4.949747,1.356747,0.121002,0.0,0.0,1.057583,0.066763,601.184315,10.123148,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,225.0,0.0,0.914286,0.0,143.5,16.263456,11987.5,77.074639,377.0,111.722871,55.5,4.949747,0.0,0.0,0.0,0.0,108.8364,29.310885,291.963324,14.42788,410.139148,16.524183,3929.413354,439.720265,0.0,0.0,0.0,0.0,601.184315,10.123148,61.0,1.414214,28.5,4.949747,39.0,1.414214,4.0,1.414214,101.0,0.0,75.0,0.0,1280.0,25.455844,1.0,0.0,0.0,0.0,108.8364,29.310885,291.963324,14.42788,10.5,2.12132,26.0,2.828427,18.5,4.949747,24.5,0.707107,20.5,4.949747,24.5,0.707107,23.0,1.414214,23.0,0.0,29.5,0.707107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,100,50,medium,2,444.929816,0.70505,712.307767,15.703182,4147.902267,192.438881,0.006329,0.008951,0.006329,0.008951,189.692043,39.859898,0.46,0.028284,0.46,0.028284,75.5,4.949747,1.327356,0.087021,24.88475,35.192351,1.759954,0.22734,875.930867,12.093102,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.0,1.414214,0.9402,0.000283,185.5,12.020815,15991.0,1250.164789,425.0,49.497475,75.5,4.949747,0.0,0.0,0.0,0.0,189.692043,39.859898,444.929816,0.70505,610.549515,13.459871,5361.979094,292.537929,0.0,0.0,0.0,0.0,875.930867,12.093102,67.5,0.707107,34.0,2.828427,32.5,0.707107,4.5,3.535534,101.0,0.0,100.0,0.0,1677.5,37.476659,1.0,0.0,0.0,0.0,189.692043,39.859898,444.929816,0.70505,13.5,2.12132,22.0,4.242641,21.5,7.778175,24.5,4.949747,18.5,4.949747,22.0,14.142136,18.5,4.949747,28.5,6.363961,31.0,2.828427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
