method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,feasible_top_risk_coverage_mean,feasible_top_risk_coverage_sd,sortie_count_mean,sortie_count_sd,avg_towers_per_sortie_mean,avg_towers_per_sortie_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,milp_optimizes_rwct_mean,milp_optimizes_rwct_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,service_graph_pattern_count_mean,service_graph_pattern_count_sd,service_graph_feasible_count_mean,service_graph_feasible_count_sd,selected_sortie_count_mean,selected_sortie_count_sd,missed_service_count_mean,missed_service_count_sd,duplicate_service_count_mean,duplicate_service_count_sd,objective_rwct_mean,objective_rwct_sd,objective_makespan_mean,objective_makespan_sd,objective_ground_travel_mean,objective_ground_travel_sd,objective_q95_energy_mean,objective_q95_energy_sd,objective_missed_penalty_mean,objective_missed_penalty_sd,objective_duplicate_penalty_mean,objective_duplicate_penalty_sd,objective_total_mean,objective_total_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,alns_portfolio_candidate_count_mean,alns_portfolio_candidate_count_sd,alns_selected_portfolio_infeasible_count_mean,alns_selected_portfolio_infeasible_count_sd,alns_selected_portfolio_rwct_mean,alns_selected_portfolio_rwct_sd,alns_selected_portfolio_makespan_mean,alns_selected_portfolio_makespan_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd,repair_energy_minimum_insert_repair_uses_mean,repair_energy_minimum_insert_repair_uses_sd,repair_synchronization_aware_insert_repair_uses_mean,repair_synchronization_aware_insert_repair_uses_sd,baseline_candidate_evaluations_mean,baseline_candidate_evaluations_sd,baseline_generations_mean,baseline_generations_sd,baseline_population_size_mean,baseline_population_size_sd,baseline_ant_count_mean,baseline_ant_count_sd,baseline_best_order_score_mean,baseline_best_order_score_sd,alns_risk_value_weight_mean,alns_risk_value_weight_sd,alns_adaptive_enabled_mean,alns_adaptive_enabled_sd
alns_pinn_full,kmeans,L,300,150,medium,10,1363.548566,18.86135,5101.462413,71.574353,12981.001775,382.412197,0.0,0.0,0.0,0.0,343.14406,12.534885,1.0,0.0,1.0,0.0,288.3,2.057507,1.040631,0.007428,0.0,0.0,3.71965,0.191821,185806.317187,2522.773039,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.4,0.966092,0.980013,2.1e-05,625.1,46.800878,47528.4,1836.668615,1755.7,332.143225,288.3,2.057507,0.0,0.0,0.0,0.0,343.14406,12.534885,1241.185176,17.463675,4122.565707,57.696812,16215.298279,769.007007,0.0,0.0,0.0,0.0,185806.317187,2522.773039,38.4,2.674987,19.4,2.951459,21.6,2.674987,6.4,2.716207,61.0,0.0,300.0,0.0,2875.4,107.147043,7.0,0.0,0.0,0.0,343.14406,12.534885,1241.185176,17.463675,6.7,1.888562,14.4,4.141927,17.5,5.502525,10.6,4.742245,10.8,3.155243,16.4,3.533962,12.9,4.067486,15.9,5.506562,14.8,4.131182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,L,500,250,medium,10,2318.021175,20.520494,8857.288982,97.435539,22295.921021,656.303421,0.0,0.0,0.0,0.0,586.162502,20.804901,1.0,0.0,1.0,0.0,484.8,3.224903,1.031394,0.006862,0.0,0.0,6.887561,0.147083,527019.940295,6523.446723,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1496.8,3.910101,0.988026,3.1e-05,964.5,71.232405,79286.5,1223.842333,2365.5,433.803655,484.8,3.224903,0.0,0.0,0.0,0.0,586.162502,20.804901,2115.886379,20.299826,7190.154041,86.432733,28667.217989,1400.224633,0.0,0.0,0.0,0.0,527019.940295,6523.446723,39.0,3.829708,19.1,3.3483,21.0,3.829708,8.9,2.960856,61.0,0.0,500.0,0.0,4782.9,240.879154,7.0,0.0,0.0,0.0,586.162502,20.804901,2115.886379,20.299826,6.5,1.581139,12.0,2.788867,20.1,5.685264,12.0,4.714045,9.4,3.687818,16.1,7.015063,12.7,3.301515,16.0,5.05525,15.2,5.028806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,30,15,medium,10,155.040118,41.646602,165.670517,62.482632,1337.371406,55.407735,0.0,0.0,0.0,0.0,43.8763,6.311999,0.685715,0.199773,0.685715,0.199773,29.3,0.674949,1.024384,0.023808,0.0,0.0,0.603079,0.118253,2094.891075,600.506378,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,4538.1,242.219116,142.0,29.013407,29.3,0.674949,0.0,0.0,0.0,0.0,43.8763,6.311999,142.445283,39.539529,118.034069,51.054515,1697.613442,104.664147,0.0,0.0,0.0,0.0,2094.891075,600.506378,52.9,10.235559,19.4,5.232378,47.1,10.235559,3.5,2.915476,101.0,0.0,30.0,0.0,499.9,0.316228,6.2,0.421637,0.0,0.0,43.8763,6.311999,142.445283,39.539529,15.1,4.557046,27.7,6.766749,21.5,4.648775,19.7,2.790858,16.0,3.399346,25.7,7.394442,24.9,9.302927,25.6,10.112698,23.8,6.250333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,50,25,medium,10,316.244169,72.75238,374.812289,116.539361,2225.713887,97.301935,0.0,0.0,0.0,0.0,97.333734,15.204682,0.725,0.211732,0.725,0.211732,48.0,1.154701,1.04221,0.025101,0.0,0.0,1.26325,0.209884,7255.942473,1745.983166,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,7830.0,365.987249,239.8,51.650105,48.0,1.154701,0.0,0.0,0.0,0.0,97.333734,15.204682,297.882044,71.331237,287.7792,96.276438,2831.47575,167.601117,0.0,0.0,0.0,0.0,7255.942473,1745.983166,52.2,9.378462,24.1,6.008328,47.8,9.378462,5.4,4.247875,101.0,0.0,50.0,0.0,900.0,0.0,6.9,0.316228,0.0,0.0,97.333734,15.204682,297.882044,71.331237,14.6,4.526465,21.8,6.142746,24.8,5.370702,22.0,4.966555,16.8,3.966527,24.7,5.229192,22.5,6.819091,28.9,7.202623,23.9,3.725289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,75,35,medium,10,313.643779,86.919037,611.919256,211.968186,3373.244429,124.953338,0.0,0.0,0.0,0.0,100.428078,14.060631,0.638889,0.254251,0.638889,0.254251,71.9,1.523884,1.043536,0.022047,0.0,0.0,1.067112,0.091176,10816.993453,3105.351129,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,11819.3,456.742585,346.8,76.766312,71.9,1.523884,0.0,0.0,0.0,0.0,100.428078,14.060631,292.930244,83.451904,463.503736,178.998046,4305.798753,238.843223,0.0,0.0,0.0,0.0,10816.993453,3105.351129,60.6,6.221825,28.3,5.186521,39.4,6.221825,6.0,2.94392,101.0,0.0,75.0,0.0,1294.9,28.571353,7.0,0.0,0.0,0.0,100.428078,14.060631,292.930244,83.451904,12.1,2.84605,24.4,5.680376,22.7,6.11101,22.6,7.042727,18.2,4.939636,26.6,3.405877,22.2,2.529822,24.8,6.941021,26.4,6.501282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
alns_pinn_full,kmeans,M,100,50,medium,10,525.222771,114.07614,1096.427535,270.517985,4339.709601,137.337737,0.0,0.0,0.0,0.0,146.891172,10.343456,0.824,0.286713,0.824,0.286713,96.2,1.47573,1.039723,0.016037,0.0,0.0,1.513625,0.080319,23782.331931,5233.174824,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,16038.1,956.607368,532.6,125.893429,96.2,1.47573,0.0,0.0,0.0,0.0,146.891172,10.343456,482.540638,106.933548,817.049953,215.008457,5479.556467,288.450472,0.0,0.0,0.0,0.0,23782.331931,5233.174824,65.6,5.295701,31.8,4.022161,34.4,5.295701,6.5,3.659083,101.0,0.0,100.0,0.0,1676.5,23.838578,7.0,0.0,0.0,0.0,146.891172,10.343456,482.540638,106.933548,11.5,3.503966,20.4,7.336363,24.2,5.921711,25.6,8.871928,18.3,3.529243,22.0,8.286535,24.8,9.150592,25.2,6.52857,28.0,4.898979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.0,0.0
ga,kmeans,L,150,75,medium,10,1247.302768,49.413343,2742.524469,170.621229,6738.934425,222.257524,0.002667,0.006441,0.002667,0.006441,340.886736,30.642824,0.97027,0.023665,0.962162,0.026111,150.0,0.0,1.0,0.0,0.0,0.0,0.138522,0.002394,91645.009037,4328.515457,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,449.2,1.932184,0.960071,0.000172,290.7,23.485456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,807.8,16.929921,40.0,0.0,30.0,0.0,0.0,0.0,59890.343286,3446.687711,0.0,0.0,0.0,0.0
ga,kmeans,L,200,100,medium,10,1323.091497,42.389933,3935.859605,91.401295,8894.906295,360.554397,0.004,0.008097,0.004,0.008097,361.222124,11.505617,0.982,0.014757,0.98,0.018856,200.0,0.0,1.0,0.0,16.38907,51.82679,0.231686,0.010831,128036.307484,3575.619257,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,598.4,3.238655,0.97008,0.000162,398.7,36.524117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.1,11.32794,40.0,0.0,30.0,0.0,0.0,0.0,105555.699548,2819.003545,0.0,0.0,0.0,0.0
ga,kmeans,L,300,150,medium,10,1796.38779,55.300592,6946.97792,259.12014,13253.676069,382.453279,0.001,0.00161,0.001,0.00161,489.749981,27.643889,0.98,0.009428,0.978667,0.009323,300.0,0.0,1.0,0.0,0.0,0.0,0.481733,0.016657,261014.812184,10376.720488,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.4,0.966092,0.980013,2.1e-05,625.1,46.800878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0,20.575066,40.0,0.0,30.0,0.0,0.0,0.0,237435.0728,10916.339055,0.0,0.0,0.0,0.0
ga,kmeans,L,500,250,medium,10,3693.477157,89.372627,15343.772828,440.444915,22617.962167,646.318718,0.0032,0.00391,0.0032,0.00391,1020.452081,49.209948,0.9808,0.0086,0.9792,0.010799,500.0,0.0,1.0,0.0,0.0,0.0,1.253079,0.020288,900860.180303,35463.928625,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1496.8,3.910101,0.988026,3.1e-05,964.5,71.232405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,811.8,14.101221,40.0,0.0,30.0,0.0,0.0,0.0,659657.600389,18294.525757,0.0,0.0,0.0,0.0
ga,kmeans,M,30,15,medium,10,221.661364,17.874766,263.058417,29.188607,1353.970802,52.821411,0.0,0.0,0.0,0.0,53.659571,11.371461,0.957143,0.069006,0.957143,0.069006,30.0,0.0,1.0,0.0,0.0,0.0,0.016105,0.000308,3085.431507,285.651734,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,967.1,20.283819,50.0,0.0,30.0,0.0,0.0,0.0,2421.471897,301.389181,0.0,0.0,0.0,0.0
ga,kmeans,M,50,25,medium,10,450.75162,27.624461,600.663616,51.671229,2267.752158,83.542295,0.008,0.013984,0.008,0.013984,120.900442,10.611753,0.966667,0.043033,0.966667,0.043033,50.0,0.0,1.0,0.0,0.0,0.0,0.029297,0.001989,10832.332879,591.171493,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,978.7,21.883784,50.0,0.0,30.0,0.0,0.0,0.0,7210.419215,556.98864,0.0,0.0,0.0,0.0
ga,kmeans,M,75,35,medium,10,482.148254,29.119398,1002.967578,89.074908,3446.146774,103.000523,0.001333,0.004216,0.001333,0.004216,121.64683,16.117292,0.972222,0.029281,0.972222,0.029281,75.0,0.0,1.0,0.0,0.0,0.0,0.048379,0.001527,17300.588032,1569.660725,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,979.5,18.488735,50.0,0.0,30.0,0.0,0.0,0.0,14511.950049,1554.803322,0.0,0.0,0.0,0.0
ga,kmeans,M,100,50,medium,10,725.321468,51.40454,1621.158724,161.079174,4415.93129,142.916817,0.002,0.004216,0.002,0.004216,190.939206,13.477282,0.972,0.032931,0.972,0.032931,100.0,0.0,1.0,0.0,0.0,0.0,0.076717,0.002585,34812.156964,2215.585638,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,989.9,29.666479,50.0,0.0,30.0,0.0,0.0,0.0,27388.666507,1756.292639,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,L,150,75,medium,10,943.228608,50.126552,2016.620558,157.635354,6739.570825,223.216574,0.002667,0.006441,0.002667,0.006441,428.720167,36.168015,0.235135,0.062481,0.235135,0.062481,150.0,0.0,1.0,0.0,0.0,0.0,0.009172,0.000737,63833.865472,3483.175612,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,449.2,1.932184,0.960071,0.000172,290.7,23.485456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,L,200,100,medium,10,986.53342,52.645268,2801.871014,241.001636,8895.800998,361.515949,0.004,0.008097,0.004,0.008097,460.723958,23.852254,0.234,0.060406,0.234,0.060406,200.0,0.0,1.0,0.0,16.38907,51.82679,0.014649,0.000632,88426.045767,4409.204742,0.0,0.0,0.0,0.0,0.0,0.0,20000.0,0.0,598.4,3.238655,0.97008,0.000162,398.7,36.524117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,L,300,150,medium,10,1362.508602,40.22054,5128.220231,158.209923,13253.888167,382.385649,0.001,0.00161,0.001,0.00161,609.315374,32.644,0.250667,0.035444,0.250667,0.035444,300.0,0.0,1.0,0.0,0.0,0.0,0.028774,0.000825,182863.997008,5045.009305,0.0,0.0,0.0,0.0,0.0,0.0,45000.0,0.0,899.4,0.966092,0.980013,2.1e-05,625.1,46.800878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,L,500,250,medium,10,2764.300472,115.785956,11198.003303,649.65183,22620.134054,647.57446,0.0032,0.00391,0.0032,0.00391,1192.362178,68.02301,0.2408,0.023687,0.2408,0.023687,500.0,0.0,1.0,0.0,0.0,0.0,0.071479,0.001481,603093.665953,33297.229669,0.0,0.0,0.0,0.0,0.0,0.0,125000.0,0.0,1496.8,3.910101,0.988026,3.1e-05,964.5,71.232405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,M,30,15,medium,10,182.886144,18.137477,214.996177,22.515344,1354.029641,52.730976,0.0,0.0,0.0,0.0,86.916336,15.332751,0.214286,0.075292,0.214286,0.075292,30.0,0.0,1.0,0.0,0.0,0.0,0.000985,7.1e-05,2529.859516,322.427,0.0,0.0,0.0,0.0,0.0,0.0,450.0,0.0,90.0,0.0,0.8,0.0,55.5,4.813176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,M,50,25,medium,10,329.189428,23.414305,426.46743,46.91263,2268.507598,84.408853,0.008,0.013984,0.008,0.013984,153.678068,17.532752,0.266667,0.102439,0.266667,0.102439,50.0,0.0,1.0,0.0,0.0,0.0,0.001783,8.4e-05,7789.557992,409.539508,0.0,0.0,0.0,0.0,0.0,0.0,1250.0,0.0,149.2,1.398412,0.88064,0.001119,93.9,6.436873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,M,75,35,medium,10,384.991098,24.283392,795.254345,68.492326,3447.070019,103.288732,0.001333,0.004216,0.001333,0.004216,177.083202,12.413208,0.25,0.075223,0.25,0.075223,75.0,0.0,1.0,0.0,0.0,0.0,0.003118,0.000157,13337.153248,806.2889,0.0,0.0,0.0,0.0,0.0,0.0,2625.0,0.0,224.8,0.632456,0.914362,0.000241,135.7,14.150383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
greedy_nearest,kmeans,M,100,50,medium,10,564.196271,28.998379,1229.251672,88.013241,4415.93129,142.916817,0.002,0.004216,0.002,0.004216,254.262876,22.526686,0.26,0.082731,0.26,0.082731,100.0,0.0,1.0,0.0,0.0,0.0,0.004974,0.000214,25224.403088,1209.429402,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,299.6,0.843274,0.94008,0.000169,200.3,21.197746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hybrid_genetic_search,kmeans,L,150,75,medium,10,1262.698611,54.452799,2793.152204,151.235239,6736.216317,224.115871,0.0,0.0,0.0,0.0,347.123152,36.152145,0.975676,0.015342,0.975676,0.015342,149.8,0.421637,1.001342,0.00283,0.0,0.0,0.277227,0.004267,93121.617069,5606.91136,0.0,0.0,0.0,0.0,0.0,0.0,11250.0,0.0,449.2,1.932184,0.960071,0.000172,290.7,23.485456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255.2,17.837538,40.0,0.0,36.0,0.0,0.0,0.0,86468.946884,5194.02763,0.0,0.0,0.0,0.0
