size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,scenario_id,milp_status,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
M,1,50,25,2,2,7,high,no_pinn,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,False,0.0,90.0,12.0,10.0,12.0,101.0,50.0,900.0,31.0,16.0,15.0,19.0,19.0,41.0,25.0,24.0,10.0,103.470723,635.696399,2264.168842,0.0,0.0,94961.320533,0.166667,0,0.085299,2019.3028062136002,0.0,0.0
M,1,50,25,2,2,7,high,no_adaptive,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.882539,694.718238,2264.168842,0.0,0.0,64644.146537,1.0,0,0.021733,2320.4480392136006,0.0,0.0
M,1,50,25,2,2,7,high,no_uq,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.280536,685.419656,2264.168842,0.0,0.0,64106.49989,0.916667,0,0.024523,2321.3540582136006,0.0,0.0
M,1,50,25,2,2,7,high,no_risk_value,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.832091,588.383474,2264.168842,0.0,0.0,64725.761351,1.0,0,0.021613,2324.1035902136,0.0,0.0
M,1,50,25,2,2,7,high,no_energy_repair,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,88.0,14.0,12.0,8.0,101.0,50.0,900.0,24.0,18.0,21.0,19.0,18.0,48.0,38.0,0.0,14.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.095725,2306.5486712136,0.0,0.0
M,1,50,25,2,2,7,high,no_sync_repair,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,87.0,8.0,13.0,8.0,101.0,50.0,900.0,23.0,21.0,18.0,18.0,20.0,52.0,35.0,13.0,0.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.099726,2306.5486712136,0.0,0.0
M,1,50,25,2,2,7,high,no_clustering,direct,3,M50_P25_seed7_high,not_milp,1250,1250,0.0,1250,,0.0,0.0,0.0,0.0,0.0,True,0.25,80.0,25.0,20.0,8.0,101.0,50.0,900.0,34.0,21.0,16.0,17.0,12.0,42.0,34.0,9.0,15.0,112.935842,622.065285,2662.91259,0.0,0.0,70132.183456,1.0,0,0.09032,2601.0367771736,0.0,0.0
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.087654,2460.954857765599,0.0,0.0
M,1,50,25,2,2,8,high,no_pinn,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,False,0.0,90.0,21.0,10.0,16.0,101.0,50.0,900.0,16.0,26.0,15.0,24.0,19.0,33.0,14.0,33.0,20.0,107.161612,629.894997,2262.887907,0.0,0.0,78105.288625,0.25,0,0.076769,2086.5857467656006,0.0,0.0
M,1,50,25,2,2,8,high,no_adaptive,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.324241,640.842758,2262.887907,0.0,0.0,47904.06542,0.75,0,0.021509,2466.8146937656006,0.0,0.0
M,1,50,25,2,2,8,high,no_uq,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.716325,643.324389,2262.887907,0.0,0.0,47808.730011,0.833333,0,0.025174,2479.5706437656004,0.0,0.0
M,1,50,25,2,2,8,high,no_risk_value,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.621892,600.869825,2262.887907,0.0,0.0,47894.367439,0.75,0,0.01999,2467.1491547656005,0.0,0.0
M,1,50,25,2,2,8,high,no_energy_repair,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,93.0,20.0,7.0,1.0,101.0,50.0,900.0,23.0,23.0,18.0,19.0,17.0,35.0,50.0,0.0,15.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.094686,2460.954857765599,0.0,0.0
M,1,50,25,2,2,8,high,no_sync_repair,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,90.0,7.0,10.0,7.0,101.0,50.0,900.0,23.0,17.0,22.0,21.0,17.0,43.0,47.0,10.0,0.0,101.112208,648.331593,2262.887907,0.0,0.0,47687.882528,0.833333,0,0.103197,2460.954857765599,0.0,0.0
M,1,50,25,2,2,8,high,no_clustering,direct,3,M50_P25_seed8_high,not_milp,1250,1250,0.0,1250,,0.0,0.0,0.0,0.0,0.0,True,0.25,76.0,14.0,24.0,4.0,101.0,50.0,900.0,17.0,32.0,15.0,13.0,23.0,31.0,39.0,11.0,19.0,120.248661,662.66263,2737.172311,0.0,0.0,52998.748191,0.833333,0,0.095074,2801.9314006856,0.0,0.0
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,76.0,20.0,24.0,6.0,101.0,50.0,900.0,18.0,18.0,26.0,14.0,24.0,38.0,34.0,12.0,16.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.085931,2202.10539834,0.0,0.0
M,1,50,25,2,2,9,high,no_pinn,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,False,0.0,89.0,22.0,11.0,13.0,101.0,50.0,900.0,35.0,17.0,23.0,12.0,13.0,24.0,31.0,31.0,14.0,105.612956,518.46671,2312.856912,0.04,0.04,70431.845172,0.166667,0,0.074679,1898.44778174,0.0,0.0
M,1,50,25,2,2,9,high,no_adaptive,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.640681,597.328852,2312.856912,0.04,0.04,56012.68565,0.833333,0,0.024192,2261.1699177399996,0.0,0.0
M,1,50,25,2,2,9,high,no_uq,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.50595,650.405678,2312.856912,0.04,0.04,56078.024479,0.916667,0,0.024096,2281.27495274,0.0,0.0
M,1,50,25,2,2,9,high,no_risk_value,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.393067,611.414422,2317.140933,0.0,0.0,56236.038816,0.833333,0,0.019855,2273.3967073399995,0.0,0.0
M,1,50,25,2,2,9,high,no_energy_repair,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,88.0,22.0,12.0,4.0,101.0,50.0,900.0,16.0,32.0,23.0,14.0,15.0,32.0,48.0,0.0,20.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.098493,2202.10539834,0.0,0.0
M,1,50,25,2,2,9,high,no_sync_repair,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,85.0,19.0,15.0,4.0,101.0,50.0,900.0,19.0,19.0,26.0,13.0,23.0,40.0,42.0,18.0,0.0,107.384275,610.559187,2317.140933,0.0,0.0,55653.755747,0.916667,0,0.096358,2202.10539834,0.0,0.0
M,1,50,25,2,2,9,high,no_clustering,direct,3,M50_P25_seed9_high,not_milp,1250,1250,0.0,1250,,0.0,0.0,0.0,0.0,0.0,True,0.25,72.0,9.0,28.0,4.0,101.0,50.0,900.0,24.0,12.0,24.0,15.0,25.0,38.0,32.0,12.0,18.0,113.485593,679.100793,2690.724668,0.0,0.0,62993.951654,0.916667,0,0.09704,2572.7040382599994,0.0,0.0
