size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,scenario_id,milp_status,milp_reference_scope,milp_optimizes_rwct,milp_completion_time_scope,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_adaptive_enabled,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,sortie_count,avg_towers_per_sortie,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct
M,1,50,25,2,2,5,high,no_energy_repair,kmeans,3,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,91.0,12.0,9.0,6.0,101.0,50.0,900.0,11.0,20.0,25.0,21.0,23.0,44.0,41.0,0.0,15.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.101441,10091.618690767762,0.0,0.0
M,1,50,25,2,2,5,high,no_sync_repair,kmeans,3,M50_P25_seed5_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,80,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,88.0,12.0,12.0,10.0,101.0,50.0,900.0,16.0,18.0,21.0,22.0,23.0,50.0,37.0,13.0,0.0,453.64668,607.773917,2180.634484,0.0,0.0,115.951745,0.916667,0.916667,49,1.020408,0,0.142664,10091.618690767762,0.0,0.0
M,1,50,25,2,2,5,high,no_clustering,direct,3,M50_P25_seed5_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,74,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,16.0,22.0,4.0,101.0,50.0,900.0,12.0,23.0,20.0,17.0,28.0,33.0,38.0,13.0,16.0,473.684137,571.074517,2488.034442,0.0,0.0,121.474415,0.916667,0.916667,50,1.0,0,0.125736,10563.789493927761,0.0,0.0
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,67.0,15.0,33.0,13.0,101.0,50.0,900.0,29.0,18.0,12.0,27.0,14.0,35.0,36.0,12.0,17.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.075848,10664.84309227014,0.0,0.0
M,1,50,25,2,2,6,high,no_pinn,kmeans,3,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,85.0,20.0,15.0,14.0,101.0,50.0,900.0,22.0,21.0,27.0,19.0,11.0,27.0,26.0,27.0,20.0,425.32445,551.215608,2425.235182,0.06,0.06,196.466918,0.166667,0.166667,50,1.0,0,0.066804,10019.797926710138,0.0,0.0
M,1,50,25,2,2,6,high,no_adaptive,kmeans,3,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,False,45.0,18.0,55.0,6.0,101.0,50.0,900.0,19.0,20.0,21.0,24.0,16.0,25.0,17.0,25.0,33.0,408.015616,468.05717,2425.320977,0.0,0.0,108.209399,0.916667,0.916667,50,1.0,0,0.084772,9457.95970527014,0.0,0.0
M,1,50,25,2,2,6,high,no_uq,kmeans,3,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,False,0.25,True,78.0,18.0,22.0,7.0,101.0,50.0,900.0,23.0,22.0,24.0,17.0,14.0,36.0,36.0,11.0,17.0,458.295492,596.652104,2421.71746,0.04,0.04,119.316112,1.0,1.0,50,1.0,0,0.087716,11052.87273471014,0.0,0.0
M,1,50,25,2,2,6,high,no_risk_value,kmeans,3,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.0,True,90.0,16.0,10.0,12.0,101.0,50.0,900.0,18.0,16.0,25.0,22.0,19.0,30.0,29.0,29.0,12.0,438.516218,571.318763,2425.320977,0.0,0.0,197.187842,0.166667,0.166667,50,1.0,0,0.100284,10056.715150270138,0.0,0.0
M,1,50,25,2,2,6,high,no_energy_repair,kmeans,3,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,83.0,15.0,17.0,6.0,101.0,50.0,900.0,13.0,24.0,20.0,19.0,24.0,41.0,37.0,0.0,22.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.102049,10664.84309227014,0.0,0.0
M,1,50,25,2,2,6,high,no_sync_repair,kmeans,3,M50_P25_seed6_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,87.0,13.0,13.0,5.0,101.0,50.0,900.0,16.0,15.0,22.0,25.0,22.0,42.0,41.0,17.0,0.0,459.458898,576.311306,2425.320977,0.0,0.0,119.053506,1.0,1.0,50,1.0,0,0.110259,10664.84309227014,0.0,0.0
M,1,50,25,2,2,6,high,no_clustering,direct,3,M50_P25_seed6_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,64,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,76.0,19.0,24.0,10.0,101.0,50.0,900.0,21.0,21.0,26.0,19.0,13.0,30.0,40.0,10.0,20.0,462.425458,556.776823,2773.776694,0.0,0.0,123.849606,0.916667,0.916667,50,1.0,0,0.09877,11033.43322243014,0.0,0.0
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,19.0,23.0,7.0,101.0,50.0,900.0,26.0,18.0,24.0,17.0,15.0,43.0,30.0,14.0,13.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.096426,10409.92192771192,0.0,0.0
M,1,50,25,2,2,7,high,no_pinn,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,92.0,23.0,8.0,15.0,101.0,50.0,900.0,22.0,23.0,25.0,12.0,18.0,30.0,28.0,27.0,15.0,432.528414,607.489776,2264.168842,0.0,0.0,225.809422,0.166667,0.166667,50,1.0,0,0.094028,10408.533517711923,0.0,0.0
M,1,50,25,2,2,7,high,no_adaptive,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,False,62.0,17.0,38.0,6.0,101.0,50.0,900.0,22.0,17.0,17.0,22.0,22.0,30.0,30.0,23.0,17.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.112047,10409.92192771192,0.0,0.0
M,1,50,25,2,2,7,high,no_uq,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,False,0.25,True,78.0,22.0,22.0,6.0,101.0,50.0,900.0,29.0,21.0,19.0,18.0,13.0,46.0,28.0,10.0,16.0,446.839774,601.334427,2264.168842,0.0,0.0,116.040106,0.833333,0.833333,50,1.0,0,0.097575,10507.124108711922,0.0,0.0
M,1,50,25,2,2,7,high,no_risk_value,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.0,True,91.0,23.0,9.0,16.0,101.0,50.0,900.0,23.0,17.0,24.0,14.0,22.0,30.0,27.0,28.0,15.0,432.528414,607.489776,2264.168842,0.0,0.0,225.809422,0.166667,0.166667,50,1.0,0,0.094684,10408.533517711923,0.0,0.0
M,1,50,25,2,2,7,high,no_energy_repair,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,87.0,16.0,13.0,7.0,101.0,50.0,900.0,24.0,15.0,26.0,18.0,17.0,42.0,42.0,0.0,16.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.092662,10409.92192771192,0.0,0.0
M,1,50,25,2,2,7,high,no_sync_repair,kmeans,3,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,87.0,7.0,13.0,7.0,101.0,50.0,900.0,21.0,16.0,19.0,22.0,22.0,49.0,38.0,13.0,0.0,450.677628,615.329967,2264.168842,0.0,0.0,115.458194,0.833333,0.833333,50,1.0,0,0.113618,10409.92192771192,0.0,0.0
M,1,50,25,2,2,7,high,no_clustering,direct,3,M50_P25_seed7_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,10.0,26.0,6.0,101.0,50.0,900.0,24.0,17.0,24.0,17.0,18.0,41.0,31.0,14.0,14.0,504.231568,655.284765,2662.91259,0.0,0.0,132.73294,0.916667,0.916667,50,1.0,0,0.104067,11774.097784671922,0.0,0.0
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.112606,10820.06580939334,0.0,0.0
M,1,50,25,2,2,8,high,no_pinn,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,90.0,29.0,10.0,18.0,101.0,50.0,900.0,20.0,29.0,13.0,22.0,16.0,26.0,25.0,30.0,19.0,471.092426,641.066555,2262.887907,0.0,0.0,253.445061,0.083333,0.083333,50,1.0,0,0.097213,11216.120179153342,0.0,0.0
M,1,50,25,2,2,8,high,no_adaptive,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,False,64.0,21.0,36.0,3.0,101.0,50.0,900.0,23.0,20.0,15.0,22.0,20.0,27.0,27.0,23.0,23.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.109336,10820.06580939334,0.0,0.0
M,1,50,25,2,2,8,high,no_uq,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,False,0.25,True,81.0,13.0,19.0,2.0,101.0,50.0,900.0,19.0,29.0,19.0,18.0,15.0,39.0,36.0,11.0,14.0,442.108121,590.207432,2262.887907,0.0,0.0,130.510038,1.0,1.0,50,1.0,0,0.176925,11226.121481153346,0.0,0.0
M,1,50,25,2,2,8,high,no_risk_value,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.0,True,92.0,36.0,8.0,19.0,101.0,50.0,900.0,24.0,29.0,14.0,21.0,12.0,28.0,24.0,28.0,20.0,446.994569,595.931573,2262.887907,0.0,0.0,245.671708,0.083333,0.083333,50,1.0,0,0.152621,11071.670622153342,0.0,0.0
M,1,50,25,2,2,8,high,no_energy_repair,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,90.0,17.0,10.0,3.0,101.0,50.0,900.0,18.0,31.0,18.0,17.0,16.0,47.0,36.0,0.0,17.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.099132,10820.06580939334,0.0,0.0
M,1,50,25,2,2,8,high,no_sync_repair,kmeans,3,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,89.0,7.0,11.0,7.0,101.0,50.0,900.0,21.0,18.0,26.0,23.0,12.0,42.0,47.0,11.0,0.0,433.155332,548.893436,2248.934276,0.0,0.0,124.434861,1.0,1.0,49,1.020408,0,0.102887,10820.06580939334,0.0,0.0
M,1,50,25,2,2,8,high,no_clustering,direct,3,M50_P25_seed8_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,69,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,12.0,23.0,5.0,101.0,50.0,900.0,15.0,28.0,19.0,13.0,25.0,32.0,39.0,11.0,18.0,543.758492,746.941656,2737.172311,0.0,0.0,148.042016,1.0,1.0,50,1.0,0,0.102079,12980.117114073342,0.0,0.0
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.129352,10529.519600829184,0.0,0.0
M,1,50,25,2,2,9,high,no_pinn,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,89.0,12.0,11.0,10.0,101.0,50.0,900.0,20.0,27.0,27.0,13.0,13.0,22.0,31.0,34.0,13.0,446.538278,609.32232,2312.856912,0.04,0.04,198.473919,0.25,0.25,50,1.0,0,0.085891,11019.552545229184,0.0,0.0
M,1,50,25,2,2,9,high,no_adaptive,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,False,56.0,27.0,44.0,9.0,101.0,50.0,900.0,21.0,27.0,14.0,17.0,21.0,30.0,16.0,23.0,31.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.12399,10529.519600829184,0.0,0.0
M,1,50,25,2,2,9,high,no_uq,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,False,0.25,True,71.0,31.0,29.0,4.0,101.0,50.0,900.0,22.0,17.0,20.0,19.0,22.0,37.0,27.0,16.0,20.0,432.864444,592.849596,2312.856912,0.04,0.04,106.684918,1.0,1.0,50,1.0,0,0.090885,10465.776534229184,0.0,0.0
M,1,50,25,2,2,9,high,no_risk_value,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.0,True,89.0,12.0,11.0,10.0,101.0,50.0,900.0,20.0,27.0,27.0,13.0,13.0,22.0,31.0,34.0,13.0,446.538278,609.32232,2317.140933,0.0,0.0,198.473919,0.25,0.25,50,1.0,0,0.080479,11016.657594829185,0.0,0.0
M,1,50,25,2,2,9,high,no_energy_repair,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,89.0,19.0,11.0,5.0,101.0,50.0,900.0,23.0,16.0,25.0,13.0,23.0,36.0,46.0,0.0,18.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.115494,10529.519600829184,0.0,0.0
M,1,50,25,2,2,9,high,no_sync_repair,kmeans,3,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,16.0,22.0,7.0,101.0,50.0,900.0,15.0,26.0,21.0,15.0,23.0,47.0,34.0,19.0,0.0,430.879702,587.121777,2317.140933,0.0,0.0,107.684679,0.916667,0.916667,50,1.0,0,0.127909,10529.519600829184,0.0,0.0
M,1,50,25,2,2,9,high,no_clustering,direct,3,M50_P25_seed9_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,73,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,79.0,26.0,21.0,4.0,101.0,50.0,900.0,28.0,15.0,23.0,12.0,22.0,37.0,37.0,9.0,17.0,486.790144,646.926679,2690.724668,0.0,0.0,115.975661,1.0,1.0,50,1.0,0,0.105,11408.227328749184,0.0,0.0
