method,candidate_mode,size,tower_count,stop_count,uncertainty,n,makespan_mean,makespan_sd,total_vehicle_distance_mean,total_vehicle_distance_sd,expected_energy_mean,expected_energy_sd,energy_violation_rate_mean,energy_violation_rate_sd,infeasible_sortie_rate_mean,infeasible_sortie_rate_sd,risk_weighted_completion_time_mean,risk_weighted_completion_time_sd,top_risk_coverage_mean,top_risk_coverage_sd,missed_value_mean,missed_value_sd,solver_runtime_mean,solver_runtime_sd,objective_value_mean,objective_value_sd,milp_gap_mean,milp_gap_sd,optimality_gap_pct_mean,optimality_gap_pct_sd,total_candidate_pairs_mean,total_candidate_pairs_sd,screened_pair_count_mean,screened_pair_count_sd,candidate_pair_reduction_mean,candidate_pair_reduction_sd,feasible_candidate_pairs_mean,feasible_candidate_pairs_sd,alns_accepted_moves_mean,alns_accepted_moves_sd,alns_improving_moves_mean,alns_improving_moves_sd,alns_rejected_moves_mean,alns_rejected_moves_sd,alns_best_updates_mean,alns_best_updates_sd,alns_objective_evaluations_mean,alns_objective_evaluations_sd,alns_score_cache_size_mean,alns_score_cache_size_sd,alns_repair_position_evaluations_mean,alns_repair_position_evaluations_sd,destroy_random_removal_uses_mean,destroy_random_removal_uses_sd,destroy_worst_energy_removal_uses_mean,destroy_worst_energy_removal_uses_sd,destroy_shaw_related_removal_uses_mean,destroy_shaw_related_removal_uses_sd,destroy_path_segment_removal_uses_mean,destroy_path_segment_removal_uses_sd,destroy_uav_chain_removal_uses_mean,destroy_uav_chain_removal_uses_sd,repair_greedy_insert_repair_uses_mean,repair_greedy_insert_repair_uses_sd,repair_regret_insert_repair_uses_mean,repair_regret_insert_repair_uses_sd
alns_pinn,direct,S,10,5,medium,10,96.014404,6.224594,43.730374,9.953579,585.464255,48.019324,0.07,0.067495,0.07,0.067495,9672.627824,4178.357524,0.85,0.241523,8.59244,18.119797,0.000778,7.6e-05,449.459711,50.031825,0.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alns_pinn,direct,S,15,8,medium,10,67.02564,4.611103,94.320349,9.263689,745.883753,49.626219,0.0,0.0,0.0,0.0,11001.221069,4351.993516,0.866667,0.172132,0.0,0.0,0.001548,0.00035,428.57799,52.666388,0.0,0.0,1.924599,2.331873,120.0,0.0,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alns_pinn,direct,S,20,10,medium,10,89.894135,5.135961,143.764425,18.631465,1037.182159,57.883673,0.0,0.0,0.0,0.0,21160.896782,3910.589677,0.9,0.105409,0.0,0.0,0.002287,8.3e-05,814.799763,49.025118,0.0,0.0,1.530915,1.588301,200.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
alns_pinn_full,direct,S,10,5,medium,10,96.806938,6.856908,44.401426,10.441668,586.828117,49.084728,0.01,0.031623,0.01,0.031623,9697.105079,4181.22652,0.8,0.258199,4.38956,13.881008,0.002231,0.000162,436.765351,47.389704,0.0,0.0,0.155099,0.490465,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,80.0,0.0,1.1,0.737865,0.0,0.0,1.1,0.737865,81.0,0.0,10.0,0.0,160.0,0.0,17.0,2.666667,16.8,2.780887,14.1,3.3483,15.7,3.301515,16.4,2.458545,40.1,3.446415,39.9,3.446415
alns_pinn_full,direct,S,15,8,medium,10,66.232095,4.984351,95.333295,10.845326,745.883753,49.626219,0.0,0.0,0.0,0.0,10907.276043,4342.345275,0.833333,0.175682,0.0,0.0,0.003869,0.0003,425.80741,51.468516,0.0,0.0,0.643589,0.909418,120.0,0.0,120.0,0.0,0.0,0.0,120.0,0.0,80.0,0.0,1.4,1.429841,0.0,0.0,1.4,1.429841,81.0,0.0,15.0,0.0,240.0,0.0,16.3,4.137901,14.2,2.529822,15.3,2.983287,16.5,2.592725,17.7,3.683296,39.2,2.20101,40.8,2.20101
alns_pinn_full,direct,S,20,10,medium,10,90.167763,5.41087,146.181512,16.758532,1037.182159,57.883673,0.0,0.0,0.0,0.0,20979.737885,3853.539699,0.92,0.10328,0.0,0.0,0.006169,0.001349,813.142116,52.287168,0.0,0.0,1.820233,1.845238,200.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,80.0,0.0,1.5,1.715938,0.0,0.0,1.5,1.715938,81.0,0.0,20.0,0.0,320.0,0.0,18.8,2.973961,13.6,3.306559,15.1,2.960856,15.9,3.071373,16.6,3.893014,40.6,4.299871,39.4,4.299871
milp_highs,direct,S,10,5,medium,10,98.348157,8.300989,25.156151,5.663639,604.737297,64.806506,0.07,0.067495,0.07,0.067495,15413.84345,6931.364674,0.35,0.241523,38.75686,38.711068,0.011013,0.012624,861.794406,686.206662,0.015358,0.005191,0.0,0.0,50.0,0.0,50.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milp_highs,direct,S,15,8,medium,10,66.181803,4.251223,53.231504,4.482448,745.956489,49.711218,0.0,0.0,0.0,0.0,17722.058572,5409.274845,0.3,0.105409,0.0,0.0,0.069502,0.037059,144.343793,6.819376,0.013276,0.006296,0.0,0.0,120.0,0.0,120.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
milp_highs,direct,S,20,10,medium,10,89.17286,4.701018,69.515314,4.547264,1037.495465,58.278127,0.0,0.0,0.0,0.0,31868.195628,7188.912485,0.34,0.13499,0.0,0.0,0.092652,0.058191,190.16324,6.392784,0.014336,0.004865,0.0,0.0,200.0,0.0,200.0,0.0,0.0,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
