size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,sensitivity_factor,sensitivity_level,quantile_z,scenario_id,milp_status,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct,reserve_ratio,iteration_budget,uav_count_override
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed3_high_uav_count6_kmeans25,not_milp,1250,150,0.88,94,80.0,25.0,20.0,1.0,101.0,50.0,900.0,18.0,15.0,22.0,31.0,14.0,30.0,46.0,11.0,13.0,69.523445,613.836421,2141.216734,0.0,0.0,37627.064105,0.916667,0,0.086139,1536.0449088680002,0.0,0.0,,,6
M,1,50,25,2,2,3,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed3_high,not_milp,1250,1250,0.0,1250,79.0,17.0,21.0,7.0,101.0,50.0,900.0,19.0,15.0,22.0,20.0,24.0,27.0,47.0,9.0,17.0,117.729448,617.025591,2602.116088,0.0,0.0,62232.613629,0.916667,0,0.071565,2805.7862943079995,0.0,0.0,,,
M,1,50,25,2,2,3,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed3_high_kmeans25,not_milp,1250,150,0.88,94,80.0,25.0,20.0,1.0,101.0,50.0,900.0,18.0,15.0,22.0,31.0,14.0,30.0,46.0,11.0,13.0,102.693032,735.270145,2141.216734,0.0,0.0,53361.733709,0.916667,0,0.078888,2374.0304468680006,0.0,0.0,,,
M,1,50,25,2,2,3,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed3_high_dbscan3,not_milp,150,74,0.506667,12,76.0,17.0,24.0,16.0,101.0,50.0,900.0,26.0,19.0,16.0,15.0,24.0,33.0,41.0,11.0,15.0,330.687012,353.594621,8329.636105,0.64,0.64,148190.345877,0.583333,2372.9002,0.018789,7388.190231108002,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed4_high_kmeans25,not_milp,1250,148,0.8816,85,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,110.031437,573.319197,2302.363068,0.0,0.0,46645.888158,0.916667,0,0.062225,2171.0617976968,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed4_high_kmeans25,not_milp,1250,148,0.8816,78,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,109.645474,587.256225,2302.363068,0.0,0.0,46636.311797,0.916667,0,0.070002,2180.2825015368,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed4_high_kmeans25,not_milp,1250,146,0.8832,69,71.0,14.0,29.0,6.0,101.0,50.0,900.0,30.0,19.0,10.0,15.0,26.0,36.0,32.0,14.0,18.0,104.014487,593.937198,2301.876335,0.02,0.02,46721.831703,0.916667,57.2176,0.072352,2181.4715226567996,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed4_high_kmeans25,not_milp,1250,148,0.8816,83,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,109.645474,587.256225,2302.363068,0.0,0.0,46636.311797,0.916667,0,0.070359,2180.5189015368,0.0,0.0,0.08,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed4_high_kmeans25,not_milp,1250,148,0.8816,78,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,109.645474,587.256225,2302.363068,0.0,0.0,46636.311797,0.916667,0,0.082719,2180.2825015368,0.0,0.0,0.12,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed4_high_kmeans25,not_milp,1250,146,0.8832,68,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,104.221249,573.488854,2301.876335,0.02,0.02,46766.462626,0.916667,57.2176,0.073411,2176.4456832967994,0.0,0.0,0.2,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed4_high_kmeans25,not_milp,1250,148,0.8816,78,36.0,7.0,14.0,6.0,51.0,50.0,450.0,19.0,13.0,2.0,6.0,10.0,22.0,12.0,7.0,9.0,109.645474,587.256225,2302.363068,0.0,0.0,46636.311797,0.916667,0,0.068775,2180.2825015368,0.0,0.0,,50,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed4_high_kmeans25,not_milp,1250,148,0.8816,78,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,109.645474,587.256225,2302.363068,0.0,0.0,46636.311797,0.916667,0,0.070934,2180.2825015368,0.0,0.0,,100,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed4_high_kmeans25,not_milp,1250,148,0.8816,78,121.0,8.0,39.0,6.0,161.0,50.0,1440.0,37.0,35.0,18.0,28.0,42.0,71.0,46.0,20.0,23.0,109.645474,587.256225,2302.363068,0.0,0.0,46636.311797,0.916667,0,0.087311,2180.2825015368,0.0,0.0,,160,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed4_high_uav_count2_kmeans25,not_milp,1250,148,0.8816,78,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,205.701934,602.834633,2302.363068,0.0,0.0,86851.66791,1.0,0,0.083181,4477.184907536801,0.0,0.0,,,2
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed4_high_uav_count4_kmeans25,not_milp,1250,148,0.8816,78,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,109.645474,587.256225,2302.363068,0.0,0.0,46636.311797,0.916667,0,0.084972,2180.2825015368,0.0,0.0,,,4
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed4_high_uav_count6_kmeans25,not_milp,1250,148,0.8816,78,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,78.252696,606.24903,2302.363068,0.0,0.0,33409.680134,0.916667,0,0.077075,1415.0375155368,0.0,0.0,,,6
M,1,50,25,2,2,4,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed4_high,not_milp,1250,1250,0.0,1250,78.0,15.0,22.0,6.0,101.0,50.0,900.0,28.0,17.0,13.0,17.0,25.0,37.0,39.0,10.0,14.0,122.488609,585.963416,2738.288517,0.0,0.0,54700.097399,1.0,0,0.079719,2612.6377951368004,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed4_high_kmeans25,not_milp,1250,148,0.8816,78,73.0,7.0,27.0,6.0,101.0,50.0,900.0,30.0,22.0,7.0,17.0,24.0,42.0,29.0,14.0,15.0,109.645474,587.256225,2302.363068,0.0,0.0,46636.311797,0.916667,0,0.069227,2180.2825015368,0.0,0.0,,,
M,1,50,25,2,2,4,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed4_high_dbscan3,not_milp,150,70,0.533333,10,72.0,20.0,28.0,14.0,101.0,50.0,900.0,29.0,17.0,16.0,21.0,17.0,34.0,36.0,14.0,16.0,319.651075,295.606875,9108.582604,0.7,0.7,135905.194799,0.75,2655.6145,0.020216,7382.766097176799,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed5_high_kmeans25,not_milp,1250,150,0.88,88,75.0,25.0,25.0,5.0,101.0,50.0,900.0,15.0,23.0,12.0,24.0,26.0,39.0,29.0,13.0,19.0,105.069961,584.893838,2196.675411,0.0,0.0,56165.780701,0.833333,0,0.080031,2294.0957527016,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed5_high_kmeans25,not_milp,1250,150,0.88,80,79.0,27.0,21.0,5.0,101.0,50.0,900.0,14.0,22.0,23.0,13.0,28.0,41.0,32.0,12.0,15.0,105.531888,591.515714,2196.675411,0.0,0.0,56173.018581,0.833333,0,0.080961,2303.7928918616008,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed5_high_kmeans25,not_milp,1250,146,0.8832,70,78.0,21.0,22.0,3.0,101.0,50.0,900.0,20.0,21.0,19.0,13.0,27.0,40.0,33.0,13.0,14.0,105.491376,594.979932,2200.100497,0.0,0.0,56237.579019,0.833333,0,0.084067,2277.2316935016,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed5_high_kmeans25,not_milp,1250,150,0.88,85,79.0,27.0,21.0,5.0,101.0,50.0,900.0,14.0,22.0,23.0,13.0,28.0,41.0,32.0,12.0,15.0,105.531888,591.515714,2196.675411,0.0,0.0,56173.018581,0.833333,0,0.081222,2303.7928918616008,0.0,0.0,0.08,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed5_high_kmeans25,not_milp,1250,150,0.88,80,79.0,27.0,21.0,5.0,101.0,50.0,900.0,14.0,22.0,23.0,13.0,28.0,41.0,32.0,12.0,15.0,105.531888,591.515714,2196.675411,0.0,0.0,56173.018581,0.833333,0,0.068334,2303.7928918616008,0.0,0.0,0.12,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed5_high_kmeans25,not_milp,1250,146,0.8832,70,78.0,21.0,22.0,3.0,101.0,50.0,900.0,20.0,21.0,19.0,13.0,27.0,40.0,33.0,13.0,14.0,105.491376,594.979932,2200.100497,0.0,0.0,56237.579019,0.833333,0,0.078206,2268.8224377016004,0.0,0.0,0.2,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed5_high_kmeans25,not_milp,1250,150,0.88,80,37.0,14.0,13.0,5.0,51.0,50.0,450.0,6.0,9.0,10.0,8.0,17.0,23.0,8.0,9.0,10.0,105.531888,591.515714,2196.675411,0.0,0.0,56173.018581,0.833333,0,0.077061,2303.7928918616008,0.0,0.0,,50,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed5_high_kmeans25,not_milp,1250,150,0.88,80,79.0,27.0,21.0,5.0,101.0,50.0,900.0,14.0,22.0,23.0,13.0,28.0,41.0,32.0,12.0,15.0,105.531888,591.515714,2196.675411,0.0,0.0,56173.018581,0.833333,0,0.07947,2303.7928918616008,0.0,0.0,,100,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed5_high_kmeans25,not_milp,1250,150,0.88,80,130.0,30.0,30.0,5.0,161.0,50.0,1440.0,33.0,31.0,38.0,20.0,38.0,74.0,50.0,16.0,20.0,105.531888,591.515714,2196.675411,0.0,0.0,56173.018581,0.833333,0,0.08511,2303.7928918616008,0.0,0.0,,160,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed5_high_uav_count2_kmeans25,not_milp,1250,150,0.88,80,79.0,27.0,21.0,5.0,101.0,50.0,900.0,14.0,22.0,23.0,13.0,28.0,41.0,32.0,12.0,15.0,199.054528,621.583858,2196.675411,0.0,0.0,105268.164847,0.916667,0,0.073931,4737.4894288616,0.0,0.0,,,2
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed5_high_uav_count4_kmeans25,not_milp,1250,150,0.88,80,79.0,27.0,21.0,5.0,101.0,50.0,900.0,14.0,22.0,23.0,13.0,28.0,41.0,32.0,12.0,15.0,105.531888,591.515714,2196.675411,0.0,0.0,56173.018581,0.833333,0,0.078867,2303.7928918616008,0.0,0.0,,,4
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed5_high_uav_count6_kmeans25,not_milp,1250,150,0.88,80,79.0,27.0,21.0,5.0,101.0,50.0,900.0,14.0,22.0,23.0,13.0,28.0,41.0,32.0,12.0,15.0,73.458621,636.085547,2196.675411,0.0,0.0,39799.822166,0.833333,0,0.082177,1487.4213498616002,0.0,0.0,,,6
M,1,50,25,2,2,5,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed5_high,not_milp,1250,1250,0.0,1250,77.0,23.0,23.0,3.0,101.0,50.0,900.0,15.0,19.0,15.0,20.0,31.0,38.0,40.0,10.0,12.0,117.645616,619.086857,2488.034442,0.0,0.0,61699.421695,0.833333,0,0.072779,2548.1582387816,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed5_high_kmeans25,not_milp,1250,150,0.88,80,79.0,27.0,21.0,5.0,101.0,50.0,900.0,14.0,22.0,23.0,13.0,28.0,41.0,32.0,12.0,15.0,105.531888,591.515714,2196.675411,0.0,0.0,56173.018581,0.833333,0,0.067653,2303.7928918616008,0.0,0.0,,,
M,1,50,25,2,2,5,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed5_high_dbscan3,not_milp,150,70,0.533333,10,81.0,21.0,19.0,10.0,101.0,50.0,900.0,19.0,20.0,17.0,18.0,26.0,37.0,41.0,12.0,10.0,325.396675,284.658853,8904.946994,0.7,0.7,163331.080413,0.666667,2857.0918,0.021348,7369.895897741602,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed6_high_kmeans25,not_milp,1250,148,0.8816,84,69.0,19.0,31.0,6.0,101.0,50.0,900.0,29.0,20.0,18.0,17.0,16.0,31.0,38.0,14.0,17.0,111.176608,623.809152,2423.630494,0.0,0.0,41081.956419,0.833333,0,0.089817,2550.65113404,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed6_high_kmeans25,not_milp,1250,146,0.8832,70,78.0,22.0,22.0,8.0,101.0,50.0,900.0,15.0,24.0,25.0,14.0,22.0,37.0,33.0,9.0,21.0,110.788612,593.816778,2425.320977,0.0,0.0,41005.879131,0.833333,0,0.082413,2543.41941072,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed6_high_kmeans25,not_milp,1250,140,0.888,63,76.0,20.0,24.0,15.0,101.0,50.0,900.0,19.0,17.0,30.0,19.0,15.0,31.0,39.0,12.0,18.0,111.258816,543.415941,2430.184604,0.0,0.0,40752.214251,0.833333,0,0.076668,2514.78204608,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed6_high_kmeans25,not_milp,1250,148,0.8816,78,76.0,18.0,24.0,6.0,101.0,50.0,900.0,29.0,16.0,24.0,16.0,15.0,37.0,36.0,13.0,14.0,112.019658,591.106742,2423.630494,0.0,0.0,41065.181616,0.833333,0,0.089238,2561.04896096,0.0,0.0,0.08,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed6_high_kmeans25,not_milp,1250,146,0.8832,70,78.0,22.0,22.0,8.0,101.0,50.0,900.0,15.0,24.0,25.0,14.0,22.0,37.0,33.0,9.0,21.0,110.788612,593.816778,2425.320977,0.0,0.0,41005.879131,0.833333,0,0.070728,2543.41941072,0.0,0.0,0.12,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed6_high_kmeans25,not_milp,1250,138,0.8896,59,74.0,19.0,26.0,10.0,101.0,50.0,900.0,16.0,22.0,25.0,12.0,25.0,30.0,38.0,13.0,19.0,109.932534,539.302833,2431.723325,0.0,0.0,40837.124392,0.833333,0,0.072741,2501.5796688,0.0,0.0,0.2,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed6_high_kmeans25,not_milp,1250,146,0.8832,70,38.0,15.0,12.0,7.0,51.0,50.0,450.0,7.0,10.0,16.0,9.0,8.0,18.0,15.0,6.0,11.0,113.407016,584.116586,2425.320977,0.0,0.0,41061.080867,0.833333,0,0.069596,2535.4766127199996,0.0,0.0,,50,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed6_high_kmeans25,not_milp,1250,146,0.8832,70,78.0,22.0,22.0,8.0,101.0,50.0,900.0,15.0,24.0,25.0,14.0,22.0,37.0,33.0,9.0,21.0,110.788612,593.816778,2425.320977,0.0,0.0,41005.879131,0.833333,0,0.080936,2543.41941072,0.0,0.0,,100,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed6_high_kmeans25,not_milp,1250,146,0.8832,70,126.0,27.0,34.0,8.0,161.0,50.0,1440.0,26.0,42.0,39.0,20.0,33.0,59.0,56.0,15.0,30.0,110.788612,593.816778,2425.320977,0.0,0.0,41005.879131,0.833333,0,0.076165,2543.41941072,0.0,0.0,,160,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed6_high_uav_count2_kmeans25,not_milp,1250,146,0.8832,70,78.0,22.0,22.0,8.0,101.0,50.0,900.0,15.0,24.0,25.0,14.0,22.0,37.0,33.0,9.0,21.0,212.956285,624.225831,2425.320977,0.0,0.0,76430.893875,0.833333,0,0.074332,5118.448975720001,0.0,0.0,,,2
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed6_high_uav_count4_kmeans25,not_milp,1250,146,0.8832,70,78.0,22.0,22.0,8.0,101.0,50.0,900.0,15.0,24.0,25.0,14.0,22.0,37.0,33.0,9.0,21.0,110.788612,593.816778,2425.320977,0.0,0.0,41005.879131,0.833333,0,0.079946,2543.41941072,0.0,0.0,,,4
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed6_high_uav_count6_kmeans25,not_milp,1250,146,0.8832,70,78.0,22.0,22.0,8.0,101.0,50.0,900.0,15.0,24.0,25.0,14.0,22.0,37.0,33.0,9.0,21.0,78.727669,637.056415,2425.320977,0.0,0.0,29180.037998,0.833333,0,0.066909,1681.98610572,0.0,0.0,,,6
M,1,50,25,2,2,6,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed6_high,not_milp,1250,1250,0.0,1250,76.0,17.0,24.0,7.0,101.0,50.0,900.0,11.0,26.0,26.0,17.0,20.0,26.0,42.0,11.0,21.0,121.100221,606.626989,2773.776694,0.0,0.0,45149.447224,0.916667,0,0.074347,2842.00141288,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed6_high_kmeans25,not_milp,1250,146,0.8832,70,78.0,22.0,22.0,8.0,101.0,50.0,900.0,15.0,24.0,25.0,14.0,22.0,37.0,33.0,9.0,21.0,110.788612,593.816778,2425.320977,0.0,0.0,41005.879131,0.833333,0,0.075136,2543.41941072,0.0,0.0,,,
M,1,50,25,2,2,6,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed6_high_dbscan3,not_milp,150,68,0.546667,9,78.0,17.0,22.0,11.0,101.0,50.0,900.0,20.0,24.0,23.0,18.0,15.0,40.0,33.0,10.0,17.0,334.26739,331.273054,9548.30063,0.74,0.74,117822.563465,0.583333,2655.6337,0.019913,7726.107362960001,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,84,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,105.610116,640.760162,2264.168842,0.0,0.0,63631.870231,0.916667,0,0.086279,2294.9766940936,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.064084,2306.5486712136,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed7_high_kmeans25,not_milp,1250,148,0.8816,69,73.0,12.0,27.0,6.0,101.0,50.0,900.0,20.0,17.0,25.0,17.0,21.0,40.0,30.0,15.0,15.0,106.159077,662.277572,2265.865611,0.0,0.0,63792.850237,0.916667,0,0.067277,2321.1533872936006,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,79,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.070356,2306.5486712136,0.0,0.0,0.08,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.075968,2306.5486712136,0.0,0.0,0.12,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed7_high_kmeans25,not_milp,1250,148,0.8816,66,73.0,12.0,27.0,6.0,101.0,50.0,900.0,20.0,17.0,25.0,17.0,21.0,40.0,30.0,15.0,15.0,106.159077,662.277572,2265.865611,0.0,0.0,63792.850237,0.916667,0,0.077897,2311.6186311736005,0.0,0.0,0.2,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,38.0,15.0,12.0,8.0,51.0,50.0,450.0,17.0,8.0,9.0,10.0,6.0,24.0,12.0,7.0,7.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.072811,2306.5486712136,0.0,0.0,,50,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.076679,2306.5486712136,0.0,0.0,,100,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,126.0,27.0,34.0,8.0,161.0,50.0,1440.0,42.0,38.0,30.0,26.0,24.0,63.0,58.0,15.0,24.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.079123,2306.5486712136,0.0,0.0,,160,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed7_high_uav_count2_kmeans25,not_milp,1250,150,0.88,76,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,201.928736,653.927832,2264.168842,0.0,0.0,119785.434759,1.0,0,0.070344,4777.986056213601,0.0,0.0,,,2
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed7_high_uav_count4_kmeans25,not_milp,1250,150,0.88,76,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.067457,2306.5486712136,0.0,0.0,,,4
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed7_high_uav_count6_kmeans25,not_milp,1250,150,0.88,76,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,72.494893,628.174036,2264.168842,0.0,0.0,45066.349308,0.916667,0,0.078231,1483.9549452136002,0.0,0.0,,,6
M,1,50,25,2,2,7,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed7_high,not_milp,1250,1250,0.0,1250,80.0,25.0,20.0,8.0,101.0,50.0,900.0,34.0,21.0,16.0,17.0,12.0,42.0,34.0,9.0,15.0,112.935842,622.065285,2662.91259,0.0,0.0,70132.183456,1.0,0,0.07925,2601.0367771736,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed7_high_kmeans25,not_milp,1250,150,0.88,76,76.0,26.0,24.0,8.0,101.0,50.0,900.0,31.0,23.0,16.0,16.0,14.0,44.0,28.0,12.0,16.0,105.807511,600.832074,2264.168842,0.0,0.0,63637.523554,0.916667,0,0.074921,2306.5486712136,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed7_high_dbscan3,not_milp,150,68,0.546667,9,77.0,16.0,23.0,9.0,101.0,50.0,900.0,21.0,25.0,17.0,16.0,21.0,37.0,37.0,10.0,16.0,321.023144,327.07088,9260.624524,0.76,0.76,194451.047065,0.833333,3373.543,0.017651,7726.756798773601,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed8_high_kmeans25,not_milp,1250,150,0.88,82,81.0,16.0,19.0,2.0,101.0,50.0,900.0,15.0,25.0,15.0,19.0,26.0,40.0,35.0,12.0,13.0,101.114624,677.022403,2262.887907,0.0,0.0,47696.102095,0.833333,0,0.068736,2450.4682130855995,0.0,0.0,,,
