size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,sensitivity_factor,sensitivity_level,quantile_z,scenario_id,milp_status,milp_reference_scope,milp_optimizes_rwct,milp_completion_time_scope,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,alns_use_quantile,alns_risk_value_weight,alns_adaptive_enabled,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct,reserve_ratio,iteration_budget,uav_count_override
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed8_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,435.085363,563.012095,2262.887907,0.0,0.0,125.567387,1.0,1.0,0,0.093078,10825.628021153343,0.0,0.0,,,4
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed8_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,435.085363,563.012095,2262.887907,0.0,0.0,125.567387,1.0,1.0,0,0.108323,10825.628021153343,0.0,0.0,,,6
M,1,50,25,2,2,8,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed8_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,69,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,77.0,12.0,23.0,5.0,101.0,50.0,900.0,15.0,28.0,19.0,13.0,25.0,32.0,39.0,11.0,18.0,543.758492,746.941656,2737.172311,0.0,0.0,149.817615,1.0,1.0,0,0.109399,13070.626286073344,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,78.0,15.0,22.0,2.0,101.0,50.0,900.0,22.0,22.0,18.0,24.0,14.0,38.0,36.0,11.0,15.0,435.085363,563.012095,2262.887907,0.0,0.0,125.567387,1.0,1.0,0,0.107295,10825.628021153343,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed8_high_dbscan3,not_milp,not_milp,False,not_milp,150,68,0.546667,9,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,16.0,26.0,15.0,101.0,50.0,900.0,22.0,26.0,17.0,18.0,17.0,34.0,35.0,13.0,18.0,529.188697,228.411658,9401.681786,0.72,0.72,146.44288,0.666667,0.083333,2738.3738,0.025449,11808.010768833345,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,79,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,421.890872,569.984812,2317.140933,0.0,0.0,108.374694,0.916667,0.916667,0,0.111435,10498.476877029185,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.101705,10596.034035829181,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,431.432141,591.569365,2314.948363,0.02,0.02,108.962454,0.916667,0.916667,56.2697,0.103333,10651.001547949183,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,78,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.105261,10596.506835829181,0.0,0.0,0.08,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.102732,10596.034035829181,0.0,0.0,0.12,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,66,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,429.533745,587.121777,2312.856912,0.04,0.04,108.705023,0.916667,0.916667,112.7431,0.110793,10596.364369229183,0.0,0.0,0.2,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,39.0,11.0,11.0,6.0,51.0,50.0,450.0,11.0,5.0,6.0,10.0,18.0,19.0,19.0,5.0,7.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.104105,10596.034035829181,0.0,0.0,,50,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.103593,10596.034035829181,0.0,0.0,,100,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,125.0,14.0,35.0,6.0,161.0,50.0,1440.0,32.0,26.0,27.0,29.0,46.0,65.0,56.0,15.0,24.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.114849,10596.034035829181,0.0,0.0,,160,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed9_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,479.793432,639.091506,2317.140933,0.0,0.0,115.92969,0.916667,0.916667,0,0.095333,11489.875356829189,0.0,0.0,,,2
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed9_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.103547,10596.034035829181,0.0,0.0,,,4
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed9_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.100367,10596.034035829181,0.0,0.0,,,6
M,1,50,25,2,2,9,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed9_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,73,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,79.0,26.0,21.0,4.0,101.0,50.0,900.0,28.0,15.0,23.0,12.0,22.0,37.0,37.0,9.0,17.0,486.790144,646.926679,2690.724668,0.0,0.0,117.561741,1.0,1.0,0,0.093003,11494.728503749187,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,74.0,12.0,26.0,6.0,101.0,50.0,900.0,21.0,13.0,15.0,20.0,31.0,38.0,34.0,14.0,14.0,430.879702,587.121777,2317.140933,0.0,0.0,108.724727,0.916667,0.916667,0,0.096565,10596.034035829181,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed9_high_dbscan3,not_milp,not_milp,False,not_milp,150,70,0.533333,10,,0.0,0.0,0.0,0.0,0.0,True,0.25,True,72.0,15.0,28.0,15.0,101.0,50.0,900.0,27.0,18.0,14.0,19.0,22.0,38.0,31.0,10.0,21.0,466.387279,168.806598,9306.869178,0.72,0.72,109.069998,0.833333,0.416667,2886.3266,0.028989,9974.131253949185,0.0,0.0,,,
