size,variant_index,tower_count,stop_count,vehicle_count,uavs_per_vehicle,seed,uncertainty,method,candidate_mode,nearest_per_tower,sensitivity_factor,sensitivity_level,quantile_z,scenario_id,milp_status,milp_reference_scope,milp_optimizes_rwct,milp_completion_time_scope,total_candidate_pairs,screened_pair_count,candidate_pair_reduction,feasible_candidate_pairs,baseline_family,baseline_candidate_evaluations,baseline_generations,baseline_population_size,baseline_ant_count,baseline_best_order_score,implementation_family,service_graph_pattern_count,service_graph_feasible_count,selected_sortie_count,missed_service_count,duplicate_service_count,objective_rwct,objective_makespan,objective_ground_travel,objective_q95_energy,objective_missed_penalty,objective_duplicate_penalty,objective_total,alns_use_quantile,alns_risk_value_weight,alns_adaptive_enabled,alns_accepted_moves,alns_improving_moves,alns_rejected_moves,alns_best_updates,alns_objective_evaluations,alns_score_cache_size,alns_repair_position_evaluations,alns_portfolio_candidate_count,alns_selected_portfolio_candidate,alns_selected_portfolio_infeasible_count,alns_selected_portfolio_rwct,alns_selected_portfolio_makespan,destroy_random_removal_uses,destroy_worst_energy_removal_uses,destroy_shaw_related_removal_uses,destroy_path_segment_removal_uses,destroy_uav_chain_removal_uses,repair_greedy_insert_repair_uses,repair_regret_insert_repair_uses,repair_energy_minimum_insert_repair_uses,repair_synchronization_aware_insert_repair_uses,makespan,total_vehicle_distance,expected_energy,energy_violation_rate,infeasible_sortie_rate,risk_weighted_completion_time,top_risk_coverage,feasible_top_risk_coverage,sortie_count,avg_towers_per_sortie,missed_value,solver_runtime,objective_value,milp_gap,optimality_gap_pct,reserve_ratio,iteration_budget,uav_count_override
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed7_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7991.0,137.0,50.0,0.0,0.0,108.910694,378.031049,413.3775210000001,3515.5487350000008,0.0,0.0,9493.436294711919,True,0.25,True,56.0,19.0,44.0,4.0,101.0,50.0,900.0,7.0,risk_bucket_stop_4,0.0,108.910694,378.031049,13.0,30.0,17.0,27.0,13.0,34.0,22.0,27.0,17.0,403.481497,526.848109,2264.168842,0.0,0.0,108.910694,1.0,1.0,50,1.0,0,1.44299,9493.436294711919,0.0,0.0,,,4
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed7_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7991.0,137.0,47.0,0.0,0.0,89.977338,252.155644,242.969358,3440.160727000001,0.0,0.0,6180.451649351922,True,0.25,True,67.0,34.0,33.0,2.0,101.0,50.0,885.0,7.0,alns_search,0.0,89.977338,252.155644,12.0,25.0,19.0,26.0,18.0,31.0,19.0,24.0,26.0,270.598398,323.425007,2215.615632,0.0,0.0,89.977338,0.583333,0.583333,47,1.06383,0,2.210812,6180.451649351922,0.0,0.0,,,6
M,1,50,25,2,2,7,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed7_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,8100.0,101.0,49.0,0.0,0.0,109.667391,408.73098,425.3429,4110.720492,0.0,0.0,9913.32642099192,True,0.25,True,67.0,32.0,33.0,9.0,101.0,50.0,900.0,7.0,risk_bucket_stop_4,0.0,109.667391,408.73098,12.0,15.0,16.0,39.0,18.0,36.0,20.0,19.0,25.0,431.654097,540.71183,2647.485772,0.0,0.0,109.667391,1.0,1.0,49,1.020408,0,2.260904,9913.32642099192,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed7_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,76,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7991.0,137.0,50.0,0.0,0.0,108.910694,378.031049,413.3775210000001,3515.5487350000008,0.0,0.0,9493.436294711919,True,0.25,True,56.0,19.0,44.0,4.0,101.0,50.0,900.0,7.0,risk_bucket_stop_4,0.0,108.910694,378.031049,13.0,30.0,17.0,27.0,13.0,34.0,22.0,27.0,17.0,403.481497,526.848109,2264.168842,0.0,0.0,108.910694,1.0,1.0,50,1.0,0,1.850041,9493.436294711919,0.0,0.0,,,
M,1,50,25,2,2,7,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed7_high_dbscan3,not_milp,not_milp,False,not_milp,150,68,0.546667,9,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,1226.0,15.0,50.0,0.0,0.0,128.874282,453.754876,130.547171,14302.838398999997,0.0,0.0,11909.385851271922,True,0.25,True,80.0,39.0,20.0,2.0,101.0,50.0,894.0,7.0,risk_bucket_stop_4,38.0,128.874282,453.754876,29.0,11.0,19.0,21.0,20.0,31.0,17.0,23.0,29.0,466.783208,182.704482,9260.624524,0.76,0.76,128.874282,1.0,0.166667,50,1.0,3373.543,0.30466,11909.385851271922,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,82,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,170.0,48.0,0.0,0.0,107.73896,241.733775,208.759613,3139.203453999999,0.0,0.0,5946.157595993343,True,0.25,True,58.0,32.0,42.0,10.0,101.0,50.0,900.0,7.0,alns_search,0.0,107.73896,241.733775,12.0,19.0,31.0,17.0,21.0,30.0,27.0,18.0,25.0,256.87503,286.459818,2225.314143,0.0,0.0,107.73896,0.333333,0.333333,48,1.041667,0,2.408088,5946.157595993343,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,48.0,0.0,0.0,111.78593,243.111868,204.530766,3395.406863,0.0,0.0,6033.489858393343,True,0.25,True,69.0,29.0,31.0,3.0,101.0,50.0,900.0,7.0,alns_search,0.0,111.78593,243.111868,12.0,24.0,21.0,26.0,17.0,24.0,22.0,33.0,21.0,247.729153,261.8847,2222.435577,0.0,0.0,111.78593,0.5,0.5,48,1.041667,0,1.929253,6033.489858393343,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,71,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,115.0,48.0,0.0,0.0,115.628222,408.127386,423.8926279999999,3641.0986249999996,0.0,0.0,9942.460440913346,True,0.25,True,63.0,27.0,37.0,2.0,101.0,50.0,900.0,7.0,risk_bucket_stop_5,0.0,115.628222,408.127386,17.0,23.0,16.0,22.0,22.0,23.0,31.0,27.0,19.0,429.763503,542.946621,2235.377353,0.0,0.0,115.628222,0.833333,0.833333,48,1.041667,0,1.572692,9942.460440913346,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,79,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,152.0,47.0,0.0,0.0,115.829611,408.773965,420.04164199999985,3378.486528,0.0,0.0,9960.994224993341,True,0.25,True,65.0,31.0,35.0,7.0,101.0,50.0,900.0,7.0,risk_bucket_stop_5,0.0,115.829611,408.773965,12.0,20.0,22.0,25.0,21.0,38.0,33.0,14.0,15.0,430.410082,538.453803,2211.360512,0.0,0.0,115.829611,0.833333,0.833333,47,1.06383,0,2.029895,9960.994224993341,0.0,0.0,0.08,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,48.0,0.0,0.0,111.78593,243.111868,204.530766,3395.406863,0.0,0.0,6033.489858393343,True,0.25,True,69.0,29.0,31.0,3.0,101.0,50.0,900.0,7.0,alns_search,0.0,111.78593,243.111868,12.0,24.0,21.0,26.0,17.0,24.0,22.0,33.0,21.0,247.729153,261.8847,2222.435577,0.0,0.0,111.78593,0.5,0.5,48,1.041667,0,1.963448,6033.489858393343,0.0,0.0,0.12,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,68,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,100.0,50.0,0.0,0.0,110.439165,227.904927,182.72411400000001,3457.209382,0.0,0.0,5675.734061153344,True,0.25,True,65.0,35.0,35.0,10.0,101.0,50.0,900.0,7.0,alns_search,0.0,110.439165,227.904927,24.0,27.0,15.0,15.0,19.0,25.0,23.0,21.0,31.0,232.98996,245.997264,2262.887907,0.0,0.0,110.439165,0.5,0.5,50,1.0,0,1.95752,5675.734061153344,0.0,0.0,0.2,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,48.0,0.0,0.0,111.78593,243.111868,204.530766,3395.406863,0.0,0.0,6033.489858393343,True,0.25,True,33.0,16.0,17.0,3.0,51.0,50.0,450.0,7.0,alns_search,0.0,111.78593,243.111868,10.0,13.0,10.0,11.0,6.0,11.0,13.0,13.0,13.0,247.729153,261.8847,2222.435577,0.0,0.0,111.78593,0.5,0.5,48,1.041667,0,1.292759,6033.489858393343,0.0,0.0,,50,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,48.0,0.0,0.0,111.78593,243.111868,204.530766,3395.406863,0.0,0.0,6033.489858393343,True,0.25,True,69.0,29.0,31.0,3.0,101.0,50.0,900.0,7.0,alns_search,0.0,111.78593,243.111868,12.0,24.0,21.0,26.0,17.0,24.0,22.0,33.0,21.0,247.729153,261.8847,2222.435577,0.0,0.0,111.78593,0.5,0.5,48,1.041667,0,1.9641,6033.489858393343,0.0,0.0,,100,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,48.0,0.0,0.0,107.42733,247.970813,208.954705,3401.329965000001,0.0,0.0,5968.2879744733455,True,0.25,True,102.0,44.0,58.0,7.0,161.0,50.0,1440.0,7.0,alns_search,0.0,107.42733,247.970813,15.0,45.0,27.0,42.0,31.0,41.0,31.0,43.0,45.0,255.068587,280.486548,2226.312495,0.0,0.0,107.42733,0.5,0.5,48,1.041667,0,3.020783,5968.2879744733455,0.0,0.0,,160,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed8_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,47.0,0.0,0.0,119.97213,423.911158,435.61586599999987,3378.486528,0.0,0.0,10351.463263993344,True,0.25,True,68.0,28.0,32.0,8.0,101.0,50.0,900.0,7.0,risk_bucket_stop_5,0.0,119.97213,423.911158,9.0,29.0,35.0,20.0,7.0,23.0,22.0,35.0,20.0,445.547275,556.623731,2211.360512,0.0,0.0,119.97213,0.833333,0.833333,47,1.06383,0,1.80885,10351.463263993344,0.0,0.0,,,2
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed8_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,48.0,0.0,0.0,111.78593,243.111868,204.530766,3395.406863,0.0,0.0,6033.489858393343,True,0.25,True,69.0,29.0,31.0,3.0,101.0,50.0,900.0,7.0,alns_search,0.0,111.78593,243.111868,12.0,24.0,21.0,26.0,17.0,24.0,22.0,33.0,21.0,247.729153,261.8847,2222.435577,0.0,0.0,111.78593,0.5,0.5,48,1.041667,0,1.887019,6033.489858393343,0.0,0.0,,,4
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed8_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,48.0,0.0,0.0,92.998467,202.268461,170.55671,3413.7141490000004,0.0,0.0,5127.991908793345,True,0.25,True,64.0,32.0,36.0,6.0,101.0,50.0,889.0,7.0,alns_search,0.0,92.998467,202.268461,17.0,20.0,22.0,22.0,19.0,23.0,22.0,25.0,30.0,217.593009,228.752672,2234.418461,0.0,0.0,92.998467,0.333333,0.333333,48,1.041667,0,1.958805,5127.991908793345,0.0,0.0,,,6
M,1,50,25,2,2,8,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed8_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,69,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7746.0,103.0,48.0,0.0,0.0,120.003931,425.034776,421.2800429999999,4090.756026000002,0.0,0.0,10433.131289953342,True,0.25,True,59.0,26.0,41.0,3.0,101.0,50.0,900.0,7.0,risk_bucket_stop_4,0.0,120.003931,425.034776,8.0,29.0,32.0,15.0,16.0,29.0,24.0,21.0,26.0,429.010602,499.352024,2707.030251,0.0,0.0,120.003931,1.0,1.0,48,1.041667,0,1.93619,10433.131289953342,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed8_high_kmeans25,not_milp,not_milp,False,not_milp,1250,150,0.88,77,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7651.0,141.0,48.0,0.0,0.0,111.78593,243.111868,204.530766,3395.406863,0.0,0.0,6033.489858393343,True,0.25,True,69.0,29.0,31.0,3.0,101.0,50.0,900.0,7.0,alns_search,0.0,111.78593,243.111868,12.0,24.0,21.0,26.0,17.0,24.0,22.0,33.0,21.0,247.729153,261.8847,2222.435577,0.0,0.0,111.78593,0.5,0.5,48,1.041667,0,1.918406,6033.489858393343,0.0,0.0,,,
M,1,50,25,2,2,8,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed8_high_dbscan3,not_milp,not_milp,False,not_milp,150,68,0.546667,9,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,1227.0,15.0,50.0,0.0,0.0,127.792617,470.746963,156.42683799999998,14199.226448999998,0.0,0.0,11707.603307833342,True,0.25,True,87.0,33.0,13.0,5.0,101.0,50.0,897.0,6.0,risk_bucket_stop_5,36.0,127.792617,470.746963,12.0,32.0,20.0,25.0,11.0,29.0,17.0,32.0,22.0,483.789654,212.930927,9401.681786,0.72,0.72,127.792617,0.833333,0.083333,50,1.0,2738.3738,0.289154,11707.603307833342,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.28,1.28,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,79,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,157.0,46.0,0.0,0.0,81.393234,225.417403,183.912011,3133.297414999999,0.0,0.0,5412.685940549187,True,0.25,True,48.0,24.0,52.0,4.0,101.0,50.0,900.0,7.0,alns_search,0.0,81.393234,225.417403,21.0,20.0,25.0,11.0,23.0,30.0,28.0,14.0,28.0,251.166696,269.540252,2229.592802,0.0,0.0,81.393234,0.5,0.5,46,1.086957,0,1.802012,5412.685940549187,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.645,1.645,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,45.0,0.0,0.0,91.797403,238.174224,207.39160099999995,3365.6859050000003,0.0,0.0,5857.156045149184,True,0.25,True,66.0,29.0,34.0,5.0,101.0,50.0,900.0,7.0,alns_search,0.0,91.797403,238.174224,12.0,30.0,17.0,21.0,20.0,31.0,31.0,24.0,14.0,256.052507,289.501427,2219.704083,0.0,0.0,91.797403,0.333333,0.333333,45,1.111111,0,2.043071,5857.156045149184,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,quantile_z,1.96,1.96,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,70,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,124.0,49.0,0.0,0.0,85.775408,223.972988,178.78997399999997,3749.913358,0.0,0.0,5852.628397269184,True,0.25,True,66.0,31.0,34.0,4.0,101.0,50.0,900.0,7.0,alns_search,1.0,85.775408,223.972988,10.0,33.0,27.0,14.0,16.0,29.0,18.0,25.0,28.0,243.319452,261.200019,2290.538359,0.020408,0.020408,85.775408,0.583333,0.583333,49,1.020408,56.2697,1.873935,5852.628397269184,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.08,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,78,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,152.0,48.0,0.0,0.0,76.568116,251.922088,212.980674,3466.7883180000013,0.0,0.0,5947.886233669185,True,0.25,True,57.0,23.0,43.0,1.0,101.0,50.0,900.0,7.0,alns_search,0.0,76.568116,251.922088,16.0,28.0,27.0,9.0,20.0,29.0,21.0,29.0,21.0,265.525364,294.388784,2277.235967,0.0,0.0,76.568116,0.583333,0.583333,48,1.041667,0,1.439591,5947.886233669185,0.0,0.0,0.08,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.12,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,45.0,0.0,0.0,91.797403,238.174224,207.39160099999995,3365.6859050000003,0.0,0.0,5857.156045149184,True,0.25,True,66.0,29.0,34.0,5.0,101.0,50.0,900.0,7.0,alns_search,0.0,91.797403,238.174224,12.0,30.0,17.0,21.0,20.0,31.0,31.0,24.0,14.0,256.052507,289.501427,2219.704083,0.0,0.0,91.797403,0.333333,0.333333,45,1.111111,0,2.084793,5857.156045149184,0.0,0.0,0.12,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,reserve_ratio,0.2,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,66,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,110.0,49.0,0.0,0.0,89.048491,223.318025,175.88778499999998,3561.6385610000007,0.0,0.0,5853.157291429184,True,0.25,True,59.0,18.0,41.0,3.0,101.0,50.0,900.0,7.0,alns_search,2.0,89.048491,223.318025,14.0,35.0,20.0,16.0,15.0,36.0,26.0,18.0,20.0,236.921301,230.157065,2295.051945,0.040816,0.040816,89.048491,0.5,0.5,49,1.020408,112.7431,1.304386,5853.157291429184,0.0,0.0,0.2,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,50,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,48.0,0.0,0.0,78.390017,247.671866,236.83176600000002,3449.7624020000007,0.0,0.0,6020.671203069185,True,0.25,True,32.0,15.0,18.0,1.0,51.0,50.0,450.0,7.0,alns_search,0.0,78.390017,247.671866,7.0,12.0,12.0,11.0,8.0,14.0,15.0,13.0,8.0,261.275142,310.728178,2273.881374,0.0,0.0,78.390017,0.583333,0.583333,48,1.041667,0,1.040849,6020.671203069185,0.0,0.0,,50,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,100,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,45.0,0.0,0.0,91.797403,238.174224,207.39160099999995,3365.6859050000003,0.0,0.0,5857.156045149184,True,0.25,True,66.0,29.0,34.0,5.0,101.0,50.0,900.0,7.0,alns_search,0.0,91.797403,238.174224,12.0,30.0,17.0,21.0,20.0,31.0,31.0,24.0,14.0,256.052507,289.501427,2219.704083,0.0,0.0,91.797403,0.333333,0.333333,45,1.111111,0,2.140692,5857.156045149184,0.0,0.0,,100,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,iteration_budget,160,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,45.0,0.0,0.0,91.797403,238.174224,207.39160099999995,3365.6859050000003,0.0,0.0,5857.156045149184,True,0.25,True,101.0,45.0,59.0,5.0,161.0,50.0,1440.0,7.0,alns_search,0.0,91.797403,238.174224,14.0,43.0,31.0,38.0,34.0,48.0,46.0,36.0,30.0,256.052507,289.501427,2219.704083,0.0,0.0,91.797403,0.333333,0.333333,45,1.111111,0,3.30974,5857.156045149184,0.0,0.0,,160,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,2,,M50_P25_seed9_high_uav_count2_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,49.0,0.0,0.0,106.413851,405.71481,413.34630900000013,3489.2648010000007,0.0,0.0,10489.870561029187,True,0.25,True,52.0,17.0,48.0,7.0,101.0,50.0,900.0,7.0,risk_bucket_stop_4,0.0,106.413851,405.71481,11.0,37.0,28.0,13.0,11.0,39.0,26.0,13.0,22.0,428.589006,529.781924,2299.335966,0.0,0.0,106.413851,1.0,1.0,49,1.020408,0,1.475063,10489.870561029187,0.0,0.0,,,2
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,4,,M50_P25_seed9_high_uav_count4_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,45.0,0.0,0.0,91.797403,238.174224,207.39160099999995,3365.6859050000003,0.0,0.0,5857.156045149184,True,0.25,True,66.0,29.0,34.0,5.0,101.0,50.0,900.0,7.0,alns_search,0.0,91.797403,238.174224,12.0,30.0,17.0,21.0,20.0,31.0,31.0,24.0,14.0,256.052507,289.501427,2219.704083,0.0,0.0,91.797403,0.333333,0.333333,45,1.111111,0,2.06222,5857.156045149184,0.0,0.0,,,4
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,uav_count,6,,M50_P25_seed9_high_uav_count6_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,47.0,0.0,0.0,79.0488,199.445278,176.580228,3436.2426410000003,0.0,0.0,4945.929523629184,True,0.25,True,56.0,27.0,44.0,7.0,101.0,50.0,895.0,7.0,alns_search,0.0,79.0488,199.445278,11.0,29.0,35.0,10.0,15.0,22.0,29.0,27.0,22.0,222.011443,257.632225,2265.169498,0.0,0.0,79.0488,0.5,0.5,47,1.06383,0,2.011575,4945.929523629184,0.0,0.0,,,6
M,1,50,25,2,2,9,high,alns_pinn_full,direct,3,candidate_mode,direct,,M50_P25_seed9_high,not_milp,not_milp,False,not_milp,1250,1250,0.0,73,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7991.0,114.0,45.0,0.0,0.0,101.892356,283.019188,236.12481300000002,3926.193113,0.0,0.0,6733.674063589184,True,0.25,True,61.0,25.0,39.0,4.0,101.0,50.0,900.0,6.0,alns_search,0.0,101.892356,283.019188,13.0,31.0,22.0,16.0,18.0,33.0,17.0,30.0,20.0,291.434095,298.03904,2544.970967,0.0,0.0,101.892356,0.416667,0.416667,45,1.111111,0,1.620899,6733.674063589184,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,kmeans,3,candidate_mode,kmeans,,M50_P25_seed9_high_kmeans25,not_milp,not_milp,False,not_milp,1250,146,0.8832,75,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,7822.0,139.0,45.0,0.0,0.0,91.797403,238.174224,207.39160099999995,3365.6859050000003,0.0,0.0,5857.156045149184,True,0.25,True,66.0,29.0,34.0,5.0,101.0,50.0,900.0,7.0,alns_search,0.0,91.797403,238.174224,12.0,30.0,17.0,21.0,20.0,31.0,31.0,24.0,14.0,256.052507,289.501427,2219.704083,0.0,0.0,91.797403,0.333333,0.333333,45,1.111111,0,2.138028,5857.156045149184,0.0,0.0,,,
M,1,50,25,2,2,9,high,alns_pinn_full,dbscan,3,candidate_mode,dbscan,,M50_P25_seed9_high_dbscan3,not_milp,not_milp,False,not_milp,150,70,0.533333,10,,0.0,0.0,0.0,0.0,0.0,stop_batch_schedule_state_alns,1227.0,20.0,50.0,0.0,0.0,106.667126,471.745023,144.36845499999998,14271.900323999998,0.0,0.0,11199.727080949184,True,0.25,True,86.0,44.0,14.0,11.0,101.0,50.0,893.0,7.0,risk_bucket_stop_4,36.0,106.667126,471.745023,18.0,24.0,19.0,11.0,28.0,22.0,26.0,25.0,27.0,471.745023,183.733289,9306.869178,0.72,0.72,106.667126,1.0,0.416667,50,1.0,2886.3266,0.346499,11199.727080949184,0.0,0.0,,,
